ticker,CBTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-27,-12.5
2011-01-28,-4.7619
2011-01-31,-15.0
2011-02-01,-5.8824
2011-02-02,-34.375
2011-02-04,52.381
2011-02-07,25.0
2011-02-08,-5.0
2011-02-09,-15.7895
2011-02-10,-25.0
2011-02-11,25.0
2011-02-14,-46.6667
2011-02-15,100.0
2011-02-16,0.0
2011-02-23,-56.25
2011-02-28,14.2857
2011-03-01,0.0
2011-03-02,0.0
2011-03-03,0.0
2011-03-07,50.0
2011-03-10,-33.3333
2011-03-14,18.75
2011-03-15,-42.1053
2011-03-16,18.1818
2011-03-21,23.0769
2011-03-23,0.0
2011-03-24,-18.75
2011-03-25,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-03-30,23.0769
2011-03-31,-31.25
2011-04-01,18.1818
2011-04-04,-23.0769
2011-04-05,10.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,-9.0909
2011-04-11,10.0
2011-04-12,-9.0909
2011-04-13,30.0
2011-04-14,123.0769
2011-04-15,44.8276
2011-04-18,-30.9524
2011-04-19,-6.8966
2011-04-20,-22.2222
2011-04-21,14.2857
2011-04-25,0.0
2011-04-26,-20.8333
2011-04-27,10.526299999999999
2011-04-28,0.0
2011-04-29,-23.8095
2011-05-02,31.25
2011-05-03,0.0
2011-05-04,-14.2857
2011-05-05,-11.1111
2011-05-06,12.5
2011-05-09,0.0
2011-05-10,-27.7778
2011-05-11,-15.3846
2011-05-12,27.2727
2011-05-13,0.0
2011-05-16,71.4286
2011-05-17,-8.3333
2011-05-18,-4.5455
2011-05-19,0.0
2011-05-20,4.7619
2011-05-23,-27.2727
2011-05-24,-18.75
2011-05-25,23.0769
2011-05-26,18.75
2011-05-27,0.0
2011-05-31,-5.2632
2011-06-01,22.2222
2011-06-02,9.0909
2011-06-03,0.0
2011-06-06,-8.3333
2011-06-07,-27.2727
2011-06-08,-12.5
2011-06-09,57.1429
2011-06-10,0.0
2011-06-13,-13.6364
2011-06-14,-15.7895
2011-06-15,-12.5
2011-06-16,-7.1429
2011-06-17,7.6923
2011-06-20,35.7143
2011-06-22,-31.5789
2011-06-23,23.0769
2011-06-24,-18.75
2011-06-27,38.4615
2011-06-28,-22.2222
2011-06-29,-7.1429
2011-06-30,-15.3846
2011-07-01,27.2727
2011-07-05,28.5714
2011-07-06,0.0
2011-07-07,-11.1111
2011-07-08,37.5
2011-07-11,0.0
2011-07-12,-4.5455
2011-07-13,0.0
2011-07-14,-9.5238
