ticker,CSGP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-12.5436
2000-01-04,3.1873
2000-01-05,-2.8958
2000-01-06,-1.3917
2000-01-07,-1.5121
2000-01-10,0.5118
2000-01-11,5.9063
2000-01-12,3.4615
2000-01-13,8.1784
2000-01-14,4.4674
2000-01-18,0.1645
2000-01-19,3.7767
2000-01-20,-11.3924
2000-01-21,10.357099999999999
2000-01-24,-3.0744
2000-01-25,-0.3339
2000-01-26,0.0
2000-01-27,-1.5074999999999998
2000-01-28,-4.4218
2000-01-31,-8.1851
2000-02-01,0.7752
2000-02-02,-0.1923
2000-02-03,1.5413999999999999
2000-02-04,6.0721
2000-02-07,0.5367
2000-02-08,2.847
2000-02-09,1.3841
2000-02-10,1.3652
2000-02-11,-2.3569
2000-02-14,-4.1379
2000-02-15,-6.8345
2000-02-16,-0.3861
2000-02-17,-0.7752
2000-02-18,-3.9063
2000-02-22,4.065
2000-02-23,13.2813
2000-02-24,-3.6207000000000003
2000-02-25,0.5367
2000-02-28,2.4911
2000-02-29,1.0417
2000-03-01,-1.0309
2000-03-02,1.3889
2000-03-03,9.9315
2000-03-06,4.6729
2000-03-07,12.7976
2000-03-08,-3.5620000000000003
2000-03-09,0.684
2000-03-10,4.3478
2000-03-13,8.5938
2000-03-14,-6.9544
2000-03-15,-6.5722000000000005
2000-03-16,9.2414
2000-03-17,1.0101
2000-03-20,-1.25
2000-03-21,1.5190000000000001
2000-03-22,-4.6446
2000-03-23,-1.9287
2000-03-24,-1.8667
2000-03-27,-2.7174
2000-03-28,-8.3799
2000-03-29,-5.6402
2000-03-30,-4.2003
2000-03-31,-0.5059
2000-04-03,-0.339
2000-04-04,-2.0408
2000-04-05,-3.9931
2000-04-06,-0.9042
2000-04-07,12.7737
2000-04-10,-3.8834999999999997
2000-04-11,-5.3872
2000-04-12,-7.2954
2000-04-13,-5.5662
2000-04-14,-10.9756
2000-04-17,2.7397
2000-04-18,3.1111
2000-04-19,-1.9397
2000-04-20,-2.8571
2000-04-24,-3.6199
2000-04-25,-11.7371
2000-04-26,6.383
2000-04-27,-2.5
2000-04-28,-1.6026
2000-05-01,-0.456
2000-05-02,-13.089
2000-05-03,2.4096
2000-05-04,0.0
2000-05-05,14.7059
2000-05-08,-0.5128
2000-05-09,-6.701
2000-05-10,-6.9061
2000-05-11,3.5608
2000-05-12,-0.5731
2000-05-15,-1.7290999999999999
2000-05-16,2.0528
2000-05-17,1.1494
2000-05-18,9.0909
