ticker,TRU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-25,12.8889
2015-06-26,-2.1654
2015-06-29,-1.9316
2015-06-30,2.9955
2015-07-01,-0.5976
2015-07-02,0.2004
2015-07-06,-0.92
2015-07-07,-0.7267
2015-07-08,-0.6913
2015-07-09,-0.3686
2015-07-10,0.4932
2015-07-13,3.3129
2015-07-14,-0.8314
2015-07-15,-1.1976
2015-07-16,0.1212
2015-07-17,0.565
2015-07-20,-0.8026
2015-07-21,0.6068
2015-07-22,0.0804
2015-07-23,1.4464000000000001
2015-07-24,-1.5842
2015-07-27,-1.8511
2015-07-28,0.861
2015-07-29,2.3577
2015-07-30,-0.278
2015-07-31,-0.0398
2015-08-03,0.6773
2015-08-04,1.8599
2015-08-05,3.5354
2015-08-06,-0.3002
2015-08-07,-1.242
2015-08-10,0.4192
2015-08-11,-0.759
2015-08-12,-0.0382
2015-08-13,-0.5356
2015-08-14,3.2692
2015-08-17,-0.3724
2015-08-18,-3.8131
2015-08-19,1.9433
2015-08-20,-1.1056
2015-08-21,-2.0432
2015-08-24,-5.0374
2015-08-25,0.6631
2015-08-26,2.8818
2015-08-27,2.1208
2015-08-28,0.9404
2015-08-31,0.3882
2015-09-01,-3.5963000000000003
2015-09-02,2.2864
2015-09-03,1.5686
2015-09-04,-2.0463
2015-09-08,1.6160999999999999
2015-09-09,-0.2327
2015-09-10,-0.4277
2015-09-11,0.1171
2015-09-14,-1.131
2015-09-15,1.6963
2015-09-16,0.5043
2015-09-17,0.1158
2015-09-18,-4.7803
2015-09-21,2.9555
2015-09-22,-1.9268999999999998
2015-09-23,0.9623
2015-09-24,-0.1191
2015-09-25,1.6301999999999999
2015-09-28,-3.5603
2015-09-29,-2.3124000000000002
2015-09-30,4.3189
2015-10-01,-2.3089
2015-10-02,0.489
2015-10-05,-0.1622
2015-10-06,-0.3656
2015-10-07,1.9567999999999999
2015-10-08,-0.2399
2015-10-09,0.2004
2015-10-12,-0.6
2015-10-13,-0.161
2015-10-14,-1.8944
2015-10-15,0.0
2015-10-16,0.2465
2015-10-19,-1.2295
2015-10-20,1.8256999999999999
2015-10-21,-1.8745
2015-10-22,-3.6959999999999997
2015-10-23,2.2423
2015-10-26,1.6871
2015-10-27,0.6636
2015-10-28,4.1203
2015-10-29,0.9893
2015-10-30,0.7445
2015-11-02,0.7779
2015-11-03,0.1544
2015-11-04,0.0385
2015-11-05,-0.9245
2015-11-06,0.5832
2015-11-09,-0.8504
2015-11-10,0.039
