ticker,RBNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-20,0.0
2008-02-20,-21.1538
2008-02-26,-2.439
2008-03-07,12.5
2009-10-30,2.2222
2010-03-30,2.1739
2010-04-14,-5.1915
2010-04-15,0.0
2010-04-19,-4.8474
2010-04-20,-2.3585
2010-05-03,0.0
2010-05-27,1.4493
2010-06-18,-1.9048
2010-06-21,1.9417
2010-07-30,-1.4285999999999999
2010-08-16,-0.3865
2010-08-17,0.388
2010-08-24,1.4493
2010-12-02,-3.8095
2011-02-01,0.495
2011-02-22,3.4483
2011-03-21,-1.4285999999999999
2011-05-03,44.9275
2011-05-09,-8.3333
2011-05-12,-19.9273
2011-05-13,0.0
2011-05-18,0.8174
2011-05-23,0.0
2011-08-02,-4.5045
2011-08-03,0.0
2011-08-04,-0.3774
2011-08-05,0.0
2011-08-08,1.7992
2011-08-10,-1.7673999999999999
2011-08-16,1.7992
2011-08-18,-1.7673999999999999
2011-08-19,0.0
2011-09-08,-0.4735
2011-09-09,0.0
2011-09-16,-0.0951
2011-09-23,0.0
2011-10-20,-8.5714
2011-10-25,-1.0417
2011-12-22,-2.6316
2011-12-27,-1.0811
2012-01-04,0.5464
2012-02-08,5.9783
2012-02-24,0.5128
2012-03-13,-0.5102
2012-03-20,16.9231
2012-03-21,-11.4035
2012-04-18,1.9802
2012-04-23,-0.2427
2012-05-16,0.7299
2012-05-23,1.4493
2012-06-19,0.0
2012-06-28,0.0
2012-06-29,0.0
2012-07-10,-7.1429
2012-07-11,1.0256
2012-07-17,-1.0152
2012-07-24,0.0
2012-08-29,0.6154
2012-09-28,1.9367999999999999
2012-10-10,-3.5
2012-10-25,-3.6269
2012-10-26,1.0753
2012-10-31,1.0638
2012-11-02,0.0
2012-11-06,0.5263
2012-11-09,-0.5236
2012-11-16,-1.5789
2012-11-19,-3.3155
2012-11-20,1.2168
2012-11-21,0.5464
2012-11-26,1.105
2012-11-27,-0.5464
2012-12-03,5.4945
2012-12-06,-2.6042
2012-12-10,2.6738
2012-12-14,0.0
2013-01-08,-6.25
2013-02-01,2.7778
2013-02-11,2.7027
2013-02-21,0.5263
2013-03-20,-0.8377
2013-04-02,0.3168
2013-04-03,1.0526
2013-04-05,-1.0417
2013-04-29,-2.2105
2013-05-07,0.0
2013-05-21,0.0
2013-05-22,1.1841
2013-05-30,-1.0638
2013-06-05,0.0
2013-06-06,1.0753
2013-07-08,-1.1702
2013-07-09,0.0
2013-07-10,0.6459
2013-07-18,-0.6417
