ticker,SNRY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-08-05,0.0
2008-08-08,1.8182
2008-08-11,8.9286
2008-08-15,6.5574
2008-08-18,0.0
2008-08-21,15.3846
2008-08-25,0.0
2008-08-26,-6.6667
2008-08-27,42.8571
2008-08-28,-20.0
2008-08-29,12.5
2008-09-02,-16.6667
2008-09-03,0.0
2008-09-04,-40.0
2008-09-05,42.2222
2008-09-08,-1.5625
2008-09-09,-3.1746
2008-09-10,4.918
2008-09-11,-53.125
2008-09-12,40.0
2008-09-15,0.0
2008-09-16,28.5714
2008-09-17,18.5185
2008-09-18,0.0
2008-09-19,-6.25
2008-09-22,-11.6667
2008-09-23,0.0
2008-09-24,18.8679
2008-09-25,-19.0476
2008-09-26,-1.9607999999999999
2008-09-29,0.0
2008-10-01,-20.0
2008-10-02,5.0
2008-10-03,7.1429
2008-10-06,6.6667
2008-10-07,-2.0833
2008-10-10,2.1277
2008-10-13,-37.5
2008-10-14,0.0
2008-10-15,0.0
2008-10-16,46.6667
2008-10-17,-20.4545
2008-10-20,-25.7143
2008-10-21,7.6923
2008-10-22,17.8571
2008-10-23,-9.0909
2008-10-24,10.0
2008-10-27,-30.303
2008-10-28,30.4348
2008-10-30,-16.6667
2008-10-31,12.0
2008-11-03,7.1429
2008-11-04,-16.6667
2008-11-05,12.0
2008-11-06,14.2857
2008-11-07,-9.375
2008-11-10,0.0
2008-11-11,-17.2414
2008-11-12,45.8333
2008-11-13,-20.0
2008-11-14,0.0
2008-11-17,-28.5714
2008-11-18,30.0
2008-11-19,-23.0769
2008-11-20,25.0
2008-11-21,-8.0
2008-11-24,26.087
2008-11-25,-37.931
2008-11-26,22.2222
2008-11-28,-15.9091
2008-12-01,56.7568
2008-12-02,0.0
2008-12-03,-10.3448
2008-12-04,0.0
2008-12-05,0.0
2008-12-08,-15.3846
2008-12-09,18.1818
2008-12-10,-15.3846
2008-12-11,4.5455
2008-12-12,78.2609
2008-12-15,-14.6341
2008-12-17,0.0
2008-12-22,0.0
2008-12-24,0.0
2008-12-26,0.0
2008-12-29,-42.8571
2008-12-30,65.0
2008-12-31,-9.0909
2009-01-08,-13.3333
2009-01-12,-11.538499999999999
2009-01-13,47.8261
2009-01-14,38.2353
2009-01-15,-4.2553
2009-01-16,0.0
2009-01-20,0.0
2009-01-21,-22.2222
2009-01-22,22.8571
2009-01-23,-4.6512
2009-01-26,0.0
2009-01-28,4.878
2009-01-29,-11.6279
2009-01-30,0.0
2009-02-02,-13.1579
