ticker,OCGN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-12-03,6.8182
2014-12-04,-5.617
2014-12-05,-0.8115
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,1.8182
2014-12-12,-1.7856999999999998
2014-12-15,0.0
2014-12-16,0.0045
2014-12-17,-0.0045
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,1.3636
2014-12-23,-1.6143
2014-12-24,-4.2388
2014-12-26,2.3322
2014-12-29,1.2093
2014-12-30,-2.4816
2014-12-31,3.6757999999999997
2015-01-02,0.4545
2015-01-05,6.7873
2015-01-06,-7.4576
2015-01-07,0.3663
2015-01-08,3.0109
2015-01-09,-0.62
2015-01-12,-0.9804
2015-01-13,-2.4302
2015-01-14,-1.5683
2015-01-15,-0.3749
2015-01-16,-2.54
2015-01-20,1.2548
2015-01-21,-8.1983
2015-01-22,-12.4611
2015-01-23,2.0166
2015-01-26,-2.907
2015-01-27,-6.4671
2015-01-28,-8.9629
2015-01-29,13.3615
2015-01-30,4.8883
2015-02-02,-1.8216
2015-02-03,-7.7108
2015-02-04,2.2193
2015-02-05,1.9157
2015-02-06,-0.6266
2015-02-09,5.2963000000000005
2015-02-10,1.1976
2015-02-11,2.1302
2015-02-12,0.5794
2015-02-13,-0.8065
2015-02-17,2.2067
2015-02-18,-1.4773
2015-02-19,3.4602
2015-02-20,7.0234
2015-02-23,4.0625
2015-02-24,-0.2002
2015-02-25,-3.4102
2015-02-26,3.4268
2015-02-27,7.1285
2015-03-02,2.9053
2015-03-03,-0.7286
2015-03-04,-2.2936
2015-03-05,-1.4085
2015-03-06,-1.4285999999999999
2015-03-09,-3.3816
2015-03-10,-0.8
2015-03-11,-2.3185000000000002
2015-03-12,0.6192
2015-03-13,-4.8205
2015-03-16,7.6509
2015-03-17,4.6046
2015-03-18,-0.1914
2015-03-19,-2.1093
2015-03-20,-6.856
2015-03-23,2.8391
2015-03-24,0.2556
2015-03-25,-3.5186
2015-03-26,-7.1882
2015-03-27,10.3645
2015-03-30,-5.6244
2015-03-31,9.24
2015-04-01,-2.9029
2015-04-02,2.0619
2015-04-06,-2.8283
2015-04-07,0.5198
2015-04-08,0.8273
2015-04-09,-6.7692
2015-04-10,-0.11
2015-04-13,-5.2863
2015-04-14,0.0
2015-04-15,-1.1628
2015-04-16,-1.1764999999999999
2015-04-17,-0.8333
2015-04-20,-5.5222
2015-04-21,-4.0661
2015-04-22,4.9007
2015-04-23,2.2727
2015-04-24,5.5556
