ticker,OPRA US Equity
2018-12-14,2.8829000000000002
2018-12-17,0.1751
2018-12-18,-1.2238
2018-12-19,-3.0088
2018-12-20,2.1898
2018-12-21,-1.7856999999999998
2018-12-24,0.1818
2018-12-26,1.4519
2018-12-27,-1.4311
2018-12-28,4.5372
2018-12-31,-3.4722
2019-01-02,9.1727
2019-01-03,-0.3295
2019-01-04,0.6612
2019-01-07,2.4631
2019-01-08,4.3269
2019-01-09,14.7465
2019-01-10,3.8822
2019-01-11,-2.9638999999999998
2019-01-14,-4.3825
2019-01-15,0.8333
2019-01-16,1.1019
2019-01-17,2.3161
2019-01-18,0.5326
2019-01-22,-0.2649
2019-01-23,2.5232
2019-01-24,-1.0363
2019-01-25,-1.3089
2019-01-28,-2.5199
2019-01-29,10.068
2019-01-30,0.1236
2019-01-31,1.4815
2019-02-01,-5.1095
2019-02-04,-0.2564
2019-02-05,2.6992000000000003
2019-02-06,-0.7509
2019-02-07,-1.7654
2019-02-08,1.027
2019-02-11,-0.2541
2019-02-12,2.5478
2019-02-13,4.5963
2019-02-14,-2.7316000000000003
2019-02-15,-0.7326
2019-02-19,2.091
2019-02-20,3.1325
2019-02-21,-0.9346
2019-02-22,5.4245
2019-02-25,2.0134
2019-02-26,-0.5482
2019-02-27,-0.1103
2019-02-28,-0.7726
2019-03-01,-2.3359
2019-03-04,-9.0547
2019-03-05,-1.315
2019-03-06,-1.9036
2019-03-07,-0.5175
2019-03-08,-3.5111
2019-03-11,2.965
2019-03-12,0.3927
2019-03-13,-0.2608
2019-03-14,-2.3529
2019-03-15,-1.071
2019-03-18,-0.6766
2019-03-19,-4.3597
2019-03-20,2.5641
2019-03-21,0.6944
2019-03-22,-4.8966
2019-03-25,-2.9732
2019-03-26,2.9895
2019-03-27,-2.7576
2019-03-28,-3.1343
2019-03-29,1.2327
2019-04-01,0.4566
2019-04-02,0.0
2019-04-03,7.1212
2019-04-04,3.2532
2019-04-05,0.8219
2019-04-08,0.2717
2019-04-09,3.794
2019-04-10,3.9164
2019-04-11,-1.3819
2019-04-12,1.2739
2019-04-15,5.283
2019-04-16,7.6464
2019-04-17,-0.1665
2019-04-18,-3.7243
2019-04-22,-1.0393
2019-04-23,5.2509
2019-04-24,-1.8847
2019-04-25,4.2938
2019-04-26,-4.7671
2019-04-29,2.3891
2019-04-30,7.1111
2019-05-01,3.8382
2019-05-02,-3.6963
2019-05-03,-1.6598000000000002
2019-05-06,0.1055
2019-05-07,-1.0537
2019-05-08,1.3845
2019-05-09,-0.4202
2019-05-10,0.6329
2019-05-13,-1.0482
2019-05-14,1.4830999999999999
2019-05-15,2.4008
2019-05-16,-0.5097
2019-05-17,-0.6148
2019-05-20,-3.9175
2019-05-21,2.4678
2019-05-22,2.5131
2019-05-23,-3.9837
2019-05-24,15.2128
2019-05-28,10.8033
2019-05-29,-2.25
2019-05-30,3.8363
2019-05-31,-5.8292
2019-06-03,-8.8056
2019-06-04,2.3901
2019-06-05,-5.8824
2019-06-06,-3.7698
2019-06-07,-0.6186
2019-06-10,1.3485
2019-06-11,2.0471
2019-06-12,-1.3039
2019-06-13,4.7764
2019-06-14,-2.1339
2019-06-17,0.5946
2019-06-18,1.1823
2019-06-19,-0.2921
2019-06-20,5.4688
2019-06-21,7.4074
2019-06-24,-4.7414
2019-06-25,-5.4299
2019-06-26,-0.5742
2019-06-27,-0.2887
2019-06-28,0.7722
2019-07-01,-0.6705
2019-07-02,-1.1572
2019-07-03,-2.1463
2019-07-05,-0.2991
2019-07-08,-2.7
2019-07-09,0.7194
2019-07-10,6.7347
2019-07-11,4.3021
2019-07-12,-1.0999
2019-07-15,-1.2048
2019-07-16,-2.5328
2019-07-17,9.7209
2019-07-18,1.5789
2019-07-19,-1.5544
2019-07-22,-1.2281
2019-07-23,-3.0195
2019-07-24,1.1905000000000001
2019-07-25,-0.543
2019-07-26,-0.364
2019-07-29,0.4566
2019-07-30,-0.5455
2019-07-31,3.7477
2019-08-01,2.467
2019-08-02,-10.7481
2019-08-05,-3.9499
2019-08-06,0.6018
2019-08-07,6.0818
2019-08-08,0.094
2019-08-09,-8.3568
2019-08-12,-0.8197
2019-08-13,8.4711
2019-08-14,-3.8095
2019-08-15,-1.0891
2019-08-16,-0.8008
2019-08-19,6.6599
2019-08-20,4.2573
2019-08-21,4.265
2019-08-22,9.0513
2019-08-23,2.8731
2019-08-26,1.5516
2019-08-27,-2.9794
2019-08-28,3.5433
2019-08-29,2.6616
2019-08-30,0.8148
2019-09-03,-0.3674
2019-09-04,4.4985
2019-09-05,3.1757
2019-09-06,-5.814
2019-09-09,-5.8824
2019-09-10,4.3981
2019-09-11,-0.2217
2019-09-12,-0.6667
2019-09-13,-1.6406
2019-09-16,-1.7437
2019-09-17,-0.9259
2019-09-18,-7.7882
2019-09-19,-7.5169
2019-09-20,-7.7626
2019-09-23,2.2772
2019-09-24,-2.1297
2019-09-25,3.1652
2019-09-26,-2.8763
2019-09-27,-0.1974
2019-09-30,-0.5935
2019-10-01,0.2985
2019-10-02,1.1905000000000001
2019-10-03,0.098
2019-10-04,-0.8815
2019-10-07,0.0988
2019-10-08,0.0987
2019-10-09,1.8738000000000001
2019-10-10,0.3872
2019-10-11,0.8679
2019-10-14,-2.9637000000000002
2019-10-15,-3.7438000000000002
2019-10-16,3.7871
2019-10-17,0.5917
2019-10-18,-4.4118
2019-10-21,6.9744
2019-10-22,-3.5475
2019-10-23,-2.0875
2019-10-24,1.4213
2019-10-25,2.5025
2019-10-28,2.832
2019-10-29,-1.8993
2019-10-30,-0.0968
2019-10-31,-2.4225
2019-11-01,-1.0924
2019-11-04,-1.2048
2019-11-05,-7.7236
2019-11-06,-3.5242
2019-11-07,3.4247
2019-11-08,1.1038000000000001
2019-11-11,0.655
2019-11-12,-0.2169
2019-11-13,5.5435
2019-11-14,16.9928
2019-11-15,-3.169
2019-11-18,-7.2727
2019-11-19,-1.0784
2019-11-20,-1.1893
2019-11-21,-2.6078
2019-11-22,4.4284
2019-11-25,-1.3807
2019-11-26,-1.3
2019-11-27,2.1277
2019-11-29,0.5952
2019-12-02,-3.5503
2019-12-03,-5.2147
2019-12-04,-2.0496
2019-12-05,-0.2203
2019-12-06,0.7726
2019-12-09,-2.3001
2019-12-10,-1.3453
2019-12-11,-0.1136
2019-12-12,3.9818
2019-12-13,5.9081
2019-12-16,-0.2066
2019-12-17,2.588
2019-12-18,-1.3118
2019-12-19,0.1022
2019-12-20,-1.2257
2019-12-23,-1.8614000000000002
2019-12-24,-0.4215
2019-12-26,5.291
2019-12-27,-5.1256
2019-12-30,-1.6949
2019-12-31,-0.3233
2020-01-02,-1.6216
2020-01-03,2.3077
2020-01-06,1.826
2020-01-07,-3.3755
2020-01-08,0.0
2020-01-09,-3.0568
2020-01-10,-0.9009
2020-01-13,-0.2273
2020-01-14,-1.3667
2020-01-15,4.157
2020-01-16,-18.7361
2020-01-17,-3.7517
2020-01-21,-0.7087
2020-01-22,4.9251000000000005
2020-01-23,9.3878
2020-01-24,1.2438
2020-01-27,-6.0197
2020-01-28,0.719
2020-01-29,-2.401
2020-01-30,4.1223
2020-01-31,-3.1928
2020-02-03,-2.6385
2020-02-04,-0.4065
2020-02-05,-3.9455999999999998
2020-02-06,3.3994
2020-02-07,0.137
2020-02-10,3.5568
2020-02-11,-7.1334
2020-02-12,1.9915
2020-02-13,-1.8131
2020-02-14,-2.2727
2020-02-18,-1.5988
2020-02-19,3.8405
2020-02-20,-1.9915
2020-02-21,-0.5806
2020-02-24,4.0876
2020-02-25,0.0
2020-02-26,13.7447
2020-02-27,0.1233
2020-02-28,-0.4926
2020-03-02,2.7228
2020-03-03,2.4096
2020-03-04,-3.5294
2020-03-05,-1.4634
2020-03-06,-6.4356
2020-03-09,-8.9947
2020-03-10,-4.5058
2020-03-11,-0.6088
2020-03-12,-15.4671
2020-03-13,12.1377
2020-03-16,-16.9628
2020-03-17,6.4202
2020-03-18,-9.5064
2020-03-19,2.8283
2020-03-20,0.7859
2020-03-23,-3.5088
2020-03-24,3.8384
2020-03-25,2.5292
2020-03-26,4.9336
2020-03-27,-5.9675
2020-03-30,0.9615
2020-03-31,2.2857
2020-04-01,-4.6555
2020-04-02,-5.0781
2020-04-03,1.2346
2020-04-06,4.878
2020-04-07,-6.9767
2020-04-08,-2.5
2020-04-09,9.6154
2020-04-13,2.3392
2020-04-14,-0.7619
2020-04-15,-3.4549
2020-04-16,-0.1988
2020-04-17,3.7849
2020-04-20,0.7678
2020-04-21,-4.0
2020-04-22,0.5952
2020-04-23,4.931
2020-04-24,-5.4511
2020-04-27,3.3797
2020-04-28,0.0
2020-04-29,10.1923
2020-04-30,0.349
2020-05-01,-2.6087
2020-05-04,-0.8929
2020-05-05,-5.9459
2020-05-06,1.341
2020-05-07,2.4575
2020-05-08,7.1956
2020-05-11,-1.0327
2020-05-12,-3.8261
2020-05-13,-4.1591
2020-05-14,-0.9434
2020-05-15,1.7143000000000002
2020-05-18,6.7416
2020-05-19,22.2807
2020-05-20,-3.2999
2020-05-21,-8.3086
2020-05-22,-1.9417
2020-05-26,7.4257
2020-05-27,-2.3041
2020-05-28,-4.8742
2020-05-29,2.1488
2020-06-01,7.6052
2020-06-02,1.3534
2020-06-03,2.9674
2020-06-04,-3.0259
2020-06-05,4.3091
2020-06-08,2.7066
2020-06-09,1.8031000000000001
2020-06-10,-1.3624
2020-06-11,-9.8066
2020-06-12,7.8101
2020-06-15,0.9943
2020-06-16,6.0478
2020-06-17,8.6207
2020-06-18,0.2442
2020-06-19,-0.2436
2020-06-22,4.6398
2020-06-23,4.084
2020-06-24,-6.9507
2020-06-25,1.2048
2020-06-26,-1.1905000000000001
2020-06-29,0.241
2020-06-30,8.1731
2020-07-01,-5.3333
2020-07-02,7.6291
2020-07-06,0.3272
2020-07-07,-1.7391
2020-07-08,3.8717
2020-07-09,3.1949
2020-07-10,11.1455
2020-07-13,-7.6137
2020-07-14,-4.0201
2020-07-15,1.9895
2020-07-16,2.7721
2020-07-17,-0.8991
2020-07-20,0.3024
2020-07-21,0.201
2020-07-22,-2.4072
2020-07-23,-0.925
2020-07-24,-1.4523
2020-07-27,2.0
2020-07-28,1.032
2020-07-29,2.0429
2020-07-30,0.0
2020-07-31,-0.6006
