ticker,HNDI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-05,97.0588
2005-04-22,9.4527
2005-04-25,36.3636
2005-04-26,-10.0
2005-04-27,-7.4074
2005-04-28,-4.0
2005-04-29,0.0
2005-05-02,-3.3333
2005-05-06,7.7586
2005-05-09,-19.2
2005-05-10,-0.9901
2005-05-11,0.0
2005-05-12,2.0
2005-05-13,7.8431
2005-05-16,0.0
2005-05-17,-2.7273
2005-05-20,2.8037
2005-05-23,0.0
2005-05-31,-3.6364
2005-06-01,-16.5094
2005-06-02,-0.565
2005-06-06,7.9545
2005-06-13,-7.3684
2005-06-15,1.7045
2005-06-16,11.7318
2005-06-17,-25.0
2005-06-21,-13.3333
2005-06-22,-21.5385
2005-06-29,17.647100000000002
2005-07-12,-13.3333
2005-07-20,5.7692
2005-07-22,-5.4545
2005-08-04,-22.1154
2005-08-10,35.8025
2005-08-17,-8.1818
2005-08-25,0.9901
2005-08-29,7.8431
2005-09-02,-3.6364
2005-09-07,60.3774
2005-09-08,23.5294
2005-09-09,-3.8095
2005-09-12,-5.9406
2005-09-13,4.2105
2005-09-14,0.0
2005-09-15,2.0202
2005-09-16,3.9604
2005-09-19,9.5238
2005-09-23,-8.6957
2005-09-27,0.0
2005-09-28,-14.2857
2005-09-29,-10.0
2005-09-30,34.5679
2005-10-04,-11.9266
2005-10-07,8.3333
2005-10-10,-23.0769
2005-10-11,18.75
2005-10-12,-3.1579
2005-10-13,3.2609
2005-10-14,-5.2632
2005-10-18,16.6667
2005-10-19,-9.5238
2005-10-20,12.6316
2005-10-21,-15.8879
2005-10-24,15.5556
2005-10-25,-2.8846
2005-10-28,-0.9901
2005-10-31,0.0
2005-11-01,-10.0
2005-11-02,4.4444
2005-11-04,10.6383
2005-11-09,-3.8462
2005-11-11,-4.0
2005-11-14,-6.25
2005-11-16,4.4444
2005-11-17,1.0638
2005-11-22,-5.2632
2005-11-23,11.1111
2005-11-25,-0.5
2005-11-30,-0.5025
2005-12-01,-9.0909
2005-12-02,1.1111
2005-12-05,-1.0989
2005-12-06,5.5556
2005-12-07,0.0
2005-12-09,0.0
2005-12-12,-1.5789
2005-12-13,6.9519
2005-12-14,-10.0
2005-12-16,9.4444
2005-12-19,1.5228000000000002
2005-12-20,0.0
2005-12-21,-0.5
2005-12-23,-4.5226
2005-12-29,-5.2632
2005-12-30,10.0
2006-01-04,-8.5859
2006-01-05,8.2873
2006-01-06,2.0408
2006-01-09,0.0
2006-01-10,-5.0
