ticker,LASR US Equity
2018-09-13,-0.5212
2018-09-14,-2.4701
2018-09-17,-7.3292
2018-09-18,3.0642
2018-09-19,-0.4018
2018-09-20,-0.8471
2018-09-21,6.7535
2018-09-24,-3.7729
2018-09-25,-1.6634
2018-09-26,-5.1551
2018-09-27,1.9533
2018-09-28,-7.4969
2018-10-01,-0.09
2018-10-02,-6.2641
2018-10-03,5.2404
2018-10-04,-2.0557
2018-10-05,-10.0746
2018-10-08,-3.7344
2018-10-09,-3.5022
2018-10-10,-2.9034
2018-10-11,3.3353
2018-10-12,6.4552
2018-10-15,-0.9409
2018-10-16,3.0079
2018-10-17,-1.9466999999999999
2018-10-18,-5.3292
2018-10-19,-1.9868000000000001
2018-10-22,4.5045
2018-10-23,-3.0172
2018-10-24,-6.8611
2018-10-25,1.4614
2018-10-26,3.2922000000000002
2018-10-29,-3.1873
2018-10-30,4.2328
2018-10-31,0.6204
2018-11-01,7.1749
2018-11-02,7.2176
2018-11-05,-5.8537
2018-11-06,13.782399999999999
2018-11-07,-3.2332
2018-11-08,-2.1647
2018-11-09,-1.4910999999999999
2018-11-12,-4.1504
2018-11-13,2.2923999999999998
2018-11-14,0.996
2018-11-15,3.8955
2018-11-16,-5.1732
2018-11-19,-5.2553
2018-11-20,-1.6904
2018-11-21,0.0
2018-11-23,1.7732
2018-11-26,1.5312000000000001
2018-11-27,0.156
2018-11-28,3.0114
2018-11-29,-2.621
2018-11-30,-1.1387
2018-12-03,4.4503
2018-12-04,0.2506
2018-12-06,-1.6
2018-12-07,-2.8963
2018-12-10,6.4887
2018-12-11,-3.0467
2018-12-12,-0.963
2018-12-13,-2.303
2018-12-14,-10.3719
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,-2.104
2018-12-20,1.0149
2018-12-21,-1.182
2018-12-24,-0.5981
2018-12-26,5.716
2018-12-27,-0.9106
2018-12-28,1.4934
2018-12-31,0.6225
2019-01-02,2.5309
2019-01-03,-8.3379
2019-01-04,2.7528
2019-01-07,0.4659
2019-01-08,2.087
2019-01-09,3.6343
2019-01-10,-4.9863
2019-01-11,1.9607999999999999
2019-01-14,-1.3575
2019-01-15,2.4656000000000002
2019-01-16,5.9317
2019-01-17,-2.3244
2019-01-18,4.8134
2019-01-22,-4.128
2019-01-23,-2.6372
2019-01-24,4.0907
2019-01-25,3.3457
2019-01-28,-1.4902
2019-01-29,0.4695
2019-01-30,-2.6999
2019-01-31,4.3223
2019-02-01,1.7903
2019-02-04,-1.9598
2019-02-05,1.6402
2019-02-06,-0.4539
2019-02-07,0.4559
2019-02-08,-3.883
2019-02-11,1.1542
2019-02-12,6.8983
2019-02-13,1.8437999999999999
2019-02-14,-0.8099
2019-02-15,4.1787
2019-02-19,-0.8299
2019-02-20,1.2551999999999999
2019-02-21,-2.1579
2019-02-22,-1.4546999999999999
2019-02-25,8.8095
2019-02-26,-1.7505
2019-02-27,-6.0134
2019-02-28,1.3744
2019-03-01,0.2338
2019-03-04,3.125
2019-03-05,-1.1759
2019-03-06,-0.8696
2019-03-07,-4.2936
2019-03-08,-1.0613
2019-03-11,3.413
2019-03-12,0.2357
2019-03-13,1.0348
2019-03-14,-2.6071
2019-03-15,5.6883
2019-03-18,0.6784
2019-03-19,1.0782
2019-03-20,0.0
2019-03-21,2.7111
2019-03-22,-3.1155
2019-03-25,-7.146
2019-03-26,2.3088
2019-03-27,2.5388
2019-03-28,0.8712
2019-03-29,1.2727
2019-04-01,2.6032
2019-04-02,1.0499
2019-04-03,1.9481000000000002
2019-04-04,1.9958
2019-04-05,3.4555
2019-04-08,-1.006
2019-04-09,-2.5202999999999998
2019-04-10,0.2502
2019-04-11,-3.411
2019-04-12,1.1628
2019-04-15,2.0434
2019-04-16,2.1277
2019-04-17,-0.8578
2019-04-18,0.8241
2019-04-22,1.3486
2019-04-23,1.0484
2019-04-24,0.6784
2019-04-25,1.0702
2019-04-26,2.0392
2019-04-29,-0.4612
2019-04-30,0.888
2019-05-01,0.3062
2019-05-02,-1.7932000000000001
2019-05-03,3.7296
2019-05-06,-3.2584
2019-05-07,-0.4646
2019-05-08,-6.1066
2019-05-09,3.3554
2019-05-10,0.3206
2019-05-13,-10.1478
2019-05-14,3.9129
2019-05-15,0.7702
2019-05-16,-4.4586
2019-05-17,-5.9556000000000004
2019-05-20,-2.3157
2019-05-21,1.2095
2019-05-22,0.478
2019-05-23,-7.4215
2019-05-24,0.8736
2019-05-28,-0.4075
2019-05-29,-2.4041
2019-05-30,1.5723
2019-05-31,-3.5604
2019-06-03,-1.0701
2019-06-04,3.6236
2019-06-05,0.5741
2019-06-06,-1.4011
2019-06-07,0.4737
2019-06-10,-1.5715
2019-06-11,-3.885
2019-06-12,3.8205999999999998
2019-06-13,-0.8
2019-06-14,-0.5914
2019-06-17,-0.2163
2019-06-18,2.8726000000000003
2019-06-19,-0.5796
2019-06-20,1.8548
2019-06-21,0.052
2019-06-24,-2.0801
2019-06-25,-3.983
2019-06-26,-0.5531
2019-06-27,2.7253
2019-06-28,3.9524
2019-07-01,1.9792
2019-07-02,-3.2176
2019-07-03,-0.5277
2019-07-05,-1.4854
2019-07-08,-3.7157
2019-07-09,-3.8031
2019-07-10,-2.093
2019-07-11,-3.6817
2019-07-12,1.0481
2019-07-15,-2.6846
2019-07-16,-2.4451
2019-07-17,-0.7712
2019-07-18,-2.8497
2019-07-19,1.3333
2019-07-22,6.4474
2019-07-23,5.068
2019-07-24,2.7647
2019-07-25,-1.9462000000000002
2019-07-26,0.2919
2019-07-29,-2.6775
2019-07-30,1.9139
2019-07-31,-3.5211
2019-08-01,-4.927
2019-08-02,-2.0473
2019-08-05,-5.7479
2019-08-06,-3.465
2019-08-07,4.5226
2019-08-08,1.3736
2019-08-09,-1.084
2019-08-12,-1.0274
2019-08-13,2.7682
2019-08-14,-4.7811
2019-08-15,-1.5558999999999998
2019-08-16,1.5805
2019-08-19,2.1924
2019-08-20,-1.7993000000000001
2019-08-21,1.4094
2019-08-22,-0.278
2019-08-23,-4.878
2019-08-26,-2.6374
2019-08-27,-4.4394
2019-08-28,0.2362
2019-08-29,1.1783
2019-08-30,0.3106
2019-09-03,3.483
2019-09-04,2.0194
2019-09-05,8.3578
2019-09-06,0.5413
2019-09-09,3.8358
2019-09-10,4.083
2019-09-11,1.6812
2019-09-12,0.7961
2019-09-13,-0.1215
2019-09-16,-0.1217
2019-09-17,-2.497
2019-09-18,0.3123
2019-09-19,-0.1868
2019-09-20,-1.3724
2019-09-23,-2.9096
2019-09-24,-1.8893
2019-09-25,1.5936
2019-09-26,-0.2614
2019-09-27,0.6553
2019-09-30,1.9531
2019-10-01,-5.364
2019-10-02,-0.0675
2019-10-03,-0.8103
2019-10-04,0.3744
2019-10-07,-0.1017
2019-10-08,-2.1045
2019-10-09,-0.1387
2019-10-10,1.1806
2019-10-11,-0.8236
2019-10-14,-5.1557
2019-10-15,0.8391
2019-10-16,-1.0854
2019-10-17,3.6576
2019-10-18,-4.9399999999999995
2019-10-21,0.5939
2019-10-22,4.797
2019-10-23,-1.4085
2019-10-24,-0.5714
2019-10-25,1.9397
2019-10-28,2.8894
2019-10-29,-8.6986
2019-10-30,2.1755
2019-10-31,-1.909
2019-11-01,5.5389
2019-11-04,3.617
2019-11-05,8.9665
2019-11-06,5.5905000000000005
2019-11-07,1.0113
2019-11-08,-2.4146
2019-11-11,1.1467
2019-11-12,2.327
2019-11-13,-0.1749
2019-11-14,-0.9346
2019-11-15,21.5802
2019-11-18,-3.5403000000000002
2019-11-19,-0.3519
2019-11-20,0.8577
2019-11-21,-0.1501
2019-11-22,-2.3547000000000002
2019-11-25,1.5393
2019-11-26,0.1011
2019-11-27,0.101
2019-11-29,0.5043
2019-12-02,-2.8098
2019-12-03,-0.826
2019-12-04,3.2795
2019-12-05,-0.6048
2019-12-06,0.6085
2019-12-09,-2.8226
2019-12-10,-0.778
2019-12-11,2.8750999999999998
2019-12-12,3.6585
2019-12-13,-2.5
2019-12-16,3.7707
2019-12-17,-1.405
2019-12-18,-1.2776
2019-12-19,-0.7466
2019-12-20,-1.7050999999999998
2019-12-23,-0.3061
2019-12-24,-0.6141
2019-12-26,2.9351000000000003
2019-12-27,-1.4007
2019-12-30,1.7757
2019-12-31,1.0967
2020-01-02,-0.2959
2020-01-03,-2.0772
2020-01-06,1.3131
2020-01-07,1.5453999999999999
2020-01-08,4.5655
2020-01-09,-1.9249
2020-01-10,-2.3456
2020-01-13,2.7451
2020-01-14,0.5725
2020-01-15,0.2372
2020-01-16,2.461
2020-01-17,-0.6005
2020-01-21,-1.0688
2020-01-22,-2.1606
2020-01-23,1.5362
2020-01-24,-2.8842
2020-01-27,-4.5764
2020-01-28,-0.8673
2020-01-29,-3.5512
2020-01-30,0.8538
2020-01-31,-7.037
2020-02-03,0.5122
2020-02-04,8.8335
2020-02-05,4.4225
2020-02-06,1.1958
2020-02-07,-4.3821
2020-02-10,-0.309
2020-02-11,3.719
2020-02-12,4.2331
2020-02-13,-1.4811
2020-02-14,-5.4801
2020-02-18,-4.823
2020-02-19,7.7628
2020-02-20,-0.8004
2020-02-21,-9.8084
2020-02-24,-5.3956
2020-02-25,-3.7824999999999998
2020-02-26,-2.0885
2020-02-27,-4.4542
2020-02-28,8.4045
2020-03-02,-0.7268
2020-03-03,-6.4063
2020-03-04,5.6063
2020-03-05,-4.0123
2020-03-06,-4.2444
2020-03-09,-9.6709
2020-03-10,-1.487
2020-03-11,-7.7736
2020-03-12,-13.5843
2020-03-13,17.803
2020-03-16,-6.5916
2020-03-17,13.7694
2020-03-18,-12.4811
2020-03-19,1.2965
2020-03-20,-14.3345
2020-03-23,-5.4781
2020-03-24,11.6965
2020-03-25,15.1887
2020-03-26,1.638
2020-03-27,-9.1056
2020-03-30,-3.8121
2020-03-31,-3.318
2020-04-01,-6.0057
2020-04-02,-3.144
2020-04-03,-1.6754
2020-04-06,10.9691
2020-04-07,16.1228
2020-04-08,7.5207
2020-04-09,6.3028
2020-04-13,-4.1215
2020-04-14,3.3937
2020-04-15,-1.3858
2020-04-16,-2.4408
2020-04-17,8.1122
2020-04-20,-5.1192
2020-04-21,-1.0347
2020-04-22,4.0329
2020-04-23,0.0
2020-04-24,2.6561
2020-04-27,3.9161
2020-04-28,5.6528
2020-04-29,8.3439
2020-04-30,-7.3486
2020-05-01,-6.1548
2020-05-04,2.5693
2020-05-05,10.4812
2020-05-06,6.7422
2020-05-07,13.3035
2020-05-08,4.9334
2020-05-11,6.3469999999999995
2020-05-12,-0.7958
2020-05-13,-0.4011
2020-05-14,-0.9396
2020-05-15,-3.4327
2020-05-18,2.2451
2020-05-19,2.2415
2020-05-20,1.5213
2020-05-21,-0.9255
2020-05-22,0.8452
2020-05-26,-6.4843
2020-05-27,-1.1792
2020-05-28,2.6253
2020-05-29,0.2791
2020-06-01,1.1596
2020-06-02,0.1834
2020-06-03,4.119
2020-06-04,5.4505
2020-06-05,1.709
2020-06-08,2.0492
2020-06-09,0.9237
2020-06-10,-7.0832
2020-06-11,-11.2206
2020-06-12,8.8278
2020-06-15,1.9504000000000001
2020-06-16,-2.6087
2020-06-17,4.1964
2020-06-18,-0.6855
2020-06-19,-3.4944
2020-06-22,1.9222000000000001
2020-06-23,0.6579
2020-06-24,-2.7887
2020-06-25,1.0758
2020-06-26,-6.2528
2020-06-29,-3.0747
2020-06-30,8.6384
2020-07-01,-2.2462
2020-07-02,3.5846
2020-07-06,2.5288
2020-07-07,-2.9857
2020-07-08,-1.2489
2020-07-09,4.2005
2020-07-10,-1.6472
2020-07-13,-0.1763
2020-07-14,-0.4857
2020-07-15,1.9965000000000002
2020-07-16,-6.4811
2020-07-17,4.6047
2020-07-20,4.402
2020-07-21,-2.2998
2020-07-22,0.3051
2020-07-23,-0.9126
2020-07-24,-3.4649
2020-07-27,2.3171
2020-07-28,-2.3091
2020-07-29,2.5455
2020-07-30,0.6649
2020-07-31,2.0255
