ticker,GBIM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-02,10.5
2014-07-03,7.2398
2014-07-07,-2.8692
2014-07-08,11.9896
2014-07-09,7.0597
2014-07-10,1.4493
2014-07-11,5.6429
2014-07-14,-5.7471
2014-07-15,-8.3214
2014-07-16,2.2692
2014-07-17,-2.9074
2014-07-18,-2.6005000000000003
2014-07-21,-1.4159
2014-07-22,-0.5334
2014-07-23,-6.5182
2014-07-24,-4.2365
2014-07-25,-2.0276
2014-07-28,-9.6896
2014-07-29,1.875
2014-07-30,-2.863
2014-07-31,-2.4211
2014-08-01,-9.3851
2014-08-04,1.4285999999999999
2014-08-05,7.9812
2014-08-06,4.5652
2014-08-07,0.4158
2014-08-08,3.9337
2014-08-11,-1.8912
2014-08-12,-1.0165
2014-08-13,-5.4872
2014-08-14,-3.7493
2014-08-15,-5.1807
2014-08-18,5.113
2014-08-19,5.3167
2014-08-20,0.431
2014-08-21,-0.2152
2014-08-22,0.8789
2014-08-25,0.7862
2014-08-26,0.2741
2014-08-27,2.2393
2014-08-28,3.856
2014-08-29,5.1485
2014-09-02,2.5423999999999998
2014-09-03,0.4591
2014-09-04,-3.5648999999999997
2014-09-05,-5.4976
2014-09-08,5.7172
2014-09-09,-4.4592
2014-09-10,6.852
2014-09-11,-2.5093
2014-09-12,0.1907
2014-09-15,-7.6118
2014-09-16,0.206
2014-09-17,-4.7276
2014-09-18,-2.2654
2014-09-19,-3.6424
2014-09-22,-4.3528
2014-09-23,0.2395
2014-09-24,-0.9558
2014-09-25,1.2063
2014-09-26,-2.0262000000000002
2014-09-29,-10.8273
2014-09-30,-5.7299
2014-10-01,14.1823
2014-10-02,35.9949
2014-10-03,-9.972
2014-10-06,-4.7619
2014-10-07,-5.3295
2014-10-08,-6.0816
2014-10-09,2.6895
2014-10-10,1.311
2014-10-13,0.4686
2014-10-14,-11.6959
2014-10-15,3.8411
2014-10-16,-3.0612
2014-10-17,-19.4737
2014-10-20,-13.0719
2014-10-21,1.5038
2014-10-22,-13.5185
2014-10-23,11.1349
2014-10-24,-1.5413999999999999
2014-10-27,2.1526
2014-10-28,2.1073
2014-10-29,-6.9418
2014-10-30,1.8145
2014-10-31,11.4851
2014-11-03,29.6625
2014-11-04,-6.8493
2014-11-05,8.0882
2014-11-06,-5.9864
2014-11-07,-7.9595
2014-11-10,-0.3145
2014-11-11,2.5237
2014-11-12,-0.7692
2014-11-13,0.6202
2014-11-14,-2.9276
2014-11-17,2.6984
