ticker,ARAV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-21,49.381
2014-03-24,-5.5148
2014-03-25,4.9933
2014-03-26,-0.8033
2014-03-27,-2.7859
2014-03-28,-0.2333
2014-03-31,0.3674
2014-04-01,-0.2995
2014-04-02,0.2336
2014-04-03,-4.8618
2014-04-04,-4.2352
2014-04-07,2.193
2014-04-08,-0.7868
2014-04-09,0.9373
2014-04-10,-3.1429
2014-04-11,-4.0929
2014-04-14,-5.5748
2014-04-15,5.8632
2014-04-16,2.6538
2014-04-17,-4.9831
2014-04-21,5.2839
2014-04-22,6.1049
2014-04-23,4.8712
2014-04-24,0.6059
2014-04-25,0.2007
2014-04-28,-0.7679
2014-04-29,0.4374
2014-04-30,2.2446
2014-05-01,0.3604
2014-05-02,-3.8851
2014-05-05,-2.3438
2014-05-06,-3.1304
2014-05-07,4.3447
2014-05-08,-1.8582
2014-05-09,-1.7532
2014-05-12,-0.8208
2014-05-13,-1.8352
2014-05-14,4.4355
2014-05-15,-3.9663
2014-05-16,0.6213
2014-05-19,-0.4722
2014-05-20,1.4599
2014-05-21,-6.4388
2014-05-22,7.574
2014-05-23,-1.0365
2014-05-27,0.5417
2014-05-28,-1.9756
2014-05-29,3.2613
2014-05-30,6.0681
2014-06-02,0.9702
2014-06-03,-0.1325
2014-06-04,-0.6636
2014-06-05,-0.4342
2014-06-06,0.3019
2014-06-09,7.8595
2014-06-10,3.6898999999999997
2014-06-11,-4.4258
2014-06-12,-0.2503
2014-06-13,6.6499
2014-06-16,-7.3824
2014-06-17,-4.7317
2014-06-18,-5.8333
2014-06-19,2.1239
2014-06-20,3.1196
2014-06-23,-2.958
2014-06-24,-2.3554
2014-06-25,-0.8159
2014-06-26,0.0358
2014-06-27,2.1094
2014-06-30,-1.8207
2014-07-01,2.2824999999999998
2014-07-02,1.1506
2014-07-03,-0.9652
2014-07-07,-3.2718
2014-07-08,0.5757
2014-07-09,-0.1431
2014-07-10,-3.0455
2014-07-11,1.1826
2014-07-14,2.9218
2014-07-15,-6.2101
2014-07-16,0.5297
2014-07-17,-8.8069
2014-07-18,-3.7557
2014-07-21,-4.4597
2014-07-22,6.7774
2014-07-23,-1.4292
2014-07-24,-6.0554
2014-07-25,-0.0454
2014-07-28,-0.3633
2014-07-29,-3.1449
2014-07-30,1.1294
2014-07-31,-5.0721
2014-08-01,3.0392
2014-08-04,2.0457
2014-08-05,-3.9627
2014-08-06,-0.8738
2014-08-07,-1.763
2014-08-08,1.8942999999999999
