ticker,NTPY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-11,-57.1429
2019-12-19,-83.2667
2019-12-20,55.3785
2019-12-26,-48.7179
2019-12-31,0.0
2020-01-06,-50.0
2020-01-07,0.0
2020-01-08,-10.0
2020-01-09,11.1111
2020-01-10,-25.0
2020-01-13,0.0
2020-01-14,1.3333
2020-01-22,0.0
2020-01-23,5.2632
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,131.875
2020-01-29,-51.4825
2020-01-30,9.4444
2020-01-31,48.2234
2020-02-04,-38.2877
2020-02-07,0.0
2020-02-11,10.9878
2020-02-12,-10.0
2020-02-19,0.0
2020-02-20,-11.1111
2020-02-28,-12.375
2020-03-03,-0.1427
2020-03-06,21.4286
2020-03-13,-17.647100000000002
2020-03-16,0.0
2020-03-18,-14.2857
2020-03-19,0.0
2020-03-20,0.0
2020-03-31,0.0
2020-04-20,0.0
2020-04-30,30.0
2020-05-13,0.0
2020-05-20,-10.2564
2020-06-15,-14.2857
2020-06-29,19.5
2020-07-02,39.47
2020-07-06,-20.0
2020-07-27,0.0
2020-07-31,18.75
