ticker,PBKX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-28,-61.4286
2014-08-22,9.2593
2014-09-04,1.6949
2014-09-05,0.0
2014-11-26,8.3333
2014-12-03,0.0
2015-01-06,0.0
2015-12-17,-6.1538
2015-12-18,9.8361
2016-05-02,7.4627
2016-06-09,11.1111
2016-06-27,25.0
2016-06-30,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-08-10,0.0
2016-09-12,3.0
2016-09-13,-1.9417
2016-09-16,3.9604
2016-09-23,0.0
2016-09-28,-4.7619
2016-09-29,5.0
2016-09-30,4.7619
2016-11-28,0.0
2016-11-29,1.8182
2016-12-01,0.0
2016-12-21,0.8929
2016-12-29,0.0
2017-01-24,6.1947
2017-02-10,-4.1667
2017-02-13,4.3478
2017-02-14,0.0
2017-02-15,-2.5
2017-02-28,0.0
2017-03-01,9.4017
2017-03-14,10.1562
2017-03-29,-0.7092
2017-04-06,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-06-12,5.0
2017-06-16,-1.3605
2017-06-22,3.4483
2017-06-30,-2.6667
2017-07-14,2.7397
2017-08-01,6.6667
2017-08-03,0.0
2017-08-25,0.0
2017-09-05,0.625
2017-09-19,-4.2236
2017-09-20,3.7613
2017-09-26,0.0
2017-10-02,0.125
2017-10-06,6.1174
2017-10-16,0.0
2017-10-18,0.0
2017-10-30,0.0
2018-01-03,1.1764999999999999
2018-01-23,0.1163
2018-01-26,1.0453
2018-02-09,-0.6897
2018-03-22,1.8519
2018-04-09,-1.7045
2018-05-03,0.578
2018-05-04,1.1494
2018-05-08,1.1364
2018-05-11,0.0
2018-05-16,2.2472
2018-05-22,-0.5495
2018-06-26,22.6519
2018-07-17,-9.009
2018-07-26,-8.4158
2018-07-31,0.0
2018-08-20,2.7027
2018-08-27,-2.0842
2018-08-31,-0.0215
2018-09-06,0.0
2018-09-26,0.0
2018-09-27,0.5376
2018-09-28,0.2139
2018-10-01,0.0
2018-10-02,0.0
2018-10-11,0.0
2018-10-12,-1.2807
2018-10-15,1.0811
2018-10-25,-0.5348
2018-10-29,-1.6129
2018-11-26,0.0
2018-11-27,0.5464
2018-12-04,1.0326
2018-12-06,-3.2813
2018-12-11,-3.2258
2018-12-27,-5.6322
2018-12-28,-2.5579
2019-01-08,0.0
2019-01-23,0.0
2019-02-01,0.0
2019-02-04,0.75
2019-02-19,2.3573
2019-02-22,-0.6061
2019-03-19,-0.6098
2019-03-21,1.227
2019-04-04,-0.9697
2019-04-10,0.3672
2019-06-05,-2.439
2019-06-06,0.125
2019-06-11,1.1236
2019-06-18,0.0
2019-07-25,1.8519
2019-07-29,3.0303
2019-08-09,-2.2353
2019-08-14,0.0
2019-08-15,5.8965
2019-08-19,-5.0
2019-08-20,7.6555
2019-08-22,0.0
2019-08-28,0.0
2019-09-05,0.0
2019-09-06,2.7778
2019-09-09,2.7027
2019-09-11,-5.2632
2019-09-12,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-04,0.0
2019-10-07,0.0
2019-10-24,0.0
2019-11-07,0.0
2019-12-10,1.1111
2019-12-16,0.0
2019-12-26,0.2198
2020-01-03,1.4254
2020-01-09,-1.6216
2020-01-10,1.0989
2020-02-10,-0.9783
2020-02-20,1.5368
2020-02-21,5.4054
2020-02-24,2.5641
2020-02-25,0.0
2020-02-26,-2.5
2020-02-27,2.4615
2020-02-28,-5.9059
2020-03-03,-0.5319
2020-03-10,-2.4599
2020-03-13,-10.636
2020-03-17,0.0
2020-03-20,-1.7178
2020-03-30,0.0
2020-04-01,-4.8689
2020-04-24,8.2677
2020-04-27,3.0303
2020-04-30,17.647100000000002
2020-05-01,-5.0
2020-05-04,0.0
2020-05-08,5.2632
2020-05-11,-2.5
2020-05-12,0.5128
2020-05-13,0.0
2020-05-26,2.0408
2020-06-05,2.0
2020-06-11,-1.9607999999999999
2020-06-12,0.0
2020-06-15,-1.0
2020-07-06,1.0101
2020-07-10,-1.0
2020-07-15,0.0
2020-07-17,0.5051
2020-07-22,0.0
2020-07-23,0.0
2020-07-31,0.0
