ticker,GTT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-23,0.0
2005-05-31,-18.1818
2005-06-20,2.2222
2005-06-21,0.0
2005-06-22,0.0
2005-06-24,13.0435
2005-08-15,15.3846
2005-09-06,-6.6667
2005-09-20,-7.1429
2005-09-21,0.0
2005-09-28,-3.8462
2005-10-04,0.0
2005-10-13,-10.0
2005-10-14,0.0
2005-10-24,0.0
2005-11-01,6.6667
2005-11-30,4.1667
2006-02-03,18.0
2006-02-23,18.6441
2006-02-24,0.0
2006-03-13,10.0
2006-03-22,-22.0779
2006-03-23,-6.6667
2006-03-24,-10.7143
2006-03-28,20.0
2006-03-31,0.0
2006-04-04,-8.3333
2006-04-05,23.6364
2006-04-07,-2.9412000000000003
2006-04-12,-6.0606
2006-04-17,-4.8387
2006-04-26,1.6949
2006-04-27,0.0
2006-04-28,0.0
2006-05-08,10.0
2006-05-15,-13.6364
2006-05-16,21.0526
2006-05-24,-1.4493
2006-05-25,0.0
2006-05-26,-2.9412000000000003
2006-05-31,0.0
2006-06-01,-1.5152
2006-06-05,-1.5385
2006-06-06,0.0
2006-06-09,-21.875
2006-06-20,10.0
2006-06-21,5.4545
2006-06-22,-3.4483
2006-06-27,-3.5714
2006-06-30,16.6667
2006-07-10,-7.9365
2006-07-13,-17.2414
2006-07-14,6.25
2006-07-18,-3.9215999999999998
2006-08-08,-10.2041
2006-08-14,2.2727
2006-08-21,0.0
2006-08-22,6.2222
2006-08-23,4.6025
2006-08-24,-2.8
2006-08-25,-0.823
2006-08-28,-1.2448
2006-08-29,-0.8403
2006-09-01,-0.4237
2006-09-07,-8.5106
2006-09-08,0.0
2006-09-11,-6.9767
2006-09-15,-5.0
2006-09-18,-2.6316
2006-09-19,-8.1081
2006-09-20,-11.7647
2006-09-21,13.3333
2006-09-22,1.7647
2006-09-26,-1.7341
2006-09-29,0.0
2006-10-02,8.8235
2006-10-03,-2.7027
2006-10-05,12.2222
2006-10-10,-43.0693
2006-10-11,-23.4783
2006-10-12,-20.4545
2006-10-13,164.2857
2006-10-16,90.8108
2006-10-17,1.1331
2006-10-18,-0.8403
2006-10-19,5.3672
2006-10-20,2.4129
2006-10-23,3.4031000000000002
2006-10-24,2.2785
2006-10-25,1.4851
2006-10-26,0.0
2006-10-27,0.0
2006-10-30,-1.2195
2006-10-31,-1.2346
2006-11-01,-1.5
2006-11-02,-2.2843
2006-11-03,-3.8961
2006-11-06,0.0
2006-11-07,-4.0541
2006-11-08,0.0
