ticker,CMUV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-07,-4.7619
2008-05-12,0.0
2008-05-22,0.0
2008-06-02,0.0
2008-07-28,0.0
2008-08-27,-10.0
2009-01-12,-33.3333
2009-02-23,-16.6667
2009-04-07,0.0
2009-04-09,20.0
2009-05-14,0.0
2009-05-29,-16.6667
2009-07-28,45.0
2009-08-11,-27.5862
2009-08-19,4.7619
2009-08-24,-6.3636
2009-08-27,0.0
2009-08-28,0.0
2009-08-31,0.0
2009-09-03,0.0
2009-09-15,-0.9709
2009-09-16,0.0
2009-10-19,0.0
2009-10-29,-20.7843
2009-11-09,-0.9901
2009-12-03,-25.0
2009-12-30,1.6667
2009-12-31,96.7213
2010-02-01,-48.6667
2010-02-10,0.6494
2010-03-04,29.0323
2010-03-18,0.0
2010-04-09,25.0
2010-04-20,0.0
2010-04-21,-10.0
2010-04-27,0.0
2010-05-10,0.0
2010-05-27,0.0
2010-06-02,-16.6667
2010-06-08,-28.0
2010-06-15,0.0
2010-06-18,24.0741
2010-06-25,-2.9851
2010-06-28,0.0
2010-07-02,-0.3077
2010-07-09,23.4568
2010-07-26,-37.25
2010-07-27,1.5936
2010-07-30,0.0
2010-08-05,-1.5686
2010-08-12,39.4422
2010-08-18,-28.5714
2010-09-20,0.0
2010-09-22,0.0
2010-09-24,0.0
2010-10-13,10.0
2010-10-14,-0.3636
2010-10-18,-8.7591
2010-12-03,20.0
2010-12-31,33.3333
2011-02-10,0.0
2011-02-11,-12.5
2011-02-16,0.0
2011-03-11,0.0
2011-03-17,71.4286
2011-04-19,-16.6667
2011-04-27,20.0
2011-05-18,-15.8333
2011-05-20,0.0
2011-06-03,58.4158
2011-07-18,-37.5
2011-07-25,0.0
2011-11-10,0.0
2011-11-11,-10.0
2011-11-28,11.1111
2011-12-12,10.0
2011-12-30,0.0
2012-01-25,0.0
2012-01-31,0.0
2012-02-01,-9.0909
2012-02-23,0.0
2012-03-07,0.0
2012-03-30,10.0
2012-04-11,-27.2727
2012-04-13,23.75
2012-04-26,-18.9899
2012-05-10,12.2195
2012-05-14,0.0
2012-05-21,0.6667
2012-05-24,0.0
2012-05-25,-11.6998
2012-05-31,1.25
2012-06-07,5.9259
2012-06-12,-6.7599
2012-06-15,25.0
2012-06-29,0.0
2012-07-30,-20.0
2012-08-08,0.0
2012-08-30,0.0
2012-08-31,0.0
2012-09-20,0.0
2012-09-27,0.0
2012-10-10,0.0
2012-10-12,-10.0
2012-11-01,11.1111
