ticker,ESNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-18,-3.3333
2007-06-19,-0.8621
2007-06-20,-3.4783
2007-06-21,-0.9009
2007-06-22,0.0
2007-06-25,2.0
2007-06-26,-1.9607999999999999
2007-06-27,0.1818
2007-06-28,-1.0889
2007-06-29,-3.3028
2007-07-02,-1.3283
2007-07-03,0.3846
2007-07-05,1.5326
2007-07-06,-2.6414999999999997
2007-07-09,2.7132
2007-07-10,5.6604
2007-07-11,1.7856999999999998
2007-07-12,-0.8772
2007-07-13,0.885
2007-07-16,3.6842
2007-07-17,0.4907
2007-07-18,-0.6567
2007-07-19,-1.5253999999999999
2007-07-20,1.3769
2007-07-23,-1.528
2007-07-24,-2.5862
2007-07-25,0.708
2007-07-26,-3.3392
2007-07-27,3.6364
2007-07-30,-1.9298
2007-07-31,-3.5778
2007-08-01,-5.5659
2007-08-02,0.1965
2007-08-03,-3.7255000000000003
2007-08-06,0.8147
2007-08-07,1.8308
2007-08-08,-6.7576
2007-08-09,-4.2553
2007-08-10,-4.4444
2007-08-13,6.9767
2007-08-14,-2.6087
2007-08-15,-5.5804
2007-08-16,2.6005000000000003
2007-08-17,-3.9171
2007-08-20,0.2398
2007-08-21,-4.067
2007-08-22,-1.4963
2007-08-23,-0.7595
2007-08-24,-9.1837
2007-08-27,5.0562
2007-08-28,2.9412000000000003
2007-08-29,9.0909
2007-08-30,-0.2381
2007-08-31,-3.58
2007-09-04,-0.9901
2007-09-05,-18.25
2007-09-06,18.0428
2007-09-07,-1.5544
2007-09-10,-2.6316
2007-09-11,2.7027
2007-09-12,-3.6842
2007-09-13,4.0984
2007-09-14,2.3622
2007-09-17,-4.8718
2007-09-18,5.1213
2007-09-19,-2.5641
2007-09-20,-2.6316
2007-09-21,-6.0811
2007-09-24,6.4748
2007-09-25,-8.1081
2007-09-26,2.9412000000000003
2007-09-27,2.5714
2007-09-28,-2.507
2007-10-01,-4.2857
2007-10-02,4.4776
2007-10-03,2.5714
2007-10-04,-1.1142
2007-10-05,9.8592
2007-10-08,-6.4103
2007-10-09,-4.1096
2007-10-10,10.0
2007-10-11,10.3896
2007-10-12,-3.7647
2007-10-15,-2.2005
2007-10-16,-2.5
2007-10-17,0.0
2007-10-18,-3.8462
2007-10-19,1.3333
2007-10-22,-1.3191
2007-10-23,-2.6634
2007-10-24,-6.8493
2007-10-25,4.4118
2007-10-26,-1.4085
2007-10-29,-7.1429
2007-10-30,-4.3077
2007-10-31,2.8939
