ticker,PFHD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-07,-7.037
2017-06-08,3.5857
2017-06-12,0.0
2017-06-13,0.0
2017-06-15,2.3077
2017-06-20,1.5038
2017-07-25,0.0
2017-08-04,0.0
2017-08-17,1.8519
2017-09-06,0.3636
2017-09-13,0.7246
2017-11-03,1.0791
2017-11-06,7.1174
2017-11-24,1.3289
2017-11-30,-0.9836
2017-12-01,0.1987
2017-12-04,-0.1983
2017-12-20,0.6623
2017-12-22,0.7566
2017-12-28,1.2732999999999999
2018-01-12,0.6447
2018-01-16,1.5375
2018-01-22,1.2618
2018-01-25,0.3115
2018-01-30,2.5465999999999998
2018-02-07,0.0
2018-02-08,0.0
2018-02-21,0.0
2018-02-22,0.2423
2018-02-27,0.6042
2018-03-02,0.0
2018-03-19,0.6006
2018-03-29,4.7761
2018-04-02,-0.2849
2018-04-06,-2.8571
2018-04-18,0.2941
2018-05-09,0.2933
2018-05-25,0.2924
2018-05-29,0.8746
2018-05-31,1.1561
2018-06-01,-0.9714
2018-06-04,0.1154
2018-06-06,0.2882
2018-06-11,0.5747
2018-06-12,-0.5714
2018-06-19,2.0115
2018-06-25,1.4085
2018-08-01,0.2778
2018-08-08,0.0
2018-09-14,0.277
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,-0.4972
2018-09-21,-1.4436
2018-09-24,-0.2254
2018-09-26,-2.5918
2018-09-27,1.4434
2018-10-11,-1.4285999999999999
2018-10-22,0.5797
2018-10-24,-1.1527
2018-11-06,-3.7901
2018-12-06,0.0
2018-12-07,-1.5152
2018-12-10,-1.5385
2018-12-11,-3.0
2018-12-14,-2.8350999999999997
2018-12-18,0.7958
2019-01-04,0.9868
2019-01-09,0.0
2019-01-15,5.2117
2019-01-16,0.743
2019-01-18,1.4136
2019-01-31,1.9394
2019-02-01,1.0702
2019-02-05,0.2941
2019-02-12,0.1173
2019-02-15,0.2929
2019-02-19,-0.2862
2019-02-22,1.0486
2019-02-25,0.0
2019-03-01,0.4058
2019-03-05,0.1732
2019-03-08,0.0
2019-03-11,0.0576
2019-03-12,2.765
2019-03-13,-0.2242
2019-03-20,-1.0112
2019-03-21,0.0
2019-03-22,-1.4756
2019-03-25,-1.7856999999999998
2019-03-26,0.2933
2019-03-27,0.4094
2019-03-28,0.2912
2019-03-29,0.1742
2019-04-01,0.1159
2019-04-02,0.1737
2019-04-04,0.0
2019-04-05,1.1561
2019-04-08,0.0
2019-04-18,0.0
2019-05-01,0.6857
