ticker,MYSL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,0.0
2000-01-07,0.0
2000-01-26,81.8182
2000-01-27,-25.0
2000-01-28,0.0
2000-02-01,33.3333
2000-02-02,56.25
2000-02-03,2.4
2000-02-10,-53.125
2000-02-11,0.0
2000-02-17,0.0
2000-02-22,0.0
2000-03-03,300.0
2000-03-06,66.6667
2000-03-07,-30.0
2000-03-13,0.0
2000-03-14,57.1429
2000-03-23,-36.3636
2000-03-29,0.0
2000-03-30,0.0
2000-04-10,0.0
2000-04-12,-28.5714
2000-04-26,-37.5
2000-05-01,0.0
2000-05-31,-4.0
2000-06-09,0.0
2000-06-26,0.0
2000-06-27,0.0
2000-06-28,66.6667
2000-07-13,-40.0
2000-07-14,0.0
2000-07-17,0.0
2000-07-27,-33.3333
2000-08-07,0.0
2000-08-09,0.0
2000-08-18,0.0
2000-09-11,0.0
2000-10-03,0.0
2000-10-12,0.0
2000-10-17,-50.0
2000-10-20,200.0
2000-10-24,0.0
2000-10-25,-66.6667
2000-11-07,0.0
2000-11-24,0.0
2000-12-05,0.0
2000-12-08,0.0
2000-12-11,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-20,0.0
2000-12-22,0.0
2000-12-28,0.0
2001-01-09,0.0
2001-05-14,0.0
2001-09-19,0.0
2001-09-20,0.0
2001-09-25,170.0
2001-10-16,-62.963
2001-10-17,0.0
2001-11-15,0.0
2001-11-29,0.0
2001-12-07,0.0
2001-12-26,0.0
2002-01-15,0.0
2002-02-08,-50.0
2002-02-12,0.0
2002-02-13,0.0
2002-04-04,0.0
2002-04-11,0.0
2002-06-07,0.0
2002-08-19,0.0
2002-08-28,0.0
2002-09-19,0.0
2002-09-23,-97.5
2002-10-10,3900.0
2002-10-11,-60.0
2002-10-22,150.0
2002-10-30,-60.0
2002-11-08,0.0
2002-11-18,50.0
2002-11-21,-83.3333
2002-11-29,500.0
2002-12-19,-16.6667
2002-12-31,0.0
2003-01-23,0.0
2003-02-05,-95.0
2003-02-20,0.0
2003-03-18,0.0
2003-03-31,0.0
2003-04-01,0.0
2003-04-15,700.0
2003-10-02,-87.5
2004-11-05,0.0
2004-12-15,0.0
2004-12-22,0.0
2005-01-31,2300.0
2005-02-15,0.0
2005-03-07,0.0
2005-05-23,0.0
2005-05-27,0.0
2005-07-27,0.0
2005-09-22,0.0
2005-09-23,0.0
2005-11-21,-95.8333
2005-12-01,0.0
2005-12-21,0.0
2006-08-10,7900.0
2006-10-09,-98.75
