ticker,AKER US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-04,-42.623
2008-12-26,-42.8571
2008-12-31,0.0
2009-06-19,205.375
2009-09-15,47.3598
2009-11-30,-52.5972
2010-02-24,-15.6168
2010-06-25,-94.4444
2010-08-23,790.0
2010-08-25,-1.1236
2010-08-31,0.2131
2010-10-04,25.6556
2010-12-13,-90.9757
2011-02-03,540.0
2011-02-04,-6.7383
2011-02-09,-6.3874
2011-02-23,16.3311
2011-06-23,-53.8462
2011-06-27,33.3333
2011-07-21,25.0
2011-07-25,0.0
2011-07-26,20.0
2012-01-30,-83.3333
2012-07-25,-50.0
2013-06-10,100.0
2013-06-12,-50.0
2013-06-13,100.0
2013-09-20,325.0
2013-10-21,2.3529
2014-01-23,-18.8034
2014-01-24,-3.8113
2014-01-27,-2.0755
2014-01-28,0.0
2014-01-29,-1.9268
2014-01-30,1.9646
2014-01-31,-3.8536
2014-02-03,2.004
2014-02-04,1.1788
2014-02-05,-0.1942
2014-02-06,-5.642
2014-02-07,0.0348
2014-02-10,-0.0348
2014-02-11,-3.7113
2014-02-12,4.4968
2014-02-13,-4.5056
2014-02-14,3.2161
2014-02-18,-1.2474
2014-02-19,-2.7368
2014-02-20,5.1948
2014-02-21,-1.2346
2014-02-24,1.0417
2014-02-25,-2.0619
2014-02-26,-2.5263
2014-02-27,7.9914
2014-02-28,-0.6
2014-03-03,1.6097000000000001
2014-03-04,1.7822
2014-03-05,-0.9728
2014-03-06,0.5894
2014-03-07,0.5859
2014-03-10,-1.165
2014-03-11,-1.9646
2014-03-12,1.002
2014-03-13,-1.7856999999999998
2014-03-14,-2.8283
2014-03-17,-2.7027
2014-03-18,8.3333
2014-03-19,-2.3669000000000002
2014-03-20,5.0505
2014-03-21,-7.1154
2014-03-24,-2.6915
2014-03-25,3.1915
2014-03-26,-1.0309
2014-03-27,-1.8580999999999999
2014-03-28,-3.8382
2014-03-31,0.6623
2014-04-01,-14.0351
2014-04-02,3.8297
2014-04-03,-6.1454
2014-04-04,3.9267
2014-04-07,-3.0227
2014-04-08,-2.5974
2014-04-09,5.3333
2014-04-10,-5.0633
2014-04-11,1.6
2014-04-14,-1.0499
2014-04-15,-1.8568
2014-04-16,3.7838000000000003
2014-04-17,10.6771
2014-04-21,1.8824
2014-04-22,-4.157
2014-04-23,-0.9639
2014-04-24,-5.1095
2014-04-25,-3.3301
2014-04-28,0.7924
2014-04-29,-16.0526
2014-04-30,11.2853
2014-05-01,-1.4085
