ticker,ESEA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-08,-48.4945
2006-05-17,1.5385
2006-05-19,0.0
2006-05-23,0.0
2006-05-24,0.0
2006-05-25,4.5455
2006-05-26,0.0
2006-05-30,1.4493
2006-05-31,-1.1429
2006-06-02,1.4706000000000001
2006-06-09,-7.2464
2006-06-14,-5.9375
2006-06-15,-0.3322
2006-06-19,3.3333
2006-06-20,-3.2258
2006-06-21,0.0
2006-06-23,3.3333
2006-06-27,1.6129
2006-06-29,-1.5873
2006-07-25,-1.6129
2006-08-23,-1.6393
2006-08-24,0.0
2006-08-25,0.0
2006-08-29,0.0
2006-08-31,2.0
2006-09-05,1.6667
2006-09-06,-1.6393
2006-09-07,0.0
2006-09-08,0.0
2006-09-11,0.0
2006-09-13,1.6667
2006-09-14,-1.6393
2006-09-15,-1.6667
2006-09-18,0.0
2006-09-19,-3.3898
2006-09-22,0.0
2006-09-25,1.7544
2006-09-28,5.1724
2006-10-02,-6.5574
2006-10-04,-1.0526
2006-10-05,-1.0638
2006-10-06,6.5711
2006-10-13,0.1121
2006-10-24,0.7839
2006-10-26,0.0
2006-10-27,-0.4444
2006-10-30,-2.3438
2006-10-31,-2.8571
2006-11-01,-2.3529
2006-11-02,0.0
2006-11-03,8.4337
2006-11-06,-8.3333
2006-11-07,0.6061
2006-11-08,0.0
2006-11-09,0.0
2006-11-14,0.0
2006-11-15,0.6024
2006-11-16,0.5988
2006-11-17,-28.5714
2006-11-20,25.0
2006-11-21,5.3333
2006-11-22,0.0
2006-11-24,0.0
2006-11-27,-0.6329
2006-11-28,-3.1847
2006-11-29,-3.9474
2006-11-30,1.3699
2006-12-04,1.3514
2006-12-05,-2.6667
2006-12-07,3.6671
2006-12-11,-4.0816
2006-12-12,4.2553
2006-12-14,-4.7619
2006-12-15,-1.4285999999999999
2006-12-18,0.0
2006-12-19,-2.1739
2006-12-20,-0.7407
2006-12-21,8.209
2006-12-22,-2.7586
2006-12-26,0.0
2006-12-28,-0.7092
2006-12-29,0.0
2007-01-03,0.7143
2007-01-04,-0.7092
2007-01-05,0.2857
2007-01-08,-0.2849
2007-01-09,0.0
2007-01-10,0.0
2007-01-11,5.7143
2007-01-12,8.1081
2007-01-16,3.125
2007-01-18,1.2121
2007-01-19,0.0
2007-01-22,0.0
2007-01-23,-0.8383
2007-01-24,0.8454
2007-01-25,4.4311
2007-01-26,0.0
2007-01-29,5.8824
2007-01-30,-0.5556
2007-01-31,-2.7933
2007-02-01,1.1494
