ticker,KSIH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-30,-2.3256
2009-04-03,2.3810000000000002
2009-04-06,0.0
2009-04-09,-6.9767
2009-04-17,2.5
2009-04-20,4.3902
2009-04-21,0.4673
2009-04-22,0.0
2009-04-24,2.3256
2009-04-27,0.0
2009-04-28,-4.5455
2009-05-01,4.2857
2009-05-04,0.4566
2009-05-05,0.0
2009-05-06,-9.0909
2009-05-18,-15.0
2009-05-26,0.0
2009-05-29,-40.5882
2009-06-05,48.5149
2009-06-09,0.0
2009-06-15,26.6667
2009-06-16,-21.0526
2009-06-17,-13.3333
2009-07-07,53.8462
2009-08-06,-35.0
2009-09-04,-7.6923
2009-11-23,0.0
2010-03-03,-99.1667
2010-04-27,22400.0
2010-04-28,300.0
2010-04-29,-33.3333
2010-08-16,118.6197
2010-08-17,19.3548
2010-08-18,2.7027
2010-08-19,2.1053
2010-08-23,-2.0619
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,12.6316
2010-08-27,6.0748
2010-08-30,7.9295
2010-08-31,-0.4082
2010-09-01,-5.7377
2010-09-02,10.8696
2010-09-03,-3.1373
2010-09-07,0.8097
2010-09-08,0.4016
2010-09-09,2.0
2010-09-10,0.0
2010-09-13,-3.1373
2010-09-14,-4.8583
2010-09-15,-2.1277
2010-09-16,-2.1739
2010-09-17,13.3333
2010-09-20,-11.7647
2010-09-21,0.0
2010-09-22,13.3333
2010-09-23,-11.7647
2010-09-24,0.4444
2010-09-27,21.6814
2010-09-28,-1.8182
2010-09-29,1.8519
2010-09-30,-1.8182
2010-10-01,0.0
2010-10-04,-5.5556
2010-10-05,0.0
2010-10-07,4.7059
2010-10-08,4.1199
2010-10-11,-13.3094
2010-10-12,-1.2448
2010-10-14,-9.2437
2010-10-15,-0.9259
2010-10-18,7.0093
2010-10-20,4.3668
2010-10-22,0.0
2010-10-26,2.0921
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,2.0492
2010-11-01,-4.0161
2010-11-02,0.0
2010-11-04,-0.8368
2010-11-05,0.0
2010-11-08,0.0
2010-11-09,-4.2194
2010-11-10,4.4053
2010-11-11,-11.3924
2010-11-12,7.1429
2010-11-18,4.8889
2010-11-22,0.0
2010-11-24,0.0
2010-11-29,0.0
2010-12-07,-11.0169
2010-12-08,0.0
2010-12-09,0.0
2010-12-10,0.0
2010-12-13,0.0
2010-12-15,-0.9524
2011-01-04,-2.4038
2011-01-06,-6.4039
2011-01-07,24.7368
2011-01-10,-9.2827
