ticker,CANB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-05-02,100.0
2011-05-03,0.0
2011-05-05,0.0
2011-05-12,0.0
2011-05-16,-50.0
2011-05-19,200.0
2011-05-20,0.0
2011-05-23,-13.3333
2011-05-25,15.3846
2011-05-26,0.0
2011-05-31,33.3333
2011-06-01,0.0
2011-06-03,0.0
2011-06-06,0.0
2011-06-07,0.0
2011-06-08,-30.0
2011-06-14,42.8571
2011-06-15,-20.0
2011-06-17,25.0
2011-06-27,0.0
2011-06-28,10.0
2011-06-29,13.6364
2011-06-30,20.0
2011-07-01,16.6667
2011-07-05,0.0
2011-07-06,14.2857
2011-07-11,12.5
2011-07-12,11.1111
2011-07-13,0.0
2011-07-14,0.0
2011-07-15,-30.0
2011-07-18,0.0
2011-07-19,-11.4286
2011-07-20,-3.2258
2011-07-21,-20.0
2011-07-22,-33.3333
2011-07-25,0.0
2011-07-26,50.0
2011-07-27,-16.6667
2011-07-28,-20.0
2011-07-29,25.0
2011-08-01,20.0
2011-08-02,0.0
2011-08-03,0.0
2011-08-05,-16.6667
2011-08-08,-17.5
2011-08-09,33.3333
2011-08-10,0.0
2011-08-11,-27.2727
2011-08-12,-12.5
2011-08-15,50.0
2011-08-17,-2.3810000000000002
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,-36.5854
2011-08-23,-15.3846
2011-08-24,0.0
2011-08-25,-9.0909
2011-08-26,70.0
2011-08-29,-11.7647
2011-08-30,-33.3333
2011-08-31,50.0
2011-09-01,-66.6667
2011-09-02,20.0
2011-09-06,-11.6667
2011-09-07,88.6792
2011-09-09,-38.5
2011-09-12,13.8211
2011-09-13,-14.2857
2011-09-14,50.0
2011-09-15,-30.0
2011-09-16,-12.6984
2011-09-20,9.0909
2011-09-21,0.0
2011-09-22,0.0
2011-09-23,50.0
2011-09-26,72.2222
2011-09-27,-25.8065
2011-09-28,4.3478
2011-09-29,4.1667
2011-09-30,-26.8
2011-10-03,-34.4262
2011-10-04,66.6667
2011-10-05,-42.0
2011-10-06,12.069
2011-10-07,-7.6923
2011-10-10,-6.6667
2011-10-11,41.9643
2011-10-12,0.0
2011-10-13,-5.6604
2011-10-14,-26.0
2011-10-17,0.0
2011-10-18,0.9009
2011-10-19,1.7856999999999998
2011-10-20,5.2632
2011-10-21,-3.3333
2011-10-24,-13.7931
2011-10-25,0.0
2011-10-26,12.0
2011-10-27,-1.7856999999999998
2011-10-28,0.0
2011-11-01,-27.2727
2011-11-02,-12.5
