ticker,AGRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-05-23,-7.6667
2014-05-27,0.1805
2014-05-28,4.5045
2014-05-29,2.4138
2014-05-30,-1.5152
2014-06-02,2.0513
2014-06-03,7.2027
2014-06-04,-2.3438
2014-06-05,-7.04
2014-06-06,1.3769
2014-06-09,2.0374
2014-06-10,4.8253
2014-06-11,2.8571
2014-06-12,6.4815
2014-06-13,0.2899
2014-06-16,-2.0231
2014-06-17,8.9971
2014-06-18,5.6834
2014-06-19,1.0243
2014-06-20,-3.0418
2014-06-23,35.0327
2014-06-24,3.0978
2014-06-25,-2.3474
2014-06-26,-7.5
2014-06-27,-3.8462
2014-06-30,-5.7297
2014-07-01,1.9495
2014-07-02,-1.1249
2014-07-03,1.5927
2014-07-07,-4.3673
2014-07-08,0.2342
2014-07-09,-4.0888
2014-07-10,-2.4361
2014-07-11,0.0
2014-07-14,-4.8689
2014-07-15,-8.0036
2014-07-16,-0.1444
2014-07-17,-0.0714
2014-07-18,3.5025
2014-07-21,-1.2431
2014-07-22,-0.5594
2014-07-23,-1.1252
2014-07-24,-4.5519
2014-07-25,0.7452
2014-07-28,-2.6627
2014-07-29,-7.1429
2014-07-30,-0.491
2014-07-31,2.7961
2014-08-01,-4.0
2014-08-04,-1.5
2014-08-05,1.692
2014-08-06,0.9983
2014-08-07,11.3674
2014-08-08,-4.5858
2014-08-11,1.8605
2014-08-12,-3.5008
2014-08-13,-0.7886
2014-08-14,-1.1129
2014-08-15,18.328
2014-08-18,-1.6303999999999998
2014-08-19,2.4862
2014-08-20,4.717
2014-08-21,-2.3166
2014-08-22,0.6588
2014-08-25,0.7853
2014-08-26,-2.8571
2014-08-27,0.4078
2014-08-28,2.5231
2014-08-29,9.6104
2014-09-02,11.1374
2014-09-03,6.0768
2014-09-04,-4.6231
2014-09-05,-1.0537
2014-09-08,6.1768
2014-09-09,0.3009
2014-09-10,-0.2
2014-09-11,-0.4008
2014-09-12,-4.0241
2014-09-15,-8.805
2014-09-16,-1.8391
2014-09-17,-3.9813
2014-09-18,6.7073
2014-09-19,-4.0
2014-09-22,-7.7381
2014-09-23,-1.0323
2014-09-24,0.5215
2014-09-25,3.5019
2014-09-26,0.8772
2014-09-29,-5.0932
2014-09-30,-4.4503
2014-10-01,-12.6027
2014-10-02,-0.627
2014-10-03,-0.1577
2014-10-06,1.1058
2014-10-07,-3.9063
2014-10-08,-2.439
2014-10-09,-0.3333
2014-10-10,0.6689
2014-10-13,2.6578
