ticker,CHX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-30,0.0
2018-05-01,-1.3158
2018-05-02,-1.3333
2018-05-03,-6.0811
2018-05-04,-0.7194
2018-05-07,3.6231999999999998
2018-05-08,1.1189
2018-05-09,13.1674
2018-05-10,-5.5732
2018-05-11,-1.5013999999999998
2018-05-14,2.9961
2018-05-15,2.0669
2018-05-16,5.25
2018-05-17,4.2755
2018-05-18,2.2551
2018-05-21,-0.8465
2018-05-22,0.4493
2018-05-23,-0.3579
2018-05-24,2.1998
2018-05-25,-3.3824
2018-05-29,-0.2955
2018-05-30,-0.1824
2018-05-31,-1.3476
2018-06-01,-4.4918
2018-06-04,-0.7758
2018-06-05,-2.4920999999999998
2018-06-06,2.9567
2018-06-07,2.8231
2018-06-08,-1.7515
2018-06-11,1.3732
2018-06-12,-2.8042
2018-06-13,-2.5183
2018-06-14,-4.314
2018-06-15,-1.5727
2018-06-18,1.0386
2018-06-19,-0.4217
2018-06-20,0.847
2018-06-21,-3.0709
2018-06-22,4.7658000000000005
2018-06-25,-2.2745
2018-06-26,1.4546000000000001
2018-06-27,2.7633
2018-06-28,1.2938
2018-06-29,4.558
2018-07-02,-1.2455
2018-07-03,-2.3284000000000002
2018-07-05,-3.7744999999999997
2018-07-06,2.0129
2018-07-09,2.2768
2018-07-10,1.1625
2018-07-11,-1.8093
2018-07-12,0.7719
2018-07-13,0.1977
2018-07-16,-6.3872
2018-07-17,2.6344
2018-07-18,-1.155
2018-07-19,-1.2984
2018-07-20,-1.2102
2018-07-23,-4.6338
2018-07-24,0.363
2018-07-25,-0.1113
2018-07-26,9.0251
2018-07-27,-0.6387
2018-07-30,3.677
2018-07-31,1.6865
2018-08-01,-2.3171
2018-08-02,1.2984
2018-08-03,-0.2465
2018-08-06,2.0262000000000002
2018-08-07,2.8094
2018-08-08,0.2827
2018-08-09,-0.5403
2018-08-10,2.102
2018-08-13,-1.6886
2018-08-14,3.0588
2018-08-15,-5.0
2018-08-16,4.2057
2018-08-17,-0.4843
2018-08-20,0.2549
2018-08-21,1.1327
2018-08-22,0.3429
2018-08-23,-1.0251
2018-08-24,1.0587
2018-08-27,-0.1139
2018-08-28,0.7296
2018-08-29,2.4672
2018-08-30,-1.7450999999999999
2018-08-31,1.6637
2018-09-04,-0.4202
2018-09-05,-0.9993
2018-09-06,-3.7236000000000002
2018-09-07,1.5377
2018-09-10,-1.262
2018-09-11,1.9289
2018-09-12,-2.1204
2018-09-13,-1.6073
