ticker,CHX US Equity
2018-09-14,0.6392
2018-09-17,1.8584
2018-09-18,1.1085
2018-09-19,0.1599
2018-09-20,2.5542
2018-09-21,-1.0896
2018-09-24,-0.4047
2018-09-25,1.1061
2018-09-26,-1.5405
2018-09-27,-0.1587
2018-09-28,-1.0675
2018-10-01,0.4591
2018-10-02,-1.7139
2018-10-03,4.2083
2018-10-04,-0.4909
2018-10-05,1.278
2018-10-08,0.1771
2018-10-09,0.3757
2018-10-10,-3.7208
2018-10-11,-1.9895
2018-10-12,-0.9566
2018-10-15,1.8138999999999998
2018-10-16,1.5733000000000001
2018-10-17,-2.5285
2018-10-18,-3.9729
2018-10-19,-0.9735
2018-10-22,-0.7864
2018-10-23,-4.2358
2018-10-24,-3.9834
2018-10-25,3.6369
2018-10-26,1.6376
2018-10-29,-3.2737
2018-10-30,4.0455
2018-10-31,-0.9149
2018-11-01,3.3085
2018-11-02,3.0288
2018-11-05,-2.2651
2018-11-06,-0.4684
2018-11-07,0.3716
2018-11-08,-3.9487
2018-11-09,-2.2867
2018-11-12,-0.7889
2018-11-13,-4.0816
2018-11-14,0.0
2018-11-15,1.1882
2018-11-16,2.2938
2018-11-19,1.1746
2018-11-20,-4.9077
2018-11-21,1.9978
2018-11-23,-5.0326
2018-11-26,-1.9765000000000001
2018-11-27,-0.4676
2018-11-28,2.4074999999999998
2018-11-29,0.5161
2018-11-30,-2.2248
2018-12-03,1.3418999999999999
2018-12-04,-4.692
2018-12-06,-2.7786
2018-12-07,0.3728
2018-12-10,-5.9424
2018-12-11,0.9214
2018-12-12,2.9019
2018-12-13,0.0951
2018-12-14,-0.7914
2018-12-17,-5.2967
2018-12-18,3.1671
2018-12-19,-3.7557
2018-12-20,-0.9841
2018-12-21,-5.7916
2018-12-24,-3.2012
2018-12-26,5.0733
2018-12-27,-1.2876
2018-12-28,-0.8696
2018-12-31,-1.0234
2019-01-02,3.1758
2019-01-03,1.1095
2019-01-04,9.9115
2019-01-07,3.0274
2019-01-08,2.2507
2019-01-09,-1.712
2019-01-10,-1.6174
2019-01-11,-0.8536
2019-01-14,0.4464
2019-01-15,-0.0952
2019-01-16,2.0655
2019-01-17,1.8679999999999999
2019-01-18,3.8509
2019-01-22,-1.0594
2019-01-23,-1.3087
2019-01-24,2.3810000000000002
2019-01-25,0.4121
2019-01-28,-0.3518
2019-01-29,-1.0297
2019-01-30,2.497
2019-01-31,-2.4942
2019-02-01,3.0637
2019-02-04,-0.7215
2019-02-05,0.0581
2019-02-06,1.5979
2019-02-07,-2.6593999999999998
2019-02-08,-0.4407
2019-02-11,1.7704
2019-02-12,5.0159
2019-02-13,-2.0155
2019-02-14,1.3243
2019-02-15,2.3081
2019-02-19,6.6322
2019-02-20,2.5236
2019-02-21,0.0
2019-02-22,0.6216
2019-02-25,2.9899
2019-02-26,0.2159
2019-02-27,1.1492
2019-02-28,-0.6391
2019-03-01,0.0
2019-03-04,-1.1196
2019-03-05,-1.2286
2019-03-06,-2.3415
2019-03-07,-1.2238
2019-03-08,-0.4804
2019-03-11,1.2195
2019-03-12,0.0753
2019-03-13,3.1101
2019-03-14,-0.3405
2019-03-15,2.3188
2019-03-18,0.334
2019-03-19,-0.737
2019-03-20,1.8443
2019-03-21,0.6585
2019-03-22,-7.1028
2019-03-25,2.163
2019-03-26,2.388
2019-03-27,0.7454
2019-03-28,-1.0263
2019-03-29,-0.9887
2019-04-01,1.4613
2019-04-02,-1.5122
2019-04-03,-3.1684
2019-04-04,1.032
2019-04-05,4.1355
2019-04-08,-2.7751
2019-04-09,-0.3937
2019-04-10,3.9032
2019-04-11,-2.1398
2019-04-12,0.6317
2019-04-15,-1.521
2019-04-16,2.3535
2019-04-17,-2.1078
2019-04-18,0.3181
2019-04-22,4.4634
2019-04-23,0.3969
2019-04-24,-2.9302
2019-04-25,-2.9468
2019-04-26,-1.3083
2019-04-29,1.3007
2019-04-30,-2.0
2019-05-01,-2.0156
2019-05-02,0.6943
2019-05-03,3.2686
2019-05-06,-0.3709
2019-05-07,-4.0457
2019-05-08,-0.3621
2019-05-09,-0.6231
2019-05-10,-1.0711
2019-05-13,-2.5878
2019-05-14,0.1898
2019-05-15,1.2446
2019-05-16,-2.2181
2019-05-17,-5.9033
2019-05-20,0.3776
2019-05-21,-1.2442
2019-05-22,-3.1937
2019-05-23,-2.1792
2019-05-24,-4.4864
2019-05-28,2.9478
2019-05-29,-0.0315
2019-05-30,0.6925
2019-05-31,-3.0635
2019-06-03,1.6124
2019-06-04,1.9676
2019-06-05,-0.4046
2019-06-06,1.375
2019-06-07,1.0481
2019-06-10,-1.7084000000000001
2019-06-11,-0.4655
2019-06-12,-4.5837
2019-06-13,4.7386
2019-06-14,-3.1201
2019-06-17,0.5797
2019-06-18,1.8572
2019-06-19,-1.0688
2019-06-20,1.2075
2019-06-21,1.0675
2019-06-24,-2.9823
2019-06-25,0.6404
2019-06-26,2.6726
2019-06-27,1.5804
2019-06-28,2.3185000000000002
2019-07-01,0.8348
2019-07-02,-6.2685
2019-07-03,0.4732
2019-07-05,0.3768
2019-07-08,0.1564
2019-07-09,-0.1562
2019-07-10,-0.1564
2019-07-11,-1.5977000000000001
2019-07-12,1.2098
2019-07-15,-2.9254
2019-07-16,0.9397
2019-07-17,-2.8891999999999998
2019-07-18,-1.124
2019-07-19,1.2705
2019-07-22,4.3909
2019-07-23,0.0316
2019-07-24,-0.6323
2019-07-25,-3.3089
2019-07-26,4.8370999999999995
2019-07-29,-1.6635
2019-07-30,4.1813
2019-07-31,-0.337
2019-08-01,-3.3815
2019-08-02,-2.1635
2019-08-05,-3.8049
2019-08-06,-0.7437
2019-08-07,0.4768
2019-08-08,-0.339
2019-08-09,-3.4013999999999998
2019-08-12,0.6338
2019-08-13,-0.1749
2019-08-14,-7.8514
2019-08-15,-0.6847
2019-08-16,-0.0766
2019-08-19,5.4427
2019-08-20,-1.1996
2019-08-21,-0.8094
2019-08-22,-2.0772
2019-08-23,-6.1742
2019-08-26,-0.6056
2019-08-27,-1.9903
2019-08-28,4.4343
2019-08-29,3.5714
2019-08-30,-0.4598
2019-09-03,0.5004
2019-09-04,2.0682
2019-09-05,5.591
2019-09-06,0.3909
2019-09-09,3.3628
2019-09-10,0.3425
2019-09-11,-1.1263
2019-09-12,-0.5523
2019-09-13,-0.1736
2019-09-16,11.9958
2019-09-17,-5.2158
2019-09-18,-2.3911
2019-09-19,-1.6779
2019-09-20,0.6485
2019-09-23,0.373
2019-09-24,-6.1486
2019-09-25,0.9719
2019-09-26,-4.6346
2019-09-27,0.8972
2019-09-30,0.2223
2019-10-01,-4.0665
2019-10-02,-2.659
2019-10-03,1.346
2019-10-04,-0.8594
2019-10-07,-2.8369
2019-10-08,-2.5547
2019-10-09,0.1665
2019-10-10,0.7478
2019-10-11,5.1959
2019-10-14,-0.3528
2019-10-15,0.3934
2019-10-16,-0.6661
2019-10-17,0.9073
2019-10-18,-1.1728
2019-10-21,1.4636
2019-10-22,-1.4035
2019-10-23,1.9375
2019-10-24,0.3491
2019-10-25,2.2033
2019-10-28,-0.1513
2019-10-29,2.3864
2019-10-30,-6.0673
2019-10-31,-0.8665
2019-11-01,4.6087
2019-11-04,3.2283
2019-11-05,0.3311
2019-11-06,-2.1269
2019-11-07,1.2739
2019-11-08,0.9249
2019-11-11,-0.6232
2019-11-12,-0.8853
2019-11-13,-1.4886
2019-11-14,-3.4001
2019-11-15,0.1955
2019-11-18,-1.3271
2019-11-19,0.2373
2019-11-20,0.2368
2019-11-21,3.3858
2019-11-22,-0.3427
2019-11-25,2.8277
2019-11-26,-1.5236
2019-11-27,-0.3019
2019-11-29,-3.3308
2019-12-02,1.6444999999999999
2019-12-03,-1.2711999999999999
2019-12-04,3.1213
2019-12-05,-1.6648
2019-12-06,5.1558
2019-12-09,-2.7076000000000002
2019-12-10,4.2497
2019-12-11,0.9019
2019-12-12,4.0758
2019-12-13,-0.6527
2019-12-16,1.0719
2019-12-17,2.429
2019-12-18,2.4382
2019-12-19,5.9667
2019-12-20,0.9231
2019-12-23,2.7439
2019-12-24,0.6825
2019-12-26,0.0589
2019-12-27,0.5891
2019-12-30,-0.1757
2019-12-31,-0.9094
2020-01-02,-0.3256
2020-01-03,-0.2376
2020-01-06,0.2679
2020-01-07,-1.2469999999999999
2020-01-08,-3.0968
2020-01-09,0.1241
2020-01-10,-0.7437
2020-01-13,-1.5923
2020-01-14,1.1421000000000001
2020-01-15,-2.1644
2020-01-16,-0.0641
2020-01-17,-0.4812
2020-01-21,-2.9981
2020-01-22,-2.0937
2020-01-23,-1.2899
2020-01-24,-0.9972
2020-01-27,-4.7239
2020-01-28,0.7291
2020-01-29,-4.0536
2020-01-30,0.3772
2020-01-31,-2.8185000000000002
2020-02-03,-0.1933
2020-02-04,1.1236
2020-02-05,4.2912
2020-02-06,-1.0287
2020-02-07,-1.1878
2020-02-10,-0.2254
2020-02-11,0.6401
2020-02-12,-0.5612
2020-02-13,-4.3642
2020-02-14,-0.236
2020-02-18,2.2082
2020-02-19,-2.4306
2020-02-20,1.8980000000000001
2020-02-21,-3.8805
2020-02-24,-6.7824
2020-02-25,-5.327
2020-02-26,-5.398
2020-02-27,-10.5899
2020-02-28,0.5949
2020-03-02,5.8602
2020-03-03,-7.1102
2020-03-04,-3.6632
2020-03-05,-2.2701000000000002
2020-03-06,-10.1045
2020-03-09,-44.186
2020-03-10,-6.25
2020-03-11,0.3704
2020-03-12,-18.2042
2020-03-13,0.1504
2020-03-16,-32.8829
2020-03-17,-17.897100000000002
2020-03-18,-7.3568999999999996
2020-03-19,1.4706000000000001
2020-03-20,4.9275
2020-03-23,-16.5746
2020-03-24,38.7417
2020-03-25,35.3222
2020-03-26,10.9347
2020-03-27,-6.2003
2020-03-30,-2.3729
2020-03-31,-0.1736
2020-04-01,6.087
2020-04-02,15.4098
2020-04-03,-7.5283999999999995
2020-04-06,7.9877
2020-04-07,2.8449999999999998
2020-04-08,19.7787
2020-04-09,7.3903
2020-04-13,0.6452
2020-04-14,-8.3333
2020-04-15,-10.8392
2020-04-16,-20.6536
2020-04-17,22.8995
2020-04-20,-2.0107
2020-04-21,-5.8824
2020-04-22,0.7267
2020-04-23,24.2424
2020-04-24,-3.0197
2020-04-27,3.2335
2020-04-28,26.4501
2020-04-29,-2.0183
2020-04-30,-13.764
2020-05-01,-3.3659
2020-05-04,1.7978
2020-05-05,0.9934
2020-05-06,-6.0109
2020-05-07,3.6047000000000002
2020-05-08,10.549900000000001
2020-05-11,-4.9746
2020-05-12,-2.0299
2020-05-13,-7.6336
2020-05-14,2.1250999999999998
2020-05-15,-2.3121
2020-05-18,6.6272
2020-05-19,-4.1065
2020-05-20,4.0509
2020-05-21,-2.1135
2020-05-22,-1.7045
2020-05-26,1.9653
2020-05-27,-0.5669
2020-05-28,1.5964
2020-05-29,1.7957
2020-06-01,0.882
2020-06-02,10.2732
2020-06-03,2.4777
2020-06-04,5.9961
2020-06-05,10.4015
2020-06-08,13.6364
2020-06-09,-6.9091000000000005
2020-06-10,-8.3594
2020-06-11,-10.8269
2020-06-12,-0.3824
2020-06-15,-1.2476
2020-06-16,0.5831
2020-06-17,-2.8986
2020-06-18,-2.8856
2020-06-19,0.2049
2020-06-22,3.4765
2020-06-23,2.1739
2020-06-24,-8.1238
2020-06-25,4.0
2020-06-26,-5.3644
2020-06-29,3.2086
2020-06-30,1.1399
2020-07-01,-3.5861
2020-07-02,2.9756
2020-07-06,0.2064
2020-07-07,-2.7805999999999997
2020-07-08,-0.5297
2020-07-09,-8.8392
2020-07-10,4.5561
2020-07-13,-5.1397
2020-07-14,4.2403
2020-07-15,7.0056
2020-07-16,-3.5903
2020-07-17,-3.0668
2020-07-20,-0.565
2020-07-21,8.8636
2020-07-22,-3.3403
2020-07-23,4.2117
2020-07-24,0.3109
2020-07-27,0.6198
2020-07-28,-2.3614
2020-07-29,4.5216
2020-07-30,-1.6097000000000001
2020-07-31,-2.7607
