ticker,NNA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-08,0.0
2008-07-09,-0.2198
2008-07-10,-0.2203
2008-07-14,0.1104
2008-07-15,0.441
2008-07-16,0.1098
2008-07-21,0.0
2008-07-22,0.3289
2008-07-23,0.5464
2008-07-24,-0.2174
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,0.002
2008-08-05,-0.3288
2008-08-06,0.5464
2008-08-07,1.087
2008-08-08,0.0
2008-08-13,-0.5376
2008-08-14,0.0
2008-08-18,0.0
2008-08-25,-0.2162
2008-08-26,0.7584
2008-08-29,1.0753
2008-09-05,-1.5957
2008-09-08,0.0
2008-09-10,0.0
2008-09-15,-0.5405
2008-09-16,0.0
2008-09-18,-0.4348
2008-09-22,-0.5459
2008-09-24,-1.5368
2008-09-25,2.2297
2008-09-26,-0.3272
2008-09-29,-2.7352
2008-09-30,-1.1249
2008-10-01,-2.3891
2008-10-02,-0.1166
2008-10-03,-0.2334
2008-10-06,-0.3509
2008-10-07,-4.3427
2008-10-10,-0.8589
2008-10-13,6.1881
2008-10-14,-3.2634
2008-10-15,-2.6506
2008-10-16,1.6089
2008-10-17,-0.2436
2008-10-20,2.3199
2008-10-21,3.8186
2008-10-22,-2.8736
2008-10-23,-1.6568
2008-10-24,2.2864
2008-10-27,-0.5882
2008-10-28,0.0
2008-10-29,-0.5917
2008-10-30,0.0
2008-10-31,0.8333
2008-11-04,-1.4168
2008-11-05,-0.479
2008-11-06,0.2407
2008-11-07,0.2401
2008-11-10,0.5988
2008-11-11,-0.9524
2008-11-12,-0.1202
2008-11-13,-0.1203
2008-11-14,0.0
2008-11-17,0.6024
2008-11-18,0.0
2008-11-19,-0.2395
2008-11-20,0.2401
2008-11-21,0.0
2008-11-24,-0.3593
2008-11-25,0.3606
2008-11-26,-0.2395
2008-11-28,0.0
2008-12-01,-0.3601
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,0.6024
2008-12-05,-0.2395
2008-12-09,-0.2401
2008-12-10,-0.1203
2008-12-11,-0.1205
2008-12-12,0.0
2008-12-15,-0.4825
2008-12-16,0.6061
2008-12-17,-0.6024
2008-12-18,-0.1212
2008-12-19,-0.4854
2008-12-22,0.4878
2008-12-23,0.4854
2008-12-24,-0.2415
2008-12-26,0.4843
2008-12-29,0.9639
2008-12-30,1.1933
2008-12-31,0.2358
2009-01-02,0.8235
2009-01-05,1.0502
2009-01-06,0.0
2009-01-07,0.3464
2009-01-08,0.1151
2009-01-09,-0.5747
