ticker,ACRL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-05-24,0.0
2016-05-25,100.0
2016-07-12,-10.0
2016-07-20,0.0
2016-11-10,0.0
2016-11-11,-33.3333
2016-11-15,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,0.0
2016-12-06,1.0417
2016-12-07,0.0
2016-12-08,0.6186
2016-12-09,1.6393
2016-12-12,-1.6129
2017-01-12,350.8197
2017-01-13,1.8182
2017-02-10,-64.2857
2017-02-16,150.0
2017-03-03,-20.0
2017-03-08,25.0
2017-03-09,18.0
2017-03-13,35.5932
2017-03-16,12.5
2017-03-17,0.0
2017-03-20,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,-22.2222
2017-03-28,-2.8571
2017-03-29,-15.8824
2017-03-30,4.8951
2017-03-31,16.6667
2017-04-03,-11.4286
2017-04-05,17.7419
2017-04-06,-5.4795
2017-04-07,7.2464
2017-04-10,0.0
2017-04-11,-4.0541
2017-04-12,1.9718
2017-04-13,-3.3149
2017-04-18,-7.1429
2017-04-19,-10.7692
2017-04-20,-17.2414
2017-04-21,4.1667
2017-04-25,15.2
2017-04-26,4.6875
2017-04-27,-17.0813
2017-04-28,-4.0
2017-05-01,8.3333
2017-05-02,0.0
2017-05-03,-1.2019
2017-05-04,1.2165
2017-05-05,-11.4904
2017-05-08,-4.3998
2017-05-10,13.6364
2017-05-11,8.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-19,0.0
2017-05-23,-13.842600000000001
2017-05-25,16.0666
2017-05-26,0.0
2017-05-30,29.6296
2017-05-31,-14.2857
2017-06-02,-10.0
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,11.1111
2017-06-08,0.6667
2017-06-09,-0.6623
2017-06-13,0.6667
2017-06-21,-12.2517
2017-06-23,1.8868
2017-06-26,-3.7037
2017-06-27,-1.9231
2017-06-29,-9.8039
2017-07-05,0.0
2017-07-10,-43.4783
2017-07-11,-7.6923
2017-07-12,-25.0
2017-07-13,0.0
2017-07-14,11.1111
2017-07-18,0.0
2017-07-19,10.0
2017-07-20,-9.0909
2017-07-21,-32.9
2017-07-24,-23.994
2017-07-25,-21.5686
2017-07-26,-61.775
2017-07-27,-7.7829
2017-07-28,-7.8014
2017-07-31,50.3077
2017-08-01,-20.6244
2017-08-02,-16.1831
