ticker,JRSH US Equity
2018-09-28,-0.6163
2018-10-01,0.7752
2018-10-02,-1.3846
2018-10-03,-0.312
2018-10-04,-2.9734
2018-10-05,-13.2258
2018-10-08,1.6505999999999998
2018-10-09,0.5723
2018-10-10,-4.5472
2018-10-11,7.3943
2018-10-12,3.7565
2018-10-15,-2.5641
2018-10-16,3.7105
2018-10-17,-3.5744
2018-10-18,0.8737
2018-10-19,6.087
2018-10-22,0.4918
2018-10-24,-3.8059
2018-10-25,5.3131
2018-10-26,-0.161
2018-10-29,-5.4839
2018-10-30,-2.7304
2018-10-31,0.7018
2018-11-01,2.7875
2018-11-02,6.7797
2018-11-05,-6.8254
2018-11-06,5.9625
2018-11-07,3.6977
2018-11-08,27.5969
2018-11-09,-3.7667
2018-11-12,-4.1667
2018-11-13,-0.2964
2018-11-14,1.3545
2018-11-15,-2.4772
2018-11-16,4.9746
2018-11-19,-3.872
2018-11-20,0.2267
2018-11-21,5.7589
2018-11-23,0.5233
2018-11-26,-0.6907
2018-11-27,-2.9775
2018-11-28,2.3377
2018-11-29,-3.0698
2018-11-30,0.1558
2018-12-03,1.3072
2018-12-04,-16.129
2018-12-06,5.3846
2018-12-07,-10.219
2018-12-10,-5.6911000000000005
2018-12-11,5.1724
2018-12-12,0.0
2018-12-13,-1.6393
2018-12-14,0.1667
2018-12-17,-0.1664
2018-12-18,0.8333
2018-12-19,0.8264
2018-12-20,-0.8197
2018-12-21,-0.8264
2018-12-26,-1.6667
2018-12-27,-1.6949
2018-12-28,3.9655
2018-12-31,1.1609
2019-01-02,-2.2951
2019-01-03,3.1879
2019-01-04,0.813
2019-01-07,-1.6129
2019-01-08,-0.8197
2019-01-09,0.3306
2019-01-10,1.1532
2019-01-11,0.9772
2019-01-14,4.7806
2019-01-15,2.2105
2019-01-16,2.5602
2019-01-17,-0.2937
2019-01-18,-0.3461
2019-01-22,-0.2616
2019-01-23,0.1171
2019-01-24,-0.0992
2019-01-25,-1.4815
2019-01-28,-0.7519
2019-01-29,-1.2121
2019-01-30,2.6074
2019-01-31,-0.4484
2019-02-01,-0.6006
2019-02-04,3.0211
2019-02-05,-2.7859
2019-02-06,5.8824
2019-02-07,0.4715
2019-02-08,-2.2614
2019-02-11,-0.7181
2019-02-12,-1.0827
2019-02-13,-2.5096
2019-02-14,-0.6076
2019-02-15,1.3719999999999999
2019-02-19,-5.0
2019-02-20,3.3493
2019-02-21,-1.5432000000000001
2019-02-22,1.6442
2019-02-25,4.859
2019-02-26,8.0882
2019-02-27,0.0
2019-02-28,-4.7619
2019-03-01,4.2857
2019-03-04,-1.3712
2019-03-05,-0.4153
2019-03-06,-1.2551999999999999
2019-03-07,1.9774
2019-03-08,-0.277
2019-03-11,-0.2778
2019-03-12,-1.1142
2019-03-13,0.1408
2019-03-14,1.6259000000000001
2019-03-15,1.0297
2019-03-18,-0.5479
2019-03-19,0.7466
2019-03-20,-2.5183999999999997
2019-03-21,0.9818
2019-03-22,-0.6944
2019-03-25,-1.028
2019-03-26,1.5445
2019-03-27,11.1915
2019-03-28,-4.8811
2019-03-29,-3.0697
2019-04-01,1.2665
2019-04-02,1.3391
2019-04-03,-0.1627
2019-04-04,0.0318
2019-04-05,0.0
2019-04-08,-0.6623
2019-04-09,0.0
2019-04-10,-1.0667
2019-04-11,-2.5606
2019-04-12,2.0954
2019-04-15,-2.4588
2019-04-16,-0.0722
2019-04-17,0.7658
2019-04-18,-1.5173
2019-04-23,-0.2059
2019-04-24,0.4351
2019-04-25,-1.1347
2019-04-26,1.0601
2019-04-29,-0.4517
2019-04-30,0.1728
2019-05-01,-0.561
2019-05-02,-0.5642
2019-05-03,0.5674
2019-05-06,-1.2694
2019-05-07,0.5714
2019-05-08,0.0
2019-05-09,-1.2784
2019-05-10,0.7194
2019-05-13,-3.4286
2019-05-14,0.5917
2019-05-15,-0.5882
2019-05-16,1.6272
2019-05-17,0.2926
2019-05-20,-0.0015
2019-05-21,2.9028
2019-05-22,0.213
2019-05-23,-0.3842
2019-05-24,0.1724
2019-05-28,-2.6974
2019-05-29,0.6788
2019-05-30,0.0493
2019-06-03,-3.0435
2019-06-04,-0.4484
2019-06-05,-3.7538
2019-06-06,4.5242
2019-06-07,0.2761
2019-06-10,1.4884
2019-06-11,0.7553
2019-06-12,-5.3857
2019-06-13,3.8462
2019-06-14,3.1111
2019-06-17,1.2931
2019-06-18,-1.8439999999999999
2019-06-19,0.0
2019-06-20,0.6387
2019-06-21,-1.2019
2019-06-25,2.0449
2019-06-26,0.1253
2019-06-27,3.6344
2019-06-28,-1.5853000000000002
2019-07-01,0.4184
2019-07-02,-0.6944
2019-07-03,-2.0979
2019-07-05,0.8571
2019-07-08,-0.1416
2019-07-09,-0.4979
2019-07-10,1.7833
2019-07-11,0.0
2019-07-12,-1.9607999999999999
2019-07-15,0.0
2019-07-16,0.6071
2019-07-17,-0.1775
2019-07-18,-0.1422
2019-07-19,-0.1425
2019-07-22,-2.0613
2019-07-23,2.2504
2019-07-24,-0.4402
2019-07-25,0.4421
2019-07-26,-0.4986
2019-07-29,0.2147
2019-07-30,0.0
2019-07-31,-1.4828999999999999
2019-08-01,1.5023
2019-08-02,-0.4486
2019-08-05,-1.6991
2019-08-06,0.8759
2019-08-07,1.013
2019-08-08,-0.9456
2019-08-09,1.1932
2019-08-12,0.9819
2019-08-13,0.9395
2019-08-14,3.1073
2019-08-15,0.0
2019-08-16,2.7397
2019-08-19,0.0
2019-08-20,-5.0653
2019-08-21,3.9311
2019-08-22,-1.3514
2019-08-23,-0.3315
2019-08-26,-3.7906
2019-08-27,0.0
2019-08-28,2.5714
2019-08-30,-2.507
2019-09-03,4.1429
2019-09-04,-3.4979
2019-09-05,-0.4975
2019-09-09,7.1429
2019-09-10,-0.2667
2019-09-11,-1.0695000000000001
2019-09-12,3.9189
2019-09-13,1.4304000000000001
2019-09-16,1.2821
2019-09-17,-1.2658
2019-09-18,-0.3846
2019-09-19,-0.9009
2019-09-20,-5.7143
2019-09-23,2.7548
2019-09-24,1.8767
2019-09-25,0.1316
2019-09-26,-0.0381
2019-09-27,-2.3281
2019-09-30,-0.5384
2019-10-01,1.2179
2019-10-02,-4.0107
2019-10-03,1.3928
2019-10-04,3.022
2019-10-07,-0.7333
2019-10-08,-0.6044
2019-10-09,-2.1622
2019-10-10,1.7955999999999999
2019-10-11,-4.3419
2019-10-14,-1.7021
2019-10-15,1.1544
2019-10-16,-0.1427
2019-10-17,1.2857
2019-10-18,0.4231
2019-10-21,-0.4213
2019-10-22,0.0
2019-10-23,0.141
2019-10-24,-2.8169
2019-10-28,-0.213
2019-10-29,-0.5127
2019-10-30,-0.4657
2019-10-31,-0.2655
2019-11-01,-1.6176
2019-11-04,1.6442
2019-11-06,-2.2059
2019-11-07,2.2331
2019-11-08,-2.1843
2019-11-11,0.7519
2019-11-12,-0.2985
2019-11-13,-0.0584
2019-11-14,1.5563
2019-11-15,-1.9174
2019-11-18,0.0
2019-11-19,-1.5152
2019-11-20,0.0
2019-11-21,1.5462
2019-11-22,-0.0076
2019-11-25,-1.6667
2019-11-26,0.1541
2019-11-27,0.0
2019-11-29,-0.4615
2019-12-02,0.4637
2019-12-03,0.0
2019-12-04,-1.2308
2019-12-05,1.2461
2019-12-06,-3.0769
2019-12-09,1.5873
2019-12-10,0.1562
2019-12-11,1.4041000000000001
2019-12-12,-0.6154
2019-12-13,0.2539
2019-12-16,0.0633
2019-12-17,-0.3163
2019-12-18,0.0
2019-12-19,-10.3715
2019-12-20,8.8083
2019-12-23,-4.6032
2019-12-24,0.9484
2019-12-26,-0.9395
2019-12-27,0.1664
2019-12-30,-2.99
2019-12-31,0.3425
2020-01-02,1.1945000000000001
2020-01-03,5.1636
2020-01-06,0.3816
2020-01-07,-2.8449999999999998
2020-01-08,2.4351
2020-01-09,-1.1846
2020-01-10,-1.8875
2020-01-13,6.1374
2020-01-14,1.393
2020-01-15,-0.2308
2020-01-16,-4.8574
2020-01-17,0.6483
2020-01-21,0.1208
2020-01-22,0.0402
2020-01-23,-0.0804
2020-01-24,1.3677000000000001
2020-01-27,-1.4285999999999999
2020-01-28,3.6522
2020-01-29,-2.9611
2020-01-30,0.8613
2020-01-31,1.0587
2020-02-03,-3.2466
2020-02-04,0.3263
2020-02-05,-0.1618
2020-02-06,-2.7568
2020-02-07,-1.1667
2020-02-10,-1.1804000000000001
2020-02-11,0.8532
2020-02-12,5.2453
2020-02-13,11.4952
2020-02-14,-0.9373
2020-02-18,1.9505
2020-02-19,-0.9218
2020-02-20,-0.8694
2020-02-21,-0.1464
2020-02-25,-4.3416
2020-02-26,-1.286
2020-02-27,-5.9006
2020-02-28,0.6634
2020-03-02,-1.8065
2020-03-03,-0.6678
2020-03-04,3.1933
2020-03-05,-1.4674
2020-03-09,-0.957
2020-03-10,-1.4519
2020-03-11,-1.939
2020-03-12,-1.5629
2020-03-13,-2.6316
2020-03-16,4.1333
2020-03-17,-0.9499
2020-03-18,-7.6339
2020-03-19,-1.2161
2020-03-20,-6.0786
2020-03-23,-18.4622
2020-03-24,14.0
2020-03-25,-2.4123
2020-03-26,15.6697
2020-03-27,-8.8843
2020-03-30,-6.1834
2020-03-31,15.5864
2020-04-01,-3.4567
2020-04-02,-5.2953
2020-04-03,-1.0753
2020-04-06,4.3478
2020-04-07,2.2917
2020-04-09,0.0
2020-04-14,-6.3116
2020-04-16,3.2586
2020-04-17,0.0
2020-04-20,-1.0526
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,-4.2553
2020-04-28,4.4422
2020-04-29,-2.1256
2020-04-30,1.3043
2020-05-01,0.4292
2020-05-04,-1.2821
2020-05-05,-2.8139
2020-05-06,-4.0089
2020-05-07,-1.3921000000000001
2020-05-08,7.2706
2020-05-11,-1.2941
2020-05-12,-3.3333
2020-05-13,7.5862
2020-05-14,-9.188
2020-05-15,3.0565
2020-05-18,6.8518
2020-05-19,-5.3632
2020-05-20,5.6672
2020-05-21,-1.7094
2020-05-22,2.6087
2020-05-26,3.3191
2020-05-27,-2.1762
2020-05-28,-1.2711999999999999
2020-05-29,4.0773
2020-06-01,2.4742
2020-06-02,0.6036
2020-06-03,0.998
2020-06-04,-0.9881
2020-06-05,-1.0
2020-06-08,-1.0101
2020-06-09,2.0408
2020-06-10,-0.2
2020-06-11,-2.2044
2020-06-12,-0.6148
2020-06-15,1.6495
2020-06-16,-1.217
2020-06-17,1.4374
2020-06-18,-2.834
2020-06-19,0.625
2020-06-22,-0.6232
2020-06-23,-2.6313
2020-06-24,0.9928
2020-06-25,3.8136
2020-06-26,1.8367
2020-06-29,-4.6091999999999995
2020-06-30,2.3109
2020-07-01,0.616
2020-07-02,0.8163
2020-07-06,-1.8218999999999999
2020-07-07,-7.2165
2020-07-08,-0.28
2020-07-09,-3.024
2020-07-10,3.6377
2020-07-13,-1.7738
2020-07-14,3.6117
2020-07-15,5.0109
2020-07-16,-0.4149
2020-07-17,0.0
2020-07-20,3.5417
2020-07-21,-3.4205
2020-07-22,-1.0417
2020-07-23,0.0
2020-07-24,-2.1474
2020-07-27,1.1188
2020-07-28,0.0
2020-07-29,1.7021
2020-07-30,0.2092
2020-07-31,-7.9332
