ticker,JRSH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-07,10.1281
2018-05-08,0.4228
2018-05-09,5.2632
2018-05-10,-3.0
2018-05-11,-2.0619
2018-05-14,-4.9474
2018-05-15,-0.3322
2018-05-16,0.4444
2018-05-17,2.5442
2018-05-18,-3.3441
2018-05-21,0.3348
2018-05-22,-0.8899
2018-05-23,1.0101
2018-05-24,-6.7778
2018-05-25,7.2706
2018-05-29,-8.3333
2018-05-30,-8.8485
2018-05-31,1.3298
2018-06-01,0.3937
2018-06-04,-0.915
2018-06-05,1.7149999999999999
2018-06-06,3.3722
2018-06-07,-2.6349
2018-06-08,0.0
2018-06-11,3.7371
2018-06-12,-1.6149
2018-06-13,4.2929
2018-06-14,-5.569
2018-06-15,11.4103
2018-06-18,3.6824
2018-06-19,3.2186
2018-06-20,0.0
2018-06-21,-5.9473
2018-06-22,-0.5362
2018-06-25,-4.1379
2018-06-26,1.4388
2018-06-27,-19.5035
2018-06-28,7.489
2018-06-29,0.8197
2018-07-02,-6.0976
2018-07-03,-3.3189
2018-07-05,0.597
2018-07-06,-12.3145
2018-07-09,16.5821
2018-07-10,4.3541
2018-07-11,2.0862
2018-07-12,-1.9074
2018-07-13,-1.25
2018-07-16,-4.2194
2018-07-17,-11.0132
2018-07-18,0.33
2018-07-19,3.9885
2018-07-20,-1.1467
2018-07-23,-1.6
2018-07-24,0.8358
2018-07-25,-2.6026
2018-07-26,1.8113000000000001
2018-07-27,-2.3319
2018-07-30,0.0666
2018-07-31,-0.1664
2018-08-01,0.0
2018-08-02,2.0
2018-08-03,1.8366
2018-08-06,0.2615
2018-08-07,0.6609
2018-08-08,3.3386
2018-08-09,0.8462
2018-08-10,14.8268
2018-08-13,-1.221
2018-08-14,-3.8332
2018-08-15,0.6993
2018-08-16,1.175
2018-08-20,-0.0631
2018-08-21,-3.022
2018-08-22,0.5666
2018-08-23,-3.5211
2018-08-24,0.0
2018-08-27,-0.7299
2018-08-28,1.0294
2018-08-29,-2.4745
2018-08-30,-5.9701
2018-08-31,0.0
2018-09-04,4.7619
2018-09-05,-3.9394
2018-09-06,-0.6309
2018-09-07,-3.9683
2018-09-10,-0.8264
2018-09-11,0.0
2018-09-12,-2.6667
2018-09-13,-7.8767
2018-09-14,4.0892
2018-09-17,-4.1071
2018-09-18,2.2346
2018-09-19,-6.5574
2018-09-20,-0.5848
2018-09-21,2.1569
2018-09-24,1.7274
2018-09-25,3.7736
2018-09-26,5.6364
2018-09-27,11.704
