ticker,MCY US Equity
2000-05-24,0.0
2000-05-25,-2.1176
2000-05-26,1.6827
2000-05-30,1.8913
2000-05-31,-5.3364
2000-06-01,2.451
2000-06-02,1.9139
2000-06-05,-2.1127
2000-06-06,-0.4796
2000-06-07,-0.4819
2000-06-08,-0.2421
2000-06-09,-1.4563
2000-06-12,0.4926
2000-06-13,-0.0392
2000-06-14,3.2178
2000-06-15,-0.7194
2000-06-16,-0.9662
2000-06-19,0.9756
2000-06-20,-1.4493
2000-06-21,0.9804
2000-06-22,-1.6989999999999998
2000-06-23,-0.4938
2000-06-26,0.4963
2000-06-27,0.7407
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,-7.3529
2000-07-03,3.1746
2000-07-05,2.5641
2000-07-06,-0.5
2000-07-07,-2.0101
2000-07-10,2.8205
2000-07-11,-0.2494
2000-07-12,0.5
2000-07-13,0.4975
2000-07-14,0.7426
2000-07-17,0.9828
2000-07-18,1.4599
2000-07-19,-0.7194
2000-07-20,0.4831
2000-07-21,-2.6442
2000-07-24,-0.4938
2000-07-25,0.0
2000-07-26,5.9553
2000-07-27,1.171
2000-07-28,-2.3148
2000-07-31,-0.9479
2000-08-01,-0.7177
2000-08-02,-3.1325
2000-08-03,-2.2388
2000-08-04,2.5445
2000-08-07,2.2333
2000-08-08,-0.2427
2000-08-09,-0.9732
2000-08-10,1.4742
2000-08-11,0.7264
2000-08-14,2.1635
2000-08-15,0.0
2000-08-16,0.9412
2000-08-17,-1.1655
2000-08-18,1.1792
2000-08-21,-0.6993
2000-08-22,-0.4695
2000-08-23,0.0
2000-08-24,-0.2358
2000-08-25,0.0
2000-08-28,0.7092
2000-08-29,0.0
2000-08-30,0.4695
2000-08-31,2.5701
2000-09-01,-0.6834
2000-09-05,2.0642
2000-09-06,-0.8989
2000-09-07,0.6803
2000-09-08,0.6757
2000-09-11,0.6711
2000-09-12,-1.1467
2000-09-13,0.2268
2000-09-14,0.905
2000-09-15,0.2242
2000-09-18,-0.4474
2000-09-19,-0.4494
2000-09-20,0.6772
2000-09-21,-0.2242
2000-09-22,0.4494
2000-09-25,0.0
2000-09-26,-0.4474
2000-09-27,0.2247
2000-09-28,0.4484
2000-09-29,1.1161
2000-10-02,-1.1038000000000001
2000-10-03,-1.1161
2000-10-04,0.4515
2000-10-05,0.4494
2000-10-06,-2.0134
2000-10-09,-0.4566
2000-10-10,-0.6881
2000-10-11,-0.6928
2000-10-12,-1.8605
2000-10-13,2.1327
2000-10-16,-0.232
2000-10-17,-0.6977
2000-10-18,0.2342
2000-10-19,0.7009
2000-10-20,5.3364
2000-10-23,-2.4229
2000-10-24,3.6117
2000-10-25,0.4357
2000-10-26,2.82
2000-10-27,2.7426
2000-10-30,5.1335
2000-10-31,14.4531
2000-11-01,-2.2184
2000-11-02,0.6981
2000-11-03,-3.8128
2000-11-06,-0.9009
2000-11-07,2.7273
2000-11-08,0.708
2000-11-09,0.8787
2000-11-10,-0.1742
2000-11-13,-2.4433
2000-11-14,7.3345
2000-11-15,3.5
2000-11-16,-2.0934
2000-11-17,-0.9868
2000-11-20,1.9933999999999998
2000-11-21,0.4886
2000-11-22,1.4586999999999999
2000-11-24,1.1182
2000-11-27,-2.5276
2000-11-28,-0.4862
2000-11-29,0.9772
2000-11-30,-0.4839
2000-12-01,1.1345
2000-12-04,0.0
2000-12-05,0.641
2000-12-06,-0.6369
2000-12-07,2.2436
2000-12-08,1.5674000000000001
2000-12-11,1.0802
2000-12-12,-1.0931
2000-12-13,-0.7764
2000-12-14,0.1565
2000-12-15,1.4062999999999999
2000-12-18,0.0
2000-12-19,0.4622
2000-12-20,0.3067
2000-12-21,3.211
2000-12-22,0.2963
2000-12-26,-0.2954
2000-12-27,2.3704
2000-12-28,1.5918999999999999
2000-12-29,0.0
2001-01-02,-2.5641
2001-01-03,-0.731
2001-01-04,-8.6892
2001-01-05,-4.3548
2001-01-08,1.0118
2001-01-09,-1.3356
2001-01-10,-0.6768
2001-01-11,-2.0443
2001-01-12,-8.3478
2001-01-16,6.0721
2001-01-17,1.0733
2001-01-18,-0.708
2001-01-19,-1.6042999999999998
2001-01-22,3.442
2001-01-23,0.3503
2001-01-24,1.2216
2001-01-25,3.4483
2001-01-26,-2.5
2001-01-29,0.2667
2001-01-30,2.0185
2001-01-31,-1.4706000000000001
2001-02-01,1.6554
2001-02-02,-0.0801
2001-02-05,-0.0801
2001-02-06,-1.0695000000000001
2001-02-07,-0.3514
2001-02-08,-0.434
2001-02-09,-0.9534
2001-02-12,1.6227
2001-02-13,-1.2179
2001-02-14,1.9452
2001-02-15,-1.3169
2001-02-16,-1.9607999999999999
2001-02-20,-3.1111
2001-02-21,-0.2294
2001-02-22,-1.7816
2001-02-23,-1.5506
2001-02-26,1.0401
2001-02-27,0.7941
2001-02-28,-0.2043
2001-03-01,-0.731
2001-03-02,-0.7953
2001-03-05,0.3266
2001-03-06,0.5031
2001-03-07,0.5889
2001-03-08,0.2635
2001-03-09,-0.0292
2001-03-12,-0.6133
2001-03-13,-0.0441
2001-03-14,0.6815
2001-03-15,-0.3826
2001-03-16,-0.1182
2001-03-19,0.0887
2001-03-20,-0.1773
2001-03-21,-2.013
2001-03-22,-0.6042
2001-03-23,1.6109
2001-03-26,-1.376
2001-03-27,-1.5772
2001-03-28,-0.1233
2001-03-29,-0.1234
2001-03-30,0.4016
2001-04-02,1.5385
2001-04-03,-0.1515
2001-04-04,-0.3035
2001-04-05,0.3957
2001-04-06,-1.7586
2001-04-09,0.1543
2001-04-10,0.7396
2001-04-11,-0.5812
2001-04-12,0.3077
2001-04-16,0.4601
2001-04-17,-1.6183
2001-04-18,-0.031
2001-04-19,4.7811
2001-04-20,-2.3111
2001-04-23,1.0009
2001-04-24,0.0
2001-04-25,2.8529
2001-04-26,1.4599
2001-04-27,0.8345
2001-04-30,-0.8276
2001-05-01,-0.8058
2001-05-02,-1.9727000000000001
2001-05-03,1.2134
2001-05-04,1.7250999999999999
2001-05-07,-2.9606
2001-05-08,1.2737
2001-05-09,-0.2632
2001-05-10,-0.0587
2001-05-11,0.4695
2001-05-14,1.139
2001-05-15,0.3465
2001-05-16,3.3094
2001-05-17,-0.5571
2001-05-18,0.8403
2001-05-21,2.2222
2001-05-22,-0.3261
2001-05-23,0.0545
2001-05-24,-0.327
2001-05-25,0.2734
2001-05-29,-0.3817
2001-05-30,0.2189
2001-05-31,-0.0546
2001-06-01,-1.3115
2001-06-04,0.8306
2001-06-05,1.318
2001-06-06,-0.2439
2001-06-07,-0.1087
2001-06-08,-0.6799
2001-06-11,-1.0953
2001-06-12,-0.4153
2001-06-13,0.6811
2001-06-14,-1.1127
2001-06-15,-1.4064999999999999
2001-06-18,-1.1983
2001-06-19,-0.9818
2001-06-20,-0.5541
2001-06-21,-2.4633
2001-06-22,-0.7817
2001-06-25,0.7576
2001-06-26,0.4511
2001-06-27,5.1497
2001-06-28,0.2847
2001-06-29,-0.7098
2001-07-02,2.4593
2001-07-03,-0.7815
2001-07-05,0.3376
2001-07-06,0.2803
2001-07-09,-0.9505
2001-07-10,0.2822
2001-07-11,-0.0844
2001-07-12,-0.0282
2001-07-13,-1.2961
2001-07-16,-0.0856
2001-07-17,-0.6571
2001-07-18,-0.2301
2001-07-19,0.7495
2001-07-20,-1.7454
2001-07-23,-1.3978
2001-07-24,-0.9451
2001-07-25,0.4472
2001-07-26,0.2078
2001-07-27,0.6517
2001-07-30,10.6533
2001-07-31,4.5213
2001-08-01,-0.4071
2001-08-02,0.9453
2001-08-03,0.2278
2001-08-06,-1.2626
2001-08-07,0.3069
2001-08-08,-0.204
2001-08-09,-0.4343
2001-08-10,0.6672
2001-08-13,0.1784
2001-08-14,0.0509
2001-08-15,0.2035
2001-08-16,0.3807
2001-08-17,-0.0759
2001-08-20,0.8603
2001-08-21,1.7311
2001-08-22,0.1233
2001-08-23,1.0099
2001-08-24,-1.4631
2001-08-27,-1.0146
2001-08-28,0.0
2001-08-29,-1.0
2001-08-30,-1.2626
2001-08-31,0.5115
2001-09-04,0.4071
2001-09-05,-1.85
2001-09-06,0.4389
2001-09-07,0.3856
2001-09-10,-2.0999
2001-09-17,-1.9887000000000001
2001-09-18,-0.5644
2001-09-19,-1.7027
2001-09-20,-2.5296
2001-09-21,0.141
2001-09-24,3.9718
2001-09-25,2.6822
2001-09-26,0.2111
2001-09-27,7.03
2001-09-28,-2.337
2001-10-01,-0.4786
2001-10-02,-1.0377
2001-10-03,5.0895
2001-10-04,-0.219
2001-10-05,-2.0
2001-10-08,0.1991
2001-10-09,3.5768
2001-10-10,-1.4388
2001-10-11,-1.0706
2001-10-12,-1.2543
2001-10-15,-0.9215
2001-10-16,4.7511
2001-10-17,-1.4879
2001-10-18,0.5847
2001-10-19,-0.1695
2001-10-22,3.5662000000000003
2001-10-23,-0.3514
2001-10-24,-1.3869
2001-10-25,-0.4768
2001-10-26,-0.2395
2001-10-29,3.9135999999999997
2001-10-30,0.7856
2001-10-31,-0.3897
2001-11-01,-0.8976
2001-11-02,-0.0232
2001-11-05,1.8582999999999998
2001-11-06,-0.8666
2001-11-07,0.069
2001-11-08,-0.4598
2001-11-09,-1.6397
2001-11-12,0.1409
2001-11-13,0.2345
2001-11-14,-0.9825
2001-11-15,-0.189
2001-11-16,2.7929
2001-11-19,-0.1382
2001-11-20,-2.0982
2001-11-21,-0.5417
2001-11-23,1.4682
2001-11-26,-1.6336
2001-11-27,0.5931
2001-11-28,-0.3538
2001-11-29,1.6568
2001-11-30,1.8626
2001-12-03,-0.9371
2001-12-04,-2.1689
2001-12-05,0.5896
2001-12-06,-0.2345
2001-12-07,0.376
2001-12-10,-1.2409
2001-12-11,-0.9957
2001-12-12,0.012
2001-12-13,-0.7229
2001-12-14,-0.1942
2001-12-17,0.8998
2001-12-18,1.4461
2001-12-19,-1.4018
2001-12-20,1.012
2001-12-21,0.4294
2001-12-24,0.38
2001-12-26,1.5144
2001-12-27,-0.4662
2001-12-28,-0.3044
2001-12-31,2.5605
2002-01-02,-2.5653
2002-01-03,0.2116
2002-01-04,0.8679
2002-01-07,-0.9302
2002-01-08,-1.1033
2002-01-09,0.1662
2002-01-10,-0.1659
2002-01-11,-0.3086
2002-01-14,-0.119
2002-01-15,0.143
2002-01-16,-0.0714
2002-01-17,-0.667
2002-01-18,0.4796
2002-01-22,-1.0024
2002-01-23,-0.5304
2002-01-24,0.3878
2002-01-25,-0.4104
2002-01-28,-0.6061
2002-01-29,-0.6585
2002-01-30,-1.3013
2002-01-31,4.6766
2002-02-01,0.7605
2002-02-04,-3.3491
2002-02-05,-1.2445
2002-02-06,-1.7297
2002-02-07,-0.9303
2002-02-08,1.9036
2002-02-11,2.7397
2002-02-12,0.4121
2002-02-13,2.6074
2002-02-14,-0.2824
2002-02-15,-1.5337
2002-02-19,-2.4682
2002-02-20,0.6388
2002-02-21,1.3184
2002-02-22,0.3855
2002-02-25,2.0163
2002-02-26,0.3765
2002-02-27,0.797
2002-02-28,0.4651
2002-03-01,-0.4167
2002-03-04,0.5811
2002-03-05,-0.832
2002-03-06,0.6292
2002-03-07,-0.2316
2002-03-08,0.2089
2002-03-11,-0.4401
2002-03-12,-0.1163
2002-03-13,1.8169
2002-03-14,0.4377
2002-03-15,-0.2752
2002-03-18,0.368
2002-03-19,0.7104
2002-03-20,-0.2958
2002-03-21,-0.251
2002-03-22,0.9838
2002-03-25,1.1554
2002-03-26,2.5532
2002-03-27,1.7471
2002-03-28,-0.1932
2002-04-01,-0.7742
2002-04-02,0.9753
2002-04-03,-0.1932
2002-04-04,1.4839
2002-04-05,0.6569
2002-04-08,0.8632
2002-04-09,2.2751
2002-04-10,-0.3878
2002-04-11,-0.6146
2002-04-12,-0.0825
2002-04-15,-1.0728
2002-04-16,0.2711
2002-04-17,1.7055
2002-04-18,-1.3088
2002-04-19,0.4973
2002-04-22,0.3711
2002-04-23,-0.2671
2002-04-24,-0.4325
2002-04-25,-0.0827
2002-04-26,-0.6832
2002-04-29,3.4813
2002-04-30,0.7252
2002-05-01,1.18
2002-05-02,-0.2965
2002-05-03,0.3767
2002-05-06,-0.8888
2002-05-07,-0.5381
2002-05-08,0.1202
2002-05-09,-0.1801
2002-05-10,-0.5012
2002-05-13,0.3828
2002-05-14,1.3448
2002-05-15,-0.7724
2002-05-16,-1.0778
2002-05-17,-0.1412
2002-05-20,-1.3336000000000001
2002-05-21,-2.5394
2002-05-22,1.3028
2002-05-23,-0.0207
2002-05-24,1.0166
2002-05-28,-1.4171
2002-05-29,1.875
2002-05-30,-0.3067
2002-05-31,-1.0256
2002-06-03,-0.9326
2002-06-04,0.1464
2002-06-05,-0.7729
2002-06-06,0.0
2002-06-07,1.4947
2002-06-10,-1.7216
2002-06-11,-0.6965
2002-06-12,0.3188
2002-06-13,-1.9828999999999999
2002-06-14,0.6744
2002-06-17,1.0156
2002-06-18,0.4492
2002-06-19,-0.6601
2002-06-20,-0.0643
2002-06-21,0.1073
2002-06-24,-0.1286
2002-06-25,-1.9524
2002-06-26,-0.4376
2002-06-27,2.3077
2002-06-28,4.189
2002-07-01,-1.2165
2002-07-02,-1.6907
2002-07-03,-1.1465
2002-07-05,0.945
2002-07-08,0.1702
2002-07-09,-1.7417
2002-07-10,-3.783
2002-07-11,-0.0449
2002-07-12,0.8092
2002-07-15,-0.6689
2002-07-16,-2.2222
2002-07-17,0.2066
2002-07-18,-5.2234
2002-07-19,3.9401
2002-07-22,-3.9302
2002-07-23,-2.9291
2002-07-24,3.2419000000000002
2002-07-25,1.3285
2002-07-26,1.025
2002-07-29,8.0698
2002-07-30,1.1135
2002-07-31,2.5696
2002-08-01,-1.5579
2002-08-02,-4.2558
2002-08-05,-2.3006
2002-08-06,0.5716
2002-08-07,0.932
2002-08-08,1.3288
2002-08-09,2.8451
2002-08-12,0.5619
2002-08-13,-3.761
2002-08-14,3.7293
2002-08-15,-0.8396
2002-08-16,1.4546000000000001
2002-08-19,-0.749
2002-08-20,0.4528
2002-08-21,-0.3005
2002-08-22,1.4855
2002-08-23,-1.6334
2002-08-26,-0.5823
2002-08-27,-1.3014999999999999
2002-08-28,-0.7692
2002-08-29,-1.4175
2002-08-30,1.1009
2002-09-03,-2.8222
2002-09-04,0.1601
2002-09-05,0.0685
2002-09-06,0.1597
2002-09-09,0.2278
2002-09-10,-0.4091
2002-09-11,-0.5933
2002-09-12,0.393
2002-09-13,0.3224
2002-09-16,-0.4361
2002-09-17,-0.7838
2002-09-18,0.7203
2002-09-19,-1.0842
2002-09-20,-1.3759000000000001
2002-09-23,0.5202
2002-09-24,-2.4465
2002-09-25,1.1575
2002-09-26,2.503
2002-09-27,-3.093
2002-09-30,2.7118
2002-10-01,1.7991000000000001
2002-10-02,-4.0395
2002-10-03,1.8895
2002-10-04,-1.7606000000000002
2002-10-07,-0.1195
2002-10-08,0.4785
2002-10-09,-2.2619
2002-10-10,2.8015
2002-10-11,2.6066000000000003
2002-10-14,-0.8083
2002-10-15,2.5611
2002-10-16,0.681
2002-10-17,1.4431
2002-10-18,-1.1558
2002-10-21,1.1468
2002-10-22,-0.8226
2002-10-23,-0.2242
2002-10-24,-0.8762
2002-10-25,2.1079
2002-10-28,-8.4351
2002-10-29,-1.8182
2002-10-30,1.4321
2002-10-31,1.0224
2002-11-01,-0.4819
2002-11-04,-1.2107
2002-11-05,-1.1275
2002-11-06,-0.5949
2002-11-07,-1.5211999999999999
2002-11-08,-0.4811
2002-11-11,-0.7634
2002-11-12,-1.4872
2002-11-13,-1.1192
2002-11-14,2.0005
2002-11-15,-0.3871
2002-11-18,-1.6061999999999999
2002-11-19,-0.7899
2002-11-20,0.4512
2002-11-21,0.1585
2002-11-22,0.6858
2002-11-25,-0.3406
2002-11-26,0.2103
2002-11-27,2.9643
2002-11-29,0.6369
2002-12-02,-0.2532
2002-12-03,-1.2690000000000001
2002-12-04,0.2571
2002-12-05,-0.641
2002-12-06,0.6452
2002-12-09,0.0256
2002-12-10,0.1538
2002-12-11,0.6143
2002-12-12,-0.6152
2002-12-13,-0.4643
2002-12-16,-0.3628
2002-12-17,-0.9623
2002-12-18,-0.8403
2002-12-19,-0.1589
2002-12-20,-0.0265
2002-12-23,-0.8225
2002-12-24,0.6153
2002-12-26,-0.6381
2002-12-27,0.0803
2002-12-30,0.6417
2002-12-31,-0.1594
2003-01-02,0.3725
2003-01-03,0.6098
2003-01-06,2.2925
2003-01-07,-2.6790000000000003
2003-01-08,-0.0794
2003-01-09,0.3179
2003-01-10,0.6866
2003-01-13,0.1574
2003-01-14,0.8117
2003-01-15,-2.4935
2003-01-16,-1.1987
2003-01-17,-0.027
2003-01-21,-1.0518
2003-01-22,-0.0545
2003-01-23,0.6545
2003-01-24,-1.0024
2003-01-27,-2.1894
2003-01-28,0.3078
2003-01-29,0.1953
2003-01-30,0.0835
2003-01-31,1.0014
2003-02-03,0.7711
2003-02-04,-2.1591
2003-02-05,-0.2235
2003-02-06,-0.7279
2003-02-07,-1.4382
2003-02-10,-1.8598
2003-02-11,1.3994
2003-02-12,0.6325
2003-02-13,0.0
2003-02-14,1.5429
2003-02-18,-0.2251
2003-02-19,-0.8742
2003-02-20,0.0569
2003-02-21,0.6824
2003-02-24,0.2542
2003-02-25,0.3944
2003-02-26,-1.3749
2003-02-27,2.276
2003-02-28,0.7232
2003-03-03,-0.359
2003-03-04,-0.7206
2003-03-05,-0.2792
2003-03-06,-0.4479
2003-03-07,2.0529
2003-03-10,-2.3422
2003-03-11,-1.0158
2003-03-12,-0.9692
2003-03-13,3.1376
2003-03-14,-0.5634
2003-03-17,3.2295
2003-03-18,-0.1372
2003-03-19,0.0
2003-03-20,0.7969
2003-03-21,2.8899
2003-03-24,-1.8283
2003-03-25,0.5938
2003-03-26,-0.2951
2003-03-27,1.6416
2003-03-28,0.3177
2003-03-31,0.1584
2003-04-01,0.8432
2003-04-02,0.5749
2003-04-03,-0.1039
2003-04-04,0.1821
2003-04-07,-0.0519
2003-04-08,0.5455
2003-04-09,-0.3875
2003-04-10,-0.5705
2003-04-11,0.4173
2003-04-14,0.2597
2003-04-15,0.8549
2003-04-16,-0.5137
2003-04-17,0.8262
2003-04-21,0.128
2003-04-22,3.5294
2003-04-23,-0.6423
2003-04-24,-1.4668999999999999
2003-04-25,-1.2364
2003-04-28,9.6832
2003-04-29,1.6771
2003-04-30,0.8018
2003-05-01,-0.7955
2003-05-02,1.2142
2003-05-05,5.2286
2003-05-06,-1.7208
2003-05-07,-0.197
2003-05-08,-1.1404
2003-05-09,0.6877
2003-05-12,1.388
2003-05-13,-0.7388
2003-05-14,-0.1095
2003-05-15,0.1753
2003-05-16,0.1094
2003-05-19,-0.7867
2003-05-20,-0.5507
2003-05-21,0.2215
2003-05-22,0.442
2003-05-23,1.4301
2003-05-27,0.7592
2003-05-28,0.4521
2003-05-29,-0.6644
2003-05-30,2.2222
2003-06-02,0.8864
2003-06-03,-3.7029
2003-06-04,0.8038
2003-06-05,0.2802
2003-06-06,-1.0746
2003-06-09,-0.5648
2003-06-10,0.284
2003-06-11,1.3508
2003-06-12,1.0608
2003-06-13,-0.7069
2003-06-16,0.4315
2003-06-17,-0.1074
2003-06-18,0.0
2003-06-19,-1.3763
2003-06-20,-0.2617
2003-06-23,-1.6397
2003-06-24,1.3559
2003-06-25,-0.4386
2003-06-26,1.0352
2003-06-27,-0.1526
2003-06-30,-0.3275
2003-07-01,1.161
2003-07-02,0.9095
2003-07-03,-0.0429
2003-07-07,0.9017
2003-07-08,-0.3404
2003-07-09,0.064
2003-07-10,-0.3414
2003-07-11,-1.0276
2003-07-14,2.3361
2003-07-15,-0.2114
2003-07-16,-1.2709
2003-07-17,-1.3087
2003-07-18,-0.2174
2003-07-21,-0.4357
2003-07-22,-0.9847
2003-07-23,-0.8398
2003-07-24,-0.6909
2003-07-25,0.2244
2003-07-28,3.8961
2003-07-29,-0.1293
2003-07-30,0.5179
2003-07-31,0.0429
2003-08-01,-0.1288
2003-08-04,-1.6115
2003-08-05,0.0218
2003-08-06,-0.4585
2003-08-07,-1.3161
2003-08-08,0.0222
2003-08-11,-0.1111
2003-08-12,-0.5784
2003-08-13,-0.2238
2003-08-14,0.4261
2003-08-15,0.0447
2003-08-18,-0.7812
2003-08-19,0.7649
2003-08-20,-0.067
2003-08-21,-0.8043
2003-08-22,-0.2027
2003-08-25,-1.1058
2003-08-26,-0.0913
2003-08-27,-0.868
2003-08-28,-0.3226
2003-08-29,0.9709
2003-09-02,-0.3434
2003-09-03,0.5284
2003-09-04,0.0914
2003-09-05,0.7991
2003-09-08,0.0906
2003-09-09,-0.43
2003-09-10,-0.7273
2003-09-11,0.0
2003-09-12,-0.8535
2003-09-15,0.0465
2003-09-16,1.3488
2003-09-17,-0.413
2003-09-18,1.3825
2003-09-19,0.0
2003-09-22,-0.2273
2003-09-23,1.5262
2003-09-24,-0.9872
2003-09-25,-1.0877
2003-09-26,0.6415
2003-09-29,1.4796
2003-09-30,0.4486
2003-10-01,0.7593
2003-10-02,-0.4433
2003-10-03,1.6251
2003-10-06,0.3286
2003-10-07,-0.4148
2003-10-08,-0.1535
2003-10-09,0.5929
2003-10-10,-0.633
2003-10-13,0.4833
2003-10-14,0.7652
2003-10-15,0.217
2003-10-16,1.7103000000000002
2003-10-17,-0.9153
2003-10-20,-0.4726
2003-10-21,0.777
2003-10-22,-1.2637
2003-10-23,-0.2169
2003-10-24,-1.0217
2003-10-27,1.8449
2003-10-28,1.5527
2003-10-29,1.444
2003-10-30,-0.7745
2003-10-31,0.2743
2003-11-03,0.9888
2003-11-04,0.5208
2003-11-05,0.2487
2003-11-06,-0.2481
2003-11-07,0.6839
2003-11-10,-1.5232999999999999
2003-11-11,0.8361
2003-11-12,0.0207
2003-11-13,0.2073
2003-11-14,-0.8066
2003-11-17,0.0834
2003-11-18,-1.3125
2003-11-19,-0.2955
2003-11-20,-0.8046
2003-11-21,-0.1494
2003-11-24,1.1757
2003-11-25,-0.2958
2003-11-26,0.445
2003-11-28,0.3797
2003-12-01,-0.7146
2003-12-02,1.4183
2003-12-03,-1.1689
2003-12-04,0.2957
2003-12-05,0.5264
2003-12-08,-1.3406
2003-12-09,-1.8047
2003-12-10,-0.5189
2003-12-11,0.5434
2003-12-12,-0.3048
2003-12-15,0.131
2003-12-16,-0.5671
2003-12-17,-1.0529
2003-12-18,1.7955999999999999
2003-12-19,0.7186
2003-12-22,-1.4054
2003-12-23,0.1096
2003-12-24,0.5038
2003-12-26,-0.3705
2003-12-29,1.7283
2003-12-30,-0.1075
2003-12-31,0.2153
2004-01-02,0.0
2004-01-05,0.6445
2004-01-06,0.555
2004-01-07,0.8278
2004-01-08,0.8421
2004-01-09,-0.5219
2004-01-12,-0.6296
2004-01-13,-0.4646
2004-01-14,0.0424
2004-01-15,-0.1273
2004-01-16,0.2336
2004-01-20,1.6949
2004-01-21,-0.3125
2004-01-22,-1.1703000000000001
2004-01-23,0.4018
2004-01-26,0.337
2004-01-27,-1.4484
2004-01-28,1.0224
2004-01-29,-0.2108
2004-01-30,0.7606
2004-02-02,-0.3984
2004-02-03,-0.3158
2004-02-04,-1.9219
2004-02-05,0.9475
2004-02-06,0.8106
2004-02-09,2.0313
2004-02-10,1.6176
2004-02-11,0.5306
2004-02-12,-0.8323
2004-02-13,-0.0409
2004-02-17,0.7373
2004-02-18,0.3659
2004-02-19,1.1748
2004-02-20,0.6206
2004-02-23,0.199
2004-02-24,0.0199
2004-02-25,0.7743
2004-02-26,0.3349
2004-02-27,0.3338
2004-03-01,0.4697
2004-03-02,-0.6038
2004-03-03,0.921
2004-03-04,0.9709
2004-03-05,0.6923
2004-03-08,-0.1719
2004-03-09,-0.4783
2004-03-10,0.4421
2004-03-11,-1.4928
2004-03-12,0.2935
2004-03-15,-1.2488
2004-03-16,-0.3161
2004-03-17,-0.4955
2004-03-18,-0.3984
2004-03-19,0.06
2004-03-22,0.1399
2004-03-23,-1.5968
2004-03-24,0.0
2004-03-25,-1.0142
2004-03-26,1.5779
2004-03-29,-0.2824
2004-03-30,0.8497
2004-03-31,0.1605
2004-04-01,3.0643
2004-04-02,0.3692
2004-04-05,-0.7164
2004-04-06,0.2535
2004-04-07,0.4279
2004-04-08,-0.8716
2004-04-12,1.6021999999999998
2004-04-13,-1.9423
2004-04-14,-1.6865999999999999
2004-04-15,0.5785
2004-04-16,0.1983
2004-04-19,-0.1386
2004-04-20,-0.4757
2004-04-21,1.0556
2004-04-22,1.0445
2004-04-23,-0.5266
2004-04-26,0.0196
2004-04-27,0.7646
2004-04-28,-0.9533
2004-04-29,0.4714
2004-04-30,-0.3128
2004-05-03,1.9416
2004-05-04,-3.2128
2004-05-05,0.2783
2004-05-06,-0.1784
2004-05-07,-0.5759
2004-05-10,-2.4166
2004-05-11,0.5526
2004-05-12,0.2646
2004-05-13,0.3654
2004-05-14,-0.2023
2004-05-17,-1.6619000000000002
2004-05-18,0.371
2004-05-19,-1.2936
2004-05-20,-0.1456
2004-05-21,0.3125
2004-05-24,0.5815
2004-05-25,1.2802
2004-05-26,1.1009
2004-05-27,0.6251
2004-05-28,0.6814
2004-06-01,1.0947
2004-06-02,1.6539000000000001
2004-06-03,-1.0846
2004-06-04,1.1161
2004-06-07,1.1813
