ticker,CBDC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-07-26,5960.0
2017-07-27,18.8119
2017-07-28,-10.8333
2017-07-31,0.0
2017-08-01,0.0
2017-08-03,-1.8692
2017-08-04,1.9048
2017-08-08,0.0
2017-08-09,-1.8692
2017-08-10,-4.0952
2017-08-11,6.2562
2017-08-14,-6.5421
2017-08-15,1.0
2017-08-16,-0.9901
2017-08-17,0.0
2017-08-18,2.7
2017-08-21,5.1607
2017-08-22,-2.7778
2017-08-23,-4.7619
2017-08-24,0.0
2017-08-25,0.0
2017-08-28,5.0
2017-08-29,5.8095
2017-08-30,1.2601
2017-08-31,-0.4444
2017-09-01,0.0
2017-09-05,-1.3393
2017-09-07,13.1222
2017-09-08,-4.0
2017-09-11,4.6167
2017-09-12,-1.2267000000000001
2017-09-13,-4.8387
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,1.6949
2017-09-19,0.0
2017-09-20,4.1667
2017-09-21,0.8
2017-09-22,0.7937
2017-09-25,2.3622
2017-09-26,-6.1538
2017-09-27,1.6393
2017-09-28,0.0
2017-09-29,4.0323
2017-10-02,-0.7752
2017-10-03,-0.7813
2017-10-04,1.5748
2017-10-05,1.5504
2017-10-06,3.0534
2017-10-09,0.0
2017-10-10,1.6519
2017-10-11,-0.8963
2017-10-12,1.4706000000000001
2017-10-13,-0.7246
2017-10-16,3.6423
2017-10-17,1.4156
2017-10-18,-0.6944
2017-10-19,1.3986
2017-10-20,-1.3793
2017-10-23,-25.8741
2017-10-24,3.7736
2017-10-25,4.5455
2017-10-26,-6.087
2017-10-27,13.8796
2017-10-30,0.8212
2017-10-31,-29.4355
2017-11-01,-10.857099999999999
2017-11-02,3.8462
2017-11-03,9.8765
2017-11-06,22.4719
2017-11-07,5.5046
2017-11-08,-11.3043
2017-11-09,-1.9607999999999999
2017-11-10,-2.0
2017-11-13,-9.1837
2017-11-14,7.8652
2017-11-15,-15.5208
2017-11-16,5.0555
2017-11-20,7.9812
2017-11-21,3.2609
2017-11-22,0.0
2017-11-24,5.2632
2017-11-27,-2.5
2017-11-28,3.5897
2017-11-29,0.9901
2017-11-30,-4.902
2017-12-01,7.2165
2017-12-04,3.3654
2017-12-05,0.4651
2017-12-06,-5.5556
2017-12-07,9.8039
2017-12-08,-8.9286
2017-12-11,7.8431
2017-12-12,-1.8182
2017-12-13,1.8519
2017-12-14,-4.5455
2017-12-15,0.0952
2017-12-18,5.6137
2017-12-19,-11.7207
2017-12-20,-15.2975
