ticker,ENGA US Equity
2014-01-13,-8.9219
2014-01-15,-10.2041
2014-01-16,-6.8182
2014-01-17,20.9756
2014-01-23,-16.9355
2014-01-24,2.4272
2014-01-27,14.6919
2014-01-28,-8.6777
2014-01-29,1.81
2014-01-30,-5.3333
2014-01-31,16.4319
2014-02-03,-12.0968
2014-02-04,0.9174
2014-02-06,-3.1818
2014-02-07,-0.4695
2014-02-10,-0.4717
2014-02-11,-7.5829
2014-02-12,2.5641
2014-02-13,17.0
2014-02-14,23.9316
2014-02-18,-3.4483
2014-02-19,-7.8571
2014-02-21,24.031
2014-02-24,4.0625
2014-02-25,5.1051
2014-02-26,-4.5714
2014-02-27,1.1976
2014-02-28,-1.4793
2014-03-03,-7.8078
2014-03-04,10.7492
2014-03-05,-5.8824
2014-03-06,-4.0625
2014-03-11,-3.5831
2014-03-12,0.0
2014-03-13,3.0405
2014-03-14,16.3934
2014-03-17,26.7606
2014-03-18,-4.6667
2014-03-21,-18.648
2014-03-24,0.2865
2014-03-26,0.0
2014-03-27,-8.5714
2014-03-28,34.0625
2014-03-31,-9.0909
2014-04-01,0.0
2014-04-04,1.2821
2014-04-07,1.2658
2014-04-09,-19.5
2014-04-10,-0.6211
2014-04-16,-3.4375
2014-04-21,-9.3851
2014-04-22,3.5714
2014-04-30,-4.1379
2014-05-01,0.0
2014-05-09,-8.2734
2014-05-14,-23.5294
2014-05-16,14.8718
2014-05-19,0.4464
2014-05-20,13.3333
2014-05-21,0.0
2014-05-23,-1.9607999999999999
2014-05-27,9.2
2014-06-02,0.3663
2014-06-06,-8.7591
2014-06-12,-19.6
2014-06-13,0.4975
2014-06-16,-0.495
2014-06-17,-35.3234
2014-06-20,0.7692
2014-06-23,37.4046
2014-06-27,11.6667
2014-07-01,1.99
2014-07-08,2.439
2014-07-15,11.9048
2014-07-18,1.7021
2014-07-21,-1.2551999999999999
2014-07-22,0.0
2014-07-24,-11.0169
2014-07-25,11.9048
2014-07-28,0.0
2014-07-29,1.7021
2014-07-30,-0.4184
2014-07-31,-1.2605
2014-08-01,1.7021
2014-08-07,-7.9498
2014-08-08,-9.0909
2014-08-11,4.0
2014-08-12,0.0
2014-08-13,6.25
2014-08-15,-5.8824
2014-08-20,12.9808
2014-08-21,0.8511
2014-08-22,-19.8312
2014-08-29,11.0526
2014-09-05,0.0
2014-09-08,-9.9526
2014-09-10,0.0
2014-09-19,0.0
2014-09-22,0.0
2014-10-14,-18.4211
2014-10-16,0.0
2014-10-20,-19.3548
2014-10-21,0.0
2014-10-22,-12.0
2014-10-23,22.7273
2014-10-28,11.1111
2014-11-11,-20.0
2014-11-12,0.0
2014-11-14,-8.3333
2014-11-26,-8.1818
2014-12-02,-0.9901
2014-12-05,2.0
2014-12-08,0.0
2014-12-10,5.8824
2014-12-30,-21.2963
2015-01-02,0.0
2015-01-05,0.0
2015-01-14,-11.7647
2015-01-15,0.0
2015-01-20,0.0
2015-01-30,-32.0
2015-02-06,0.0
2015-02-17,0.0
2015-02-25,0.0
2015-03-11,-21.5686
2015-03-19,-21.25
2015-03-30,176.1905
2015-03-31,71.2644
2015-04-01,10.7383
2015-04-02,5.4545
2015-04-07,0.0
2015-04-08,14.3678
2015-04-09,39.196
2015-04-10,4.6931
2015-04-13,7.2414
2015-04-14,0.3215
2015-04-15,-0.3205
2015-04-16,0.0
2015-04-27,-35.3698
2015-04-28,-25.3731
2015-05-06,-16.6667
2015-06-17,-20.0
2015-06-25,-50.0
2015-07-28,-49.975
2015-07-30,0.0
2015-08-07,0.0
2015-08-14,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-24,39.93
2015-08-25,-5.7143
2015-11-16,-6.0606
2015-11-18,-3.2258
2015-11-20,0.0
2015-12-03,-50.0
2016-02-25,6.125
2016-03-02,0.0
2016-03-16,19.3561
2016-03-24,-21.0526
2016-03-28,16.6667
2016-03-30,14.2857
2016-03-31,-5.0
2016-04-01,0.0
2016-04-04,0.0
2016-04-07,-21.0526
2016-04-08,133.3333
2016-04-11,-34.2857
2016-04-12,-8.6957
2016-04-13,-9.5238
2016-04-14,-36.8421
2016-04-15,-16.6667
2016-04-18,10.0
2016-04-22,36.3636
2016-05-10,30.0
2016-05-12,0.0
2016-05-13,7.6923
2016-05-17,9.5238
2016-05-18,8.6957
2016-05-25,4.0
2016-05-26,3.8462
2016-05-31,0.0
2016-06-01,-7.4074
2016-06-02,8.0
2016-06-07,0.0
2016-06-08,3.7037
2016-06-09,3.5714
2016-06-10,8.6207
2016-06-13,1.5873
2016-06-14,3.125
2016-06-16,6.0606
2016-06-17,22.8214
2016-06-24,-2.2972
2016-06-27,-44.0476
2016-06-29,12.766
2016-07-05,-13.2075
2016-08-22,-8.2065
2016-09-30,1.3618000000000001
2016-10-06,-1.3435000000000001
2016-10-14,-14.7425
2016-11-14,-11.1111
2016-12-06,-6.25
2016-12-08,-13.3333
2016-12-27,3.5096
2017-01-20,33.7668
2017-02-03,-32.7778
2017-02-13,36.3636
2017-02-15,0.0
2017-03-21,0.0
2017-03-23,0.0
2017-03-24,-21.2121
2017-03-31,3.8462
2017-04-06,-11.1111
2017-05-22,0.0
2017-05-30,-8.3333
2017-06-09,-36.3636
2017-06-29,0.1429
2017-07-31,-0.1427
2017-08-01,-14.2857
2017-09-08,1.8333
2017-10-05,0.0
2017-11-03,-18.0033
2017-11-16,-20.1597
2017-12-04,25.25
2017-12-29,8.5329
2018-01-02,-26.4368
2018-01-04,0.0
2018-02-16,0.0
2018-03-07,0.0
2018-04-05,0.0
2018-04-06,100.0
2018-05-04,-50.0
2018-06-05,0.0
2018-06-06,0.0
2018-07-05,-25.0
2018-07-18,0.0
2018-08-03,0.0
2018-08-22,0.0
2018-09-05,-50.0
2018-09-19,33.3333
2018-09-21,-25.0
2018-10-03,166.6667
2018-10-04,0.0
2018-11-05,-62.5
2019-02-26,233.3333
2019-02-27,-20.0
2019-03-05,-25.0
2019-04-29,0.0
2019-07-03,-50.0
2019-07-16,3.3333
2019-08-21,-2.5806
2019-08-22,-50.3311
2019-08-23,28.3333
2019-08-26,55.8442
2019-08-27,-25.9
2019-08-29,-45.1192
2019-08-30,124.5902
2019-09-03,51.7518
2019-09-04,-46.6089
2019-09-05,80.1802
2019-09-06,-39.0
2019-09-10,135.6557
2019-09-17,-58.2609
2019-09-18,150.0
2019-09-25,203.3333
2019-09-26,-56.044
2019-09-27,-25.0
2019-10-01,0.0
2019-10-03,15.0
2019-10-04,-13.0435
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,-13.3333
2019-10-11,0.0
2019-10-14,-3.8462
2019-10-22,0.0
2019-10-24,-20.0
2019-10-25,0.0
2019-12-02,0.0
2019-12-11,-19.0
2019-12-18,-7.4074
2019-12-24,0.0
2020-01-06,-29.3333
2020-01-29,87.7358
2020-02-21,0.0
2020-03-02,-9.3467
2020-03-03,-30.9313
2020-03-19,59.7111
2020-04-07,50.7538
2020-04-15,-64.6667
2020-04-22,0.0
2020-04-29,0.0
2020-05-06,0.0
2020-05-12,0.0
2020-06-08,277.3585
2020-06-24,25.0
2020-06-29,-58.0
2020-07-06,51.9048
2020-07-16,0.0
2020-07-30,-5.9561
