ticker,ENGA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-22,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-05-07,-3.8462
2013-05-24,4.0
2013-06-03,0.0
2013-06-04,-3.8462
2013-06-06,4.0
2013-06-07,0.0
2013-06-12,0.0
2013-06-25,21.5385
2013-07-01,0.0
2013-07-22,-8.2278
2013-07-23,10.3448
2013-07-25,-3.125
2013-08-12,6.4516
2013-08-13,1.2121
2013-08-14,1.1976
2013-08-15,8.8757
2013-08-16,-1.087
2013-08-19,-1.0989
2013-08-20,1.1111
2013-08-21,0.0
2013-08-23,0.0
2013-08-29,0.0
2013-09-06,-3.8462
2013-09-12,-1.7143000000000002
2013-09-13,-15.6977
2013-09-18,-44.8276
2013-09-19,87.5
2013-09-20,-11.3333
2013-09-23,1.5038
2013-09-24,1.4815
2013-09-25,-1.4599
2013-09-26,-2.963
2013-09-27,1.5267
2013-09-30,1.5038
2013-10-01,8.1481
2013-10-02,1.3699
2013-10-03,20.9459
2013-10-04,3.352
2013-10-07,-10.8108
2013-10-08,1.8182
2013-10-09,-1.7856999999999998
2013-10-10,20.6061
2013-10-11,1.005
2013-10-14,0.0
2013-10-15,-7.9602
2013-10-16,7.5676
2013-10-17,6.0302
2013-10-18,-1.8957000000000002
2013-10-21,23.1884
2013-10-22,8.2353
2013-10-23,1.4493
2013-10-24,-6.4286
2013-10-25,6.8702
2013-10-28,-3.5714
2013-10-29,16.6667
2013-10-30,-7.9365
2013-10-31,0.0
2013-11-01,-13.4483
2013-11-04,1.1952
2013-11-05,-9.4488
2013-11-07,19.5652
2013-11-08,-5.4545
2013-11-11,-23.0769
2013-11-12,30.0
2013-11-13,-5.3846
2013-11-14,-47.9675
2013-11-15,42.1875
2013-11-18,41.7582
2013-11-19,-1.1628
2013-11-20,0.0
2013-11-21,-17.647100000000002
2013-11-22,-0.4762
2013-11-26,-16.2679
2013-11-27,0.5714
2013-11-29,5.6818
2013-12-02,6.9892
2013-12-03,24.6231
2013-12-05,0.0
2013-12-09,-24.5968
2013-12-10,28.3422
2013-12-12,6.25
2013-12-13,0.0
2013-12-16,1.1764999999999999
2013-12-17,-8.5271
2013-12-18,9.322
2013-12-19,0.7752
2013-12-20,0.0
2013-12-24,-0.3846
2013-12-26,0.0
2013-12-30,-14.2857
2013-12-31,2.7027
2014-01-02,14.8849
2014-01-03,4.6051
2014-01-06,-0.365
2014-01-07,-1.4652
2014-01-08,-12.6394
2014-01-09,0.0
2014-01-10,14.4681
