ticker,WSBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.2115
2000-01-04,1.0363
2000-01-05,-1.5385
2000-01-06,0.0
2000-01-07,2.0833
2000-01-10,0.0
2000-01-11,-3.5714
2000-01-12,3.7037
2000-01-13,-3.5714
2000-01-14,-4.7619
2000-01-18,5.5556
2000-01-19,1.0526
2000-01-20,4.1667
2000-01-21,-2.75
2000-01-24,0.2571
2000-01-25,-2.5641
2000-01-26,0.7895
2000-01-27,-0.7833
2000-01-28,4.2105
2000-01-31,-3.0303
2000-02-01,2.0833
2000-02-02,-2.0408
2000-02-03,0.0
2000-02-04,-1.3021
2000-02-07,1.3193
2000-02-08,-2.0833
2000-02-09,0.5319
2000-02-10,0.0
2000-02-11,-0.2646
2000-02-14,-1.3263
2000-02-15,-6.9892
2000-02-16,0.0
2000-02-17,8.0925
2000-02-18,-2.1390000000000002
2000-02-22,-4.918
2000-02-23,-1.1494
2000-02-24,1.1628
2000-02-25,2.2989
2000-02-28,-3.9326
2000-02-29,-1.7544
2000-03-01,3.5714
2000-03-02,-1.7241
2000-03-03,0.0
2000-03-06,1.7544
2000-03-07,-3.4483
2000-03-08,0.4524
2000-03-09,2.9939999999999998
2000-03-10,2.907
2000-03-13,-2.2599
2000-03-14,-5.2023
2000-03-15,-0.3049
2000-03-16,-1.5291000000000001
2000-03-17,-3.1056
2000-03-20,7.6923
2000-03-21,1.1905000000000001
2000-03-22,-2.3529
2000-03-23,4.2169
2000-03-24,-0.289
2000-03-27,-2.6087
2000-03-28,-1.7856999999999998
2000-03-29,-0.6061
2000-03-30,0.0
2000-03-31,-5.7927
2000-04-03,3.5599
2000-04-04,14.0625
2000-04-05,-4.1096
2000-04-06,-1.7143000000000002
2000-04-07,2.3256
2000-04-10,-6.8182
2000-04-11,8.5366
2000-04-12,-1.1236
2000-04-13,2.2727
2000-04-14,0.0
2000-04-17,1.1111
2000-04-18,-1.0989
2000-04-19,-3.3333
2000-04-20,1.1494
2000-04-24,-1.1364
2000-04-25,1.1494
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,3.4091
2000-05-01,1.0989
2000-05-02,-1.087
2000-05-03,0.0
2000-05-04,0.5495
2000-05-05,0.5464
2000-05-08,-0.2717
2000-05-09,4.0872
2000-05-10,-1.5707
2000-05-11,-1.5957
2000-05-12,-0.8108
2000-05-15,2.4523
2000-05-16,-3.1915
2000-05-17,3.2967
2000-05-18,-2.3936
2000-05-19,0.2725
2000-05-22,-0.2717
