ticker,VALU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.3889
2000-01-04,-1.3204
2000-01-05,2.5869999999999997
2000-01-06,0.1739
2000-01-07,-2.0833
2000-01-10,2.1277
2000-01-11,0.0
2000-01-12,2.7778
2000-01-13,0.0
2000-01-14,-2.027
2000-01-18,0.0
2000-01-19,8.2759
2000-01-20,-4.4586
2000-01-21,1.3333
2000-01-24,-3.2895
2000-01-25,1.3605
2000-01-26,-1.3423
2000-01-27,0.0
2000-01-28,0.6803
2000-01-31,0.0
2000-02-01,0.6803
2000-02-02,-0.6757
2000-02-03,0.6803
2000-02-04,-0.6757
2000-02-07,-3.4013999999999998
2000-02-08,2.1127
2000-02-11,-1.5516999999999999
2000-02-14,-2.9772
2000-02-15,3.9711
2000-02-16,0.6944
2000-02-17,-8.7931
2000-02-18,-0.9452
2000-02-22,3.0534
2000-02-23,-2.5926
2000-02-24,2.6616
2000-02-25,-1.4815
2000-02-28,2.2556
2000-02-29,5.5147
2000-03-01,5.9233
2000-03-02,0.0
2000-03-03,1.3158
2000-03-06,2.2727
2000-03-07,-1.5873
2000-03-09,-8.5484
2000-03-10,1.7637
2000-03-13,-0.8666
2000-03-14,0.8741
2000-03-15,4.3328
2000-03-16,-4.3189
2000-03-17,2.7778
2000-03-20,5.4054
2000-03-22,-5.1282
2000-03-23,2.7027
2000-03-27,-3.9474
2000-03-28,0.6849
2000-03-30,3.2313
2000-04-04,-5.1071
2000-04-05,-1.3889
2000-04-06,-2.1127
2000-04-07,1.4388
2000-04-10,0.3546
2000-04-11,1.0601
2000-04-13,0.6993
2000-04-14,-0.3038
2000-04-18,0.3047
2000-04-20,0.0
2000-04-24,0.0
2000-04-26,-0.1736
2000-04-27,0.8757
2000-04-28,-2.7778
2000-05-01,1.5179
2000-05-02,-0.7916
2000-05-03,-2.3936
2000-05-04,2.089
2000-05-05,-1.7793999999999999
2000-05-08,0.3623
2000-05-09,0.722
2000-05-10,-0.5376
2000-05-12,-0.1802
2000-05-15,0.722
2000-05-16,1.0753
2000-05-17,-0.3546
2000-05-18,-2.4911
2000-05-22,-2.1898
2000-05-23,4.4776
2000-05-24,-3.0357
2000-05-25,-0.3683
2000-05-26,-1.6636
2000-05-30,4.4643
2000-05-31,-4.9933
2000-06-01,1.5152
2000-06-02,0.0
2000-06-05,5.9701
2000-06-07,-1.5845
2000-06-08,-1.2522
2000-06-09,0.1812
2000-06-13,1.085
2000-06-14,0.3578
2000-06-15,-0.8021
