ticker,CCAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-05-18,-1.0256
2020-05-19,1.0363
2020-05-20,-0.5128
2020-05-21,-0.5155
2020-05-22,-1.4497
2020-05-26,1.4711
2020-05-28,0.0
2020-06-01,0.0
2020-06-05,0.0
2020-06-11,2.228
2020-06-12,2.1794000000000002
2020-06-16,-2.7778
2020-06-17,0.0
2020-06-22,1.2245
2020-06-23,-0.7056
2020-06-26,0.0
2020-06-29,-2.0305
2020-06-30,1.7617
2020-07-01,0.0
2020-07-02,1.5274999999999999
2020-07-06,-1.2036
2020-07-08,0.1015
2020-07-09,0.1014
2020-07-10,0.304
2020-07-13,0.5051
2020-07-14,0.5025
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,-0.5
2020-07-20,-0.3015
2020-07-21,0.4032
2020-07-22,-0.2008
2020-07-23,0.0
2020-07-24,-0.2012
2020-07-27,-0.7056
2020-07-28,0.7117
2020-07-29,-0.7066
2020-07-30,0.0
2020-07-31,0.3046
