ticker,GBOE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-08-21,0.0
2002-08-22,0.0
2002-08-26,0.0
2002-08-27,0.0
2002-09-04,-25.0
2002-09-05,33.3333
2002-09-26,-10.0
2002-10-01,11.1111
2002-10-02,0.0
2002-11-06,5.0
2002-12-06,19.0476
2003-01-31,-19.2
2003-03-04,13.8614
2003-03-05,8.2609
2003-03-07,0.4016
2003-03-10,-8.0
2003-03-11,7.3913
2003-03-12,1.2146
2003-03-13,-4.0
2003-03-25,1.099
2003-04-22,-0.0155
2003-05-23,-1.0717
2003-06-16,66.6667
2003-06-18,-37.5
2003-09-09,-16.0
2003-11-24,0.0
2004-04-06,-51.4286
2004-04-08,11.7647
2004-04-13,-3.5088
2004-05-17,36.3636
2004-05-21,-26.6667
2005-01-03,27.2727
2005-01-05,57.1429
2005-02-28,127.2727
2005-03-10,-40.0
2005-04-22,46.6667
2005-05-12,-27.2727
2005-06-09,118.75
2005-07-15,32.4571
2005-07-19,-0.1294
2005-07-26,1.0799
2005-07-27,-33.7607
2005-08-01,54.5161
2005-09-15,1.2526
2005-10-13,-58.7629
2005-10-25,100.0
2005-11-09,-47.5
2005-11-23,0.0
2005-12-07,0.0
2005-12-22,0.0
2006-05-03,-4.7619
2006-06-12,-22.5
2006-06-16,-32.2581
2006-07-20,0.0
2006-09-18,-14.2857
2006-09-20,-27.7778
2006-10-02,557.6923
2006-10-03,0.0
2006-10-04,-3.5088
2006-10-05,3.0303
2006-10-06,0.5882
2006-10-10,0.0
2006-10-11,2.924
2006-10-13,2.2727
2006-10-16,3.3333
2006-10-17,18.2796
2006-10-18,0.0
2006-10-20,9.0909
2006-10-23,16.6667
2006-10-24,3.2143
2006-10-25,-8.3045
2006-10-26,-32.0755
2006-10-30,11.1111
2006-10-31,-3.0
2006-11-03,-9.7938
2006-11-06,-5.7143
2006-11-08,0.0
2006-11-10,-3.0303
2006-11-13,6.25
2006-11-15,-2.9412000000000003
2006-11-17,-3.0303
2006-11-20,-12.5
2006-11-21,0.7143
2006-11-22,13.4752
2006-11-24,0.0
2006-11-29,-0.625
2006-12-01,-0.6289
2006-12-04,0.6329
2006-12-05,-5.6604
2006-12-06,13.3333
2006-12-07,-14.7059
2006-12-20,3.4483
2006-12-26,-26.6667
2006-12-27,-18.1818
2006-12-28,11.1111
2006-12-29,60.0
2007-01-03,-18.75
2007-01-05,-7.6923
2007-01-16,25.0
2007-01-22,0.0
2007-01-23,0.0
2007-01-24,0.0
