ticker,DEWY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,0.0
2000-01-06,0.0
2000-01-13,0.0
2000-01-19,1.2195
2000-01-24,3.6145
2000-01-25,0.0
2000-01-31,11.6279
2000-02-01,8.3333
2000-02-02,0.0
2000-02-03,3.8462
2000-02-04,2.7778
2000-02-07,-9.9099
2000-02-09,0.0
2000-02-14,0.0
2000-02-15,-4.0
2000-02-16,-16.6667
2000-02-24,-12.5
2000-03-02,65.7143
2000-03-15,-39.6552
2000-03-22,37.1429
2000-03-27,-27.0833
2000-03-28,14.2857
2000-03-30,5.0
2000-03-31,0.0
2000-04-03,42.8571
2000-04-13,-33.3333
2000-04-14,10.0
2000-04-18,-20.4545
2000-04-19,-2.8571
2000-05-09,52.9412
2000-05-30,-34.6154
2000-06-08,0.0
2000-06-09,41.1765
2000-06-20,-41.6667
2000-06-21,2.9286
2000-06-22,-9.7849
2000-06-23,0.0
2000-06-26,0.0
2000-06-27,0.0
2000-06-28,-15.3846
2000-06-29,-4.5455
2000-06-30,23.8095
2000-07-03,0.0
2000-07-06,7.6923
2000-07-10,0.0
2000-07-11,0.0
2000-07-12,14.2857
2000-07-17,0.0
2000-07-25,-6.25
2000-08-02,-26.6667
2000-08-04,9.0909
2000-08-09,33.3333
2000-08-10,-25.0
2000-08-18,0.0
2000-08-21,33.3333
2000-08-22,-21.875
2000-08-24,0.0
2000-08-31,20.0
2000-09-05,-13.3333
2000-09-14,115.3846
2000-09-15,-1.7856999999999998
2000-09-18,-12.7273
2000-09-19,-4.1667
2000-09-20,-8.6957
2000-09-22,9.5238
2000-09-25,4.3478
2000-09-26,-4.1667
2000-10-10,-4.3478
2000-10-11,-4.5455
2000-10-12,-11.9048
2000-10-16,18.9189
2000-10-25,-11.3636
2000-10-30,0.0
2000-10-31,-2.5641
2000-11-03,5.2632
2000-11-08,10.0
2000-11-09,15.9091
2000-11-13,-9.8039
2000-11-14,-4.3478
2000-11-20,0.0
2000-11-21,9.0909
2000-11-22,6.25
2000-11-27,0.0
2000-11-29,0.0
2000-12-01,1.9607999999999999
2000-12-04,9.2308
2000-12-05,-1.4085
2000-12-06,8.5714
2000-12-07,-7.8947
2000-12-08,6.5714
2000-12-11,-2.815
2000-12-12,3.4483
2000-12-15,-13.3333
2000-12-21,-23.0769
2000-12-22,47.5
2000-12-28,-11.8644
2001-01-03,0.0
2001-01-05,7.6923
2001-01-18,-14.2857
2001-01-22,0.0
2001-01-24,-16.6667
2001-01-30,30.0
