ticker,ESLP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-29,35.1351
2010-10-07,0.0
2010-10-08,60.0
2010-10-11,-6.25
2010-10-14,0.0
2010-12-01,-60.0
2010-12-15,3.3333
2010-12-28,-19.3548
2010-12-29,-12.0
2011-01-03,9.0909
2011-01-06,-4.1667
2011-01-12,0.0
2011-01-13,208.6957
2011-01-19,-61.9718
2011-01-20,-1.1111
2011-01-21,19.8502
2011-01-24,43.75
2011-01-25,-28.2609
2011-01-26,-27.2727
2011-01-27,4.1667
2011-01-28,8.0
2011-01-31,-7.4074
2011-02-01,-10.4
2011-02-02,2.2321
2011-02-03,-2.1834
2011-02-04,-11.1607
2011-02-07,13.0653
2011-02-08,-15.5556
2011-02-09,0.0
2011-02-10,15.7895
2011-02-11,9.0909
2011-02-14,2.0833
2011-02-15,6.1224
2011-02-16,-7.6923
2011-02-17,8.3333
2011-02-18,3.4615
2011-02-22,4.2751
2011-02-23,-16.221
2011-02-24,-7.234
2011-02-25,0.9174
2011-02-28,-9.0909
2011-03-01,-5.0
2011-03-02,-4.7368
2011-03-03,10.4972
2011-03-04,0.0
2011-03-07,-7.5
2011-03-08,-13.5135
2011-03-09,18.75
2011-03-10,-5.2632
2011-03-11,-16.6667
2011-03-14,6.6667
2011-03-15,-6.25
2011-03-16,0.6667
2011-03-17,-7.2848
2011-03-18,0.0
2011-03-21,21.4286
2011-03-22,-11.7647
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,0.0
2011-04-12,0.0
2011-04-13,-20.0
2011-04-15,-95.8333
2011-04-20,-80.0
2011-04-25,0.0
2011-04-27,2900.0
2011-04-28,66.6667
2011-05-02,-40.0
2011-05-11,0.0
2011-05-13,0.0
2011-05-17,-66.6667
2011-05-18,100.0
2011-05-19,0.0
2011-06-08,150.0
2011-06-10,-80.0
2011-06-14,0.0
2011-06-16,0.0
2011-06-20,50.0
2011-06-22,-33.3333
2011-06-23,400.0
2011-06-30,-40.0
2011-07-01,-66.6667
2011-07-11,200.0
2011-07-19,-33.3333
2011-07-20,0.0
2011-07-25,-47.5
2011-08-09,-4.7619
2011-08-12,0.0
2011-08-18,350.0
2011-08-29,-77.7778
2011-09-07,-90.0
2011-09-20,1000.0
2011-09-27,-77.2727
2011-10-07,300.0
2011-10-13,0.0
2011-10-20,0.0
2011-10-26,0.0
2011-11-16,-30.0
2011-11-23,0.0
2011-12-01,-71.4286
2011-12-16,-50.0
2011-12-20,200.0
2011-12-28,0.0
2011-12-29,-95.8333
2011-12-30,50.0
2012-01-12,100.0
2012-01-19,166.6667
2012-03-05,-81.25
2012-03-12,433.3333
2013-02-13,-87.5
2013-03-05,50.0
2013-06-21,0.0
2013-09-10,-33.3333
2013-10-28,0.0
2013-12-27,0.0
2014-05-29,0.0
2014-05-30,50.0
2014-06-05,-33.3333
2014-11-05,0.0
2014-12-29,0.0
2014-12-30,0.0
2015-01-12,0.0
2015-06-16,0.0
2015-11-12,700.0
2015-12-22,0.0
2016-02-25,-87.5
2016-03-10,0.0
2016-07-11,700.0
2016-08-22,0.0
2016-10-18,-87.5
2016-11-17,700.0
2016-12-20,0.0
2017-07-19,-99.9
2017-10-31,900.0
2017-11-01,9900.0
2017-12-14,0.0
2018-01-17,-99.9
2018-02-13,9900.0
2018-02-22,-90.0
2018-03-06,900.0
2018-03-15,-99.0
2018-04-03,9900.0
2018-04-09,0.0
2018-09-07,0.0
2018-11-19,-90.0
2018-12-04,0.0
2018-12-10,-90.0
2019-04-12,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-06-19,9900.0
2019-11-19,-99.0
2020-01-27,9900.0
2020-02-10,0.0
2020-05-01,0.0
2020-05-08,0.0
2020-05-11,0.0
