ticker,UNPA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-06-19,-16.0377
2001-07-12,0.0
2001-07-16,0.0
2003-02-11,-10.1124
2004-06-16,16.25
2004-06-18,0.0
2004-06-29,0.0
2004-07-13,0.0
2004-07-21,-0.5376
2004-09-07,-1.6216
2004-09-22,0.5495
2004-10-07,0.1366
2004-10-08,-2.3192
2004-10-18,-1.1173
2004-10-27,0.0
2004-12-20,4.5198
2005-02-09,-4.3243
2005-02-22,-1.1299
2005-03-08,0.0
2005-03-17,2.8571
2005-03-31,1.1111
2005-04-01,-3.8462
2005-04-04,-2.2857
2005-04-14,2.3392
2005-05-23,1.1429
2005-06-07,0.0
2005-07-14,-3.3898
2005-07-15,-0.5848
2005-07-18,3.5294
2005-10-25,-5.1136
2005-12-22,5.9879999999999995
2006-04-07,-9.322
2006-05-04,-2.8037
2006-05-17,-3.8462
2006-05-19,-6.6667
2006-05-31,-7.1429
2006-06-30,-0.7692
2006-07-18,-1.5504
2006-08-22,6.2992
2006-09-07,-5.1852
2006-10-04,0.0
2006-10-05,-4.6875
2006-11-08,8.1967
2006-11-09,3.0303
2006-11-17,-2.2059
2007-01-11,0.7519
2007-02-01,0.7463
2007-02-22,1.4815
2007-06-04,-1.4599
2007-07-16,0.0
2007-07-23,1.4815
2007-10-04,-2.9196999999999997
2007-11-19,-2.2556
2007-12-12,-6.9231
2007-12-14,0.8264
2007-12-28,-9.0164
2008-04-30,-2.7027
2008-05-07,11.1111
2008-06-09,-8.3333
2008-06-27,-0.9091
2008-06-30,-2.7523
2008-08-25,1.8868
2009-04-27,0.0
2009-06-09,-16.6667
2009-06-15,-2.2222
2009-10-09,-5.6818
2009-10-20,14.4578
2009-10-21,0.0
2009-11-24,-5.2632
2009-12-02,0.0
2009-12-03,5.0
2009-12-04,0.0
2009-12-30,-3.7037
2010-01-22,-1.0989
2010-01-25,4.4444
2010-06-02,2.1277
2010-06-03,1.0417
2010-06-30,5.1649
2010-07-02,0.4901
2010-07-15,2.429
2010-09-27,-2.3810000000000002
2010-09-28,2.439
2010-10-05,0.9524
2011-04-27,1.8868
2011-05-31,0.0
2011-10-25,2.7778
2011-10-26,2.7027
2011-12-23,5.2632
2012-02-03,4.1667
2012-03-26,-7.92
2012-03-27,4.2572
2012-06-08,8.3333
2013-12-09,4.6512
2013-12-10,7.4074
2013-12-27,-6.4698
2014-04-15,1.5038
2015-04-17,18.9024
2016-01-06,-1.4455
2016-06-15,0.6711
2016-07-14,-3.3333
2016-11-16,3.4483
2017-05-04,4.3771
2017-06-21,0.6494
2017-06-22,0.0
2017-06-23,-0.1613
2017-06-28,-3.0695
2017-07-06,19.3333
2017-07-12,3.352
2017-07-26,-16.2162
2017-08-17,3.2258
2017-08-22,-3.125
2017-08-25,0.0
2017-08-28,3.2258
2017-09-05,18.75
2018-01-03,-12.4668
2018-01-04,0.0
2018-02-09,-6.0606
2018-02-22,0.0
2018-03-05,12.9032
2018-03-08,2.8571
2018-03-15,-13.6111
2018-03-22,15.7556
2018-04-16,-16.1111
2018-04-19,19.2053
2018-05-04,-16.1111
2018-05-09,0.0013
2018-05-25,2.6475999999999997
2018-05-30,-1.6065
2018-06-05,0.0
2018-06-18,2.6334999999999997
2018-06-21,0.3215
2018-06-28,11.859
2018-07-17,-7.1633
2018-07-24,-5.8259
2018-07-25,1.5979999999999999
2018-08-17,3.1935000000000002
2018-08-31,0.0
2018-09-04,9.4092
2018-09-05,-9.1429
2018-09-10,4.4025
2018-09-13,14.3976
2018-09-19,-19.1259
2018-10-02,0.013
2018-10-16,13.9323
2018-10-22,-12.2229
2018-11-26,4.1534
2018-12-26,-4.6815
2018-12-28,0.0
2019-01-03,0.0
2019-01-04,1.3245
2019-01-07,-1.3007
2019-01-15,-0.0066
2019-01-18,2.649
2019-01-22,-0.9161
2019-02-06,4.1802
2019-02-07,-5.625
2019-02-12,0.0
2019-02-13,5.9603
2019-02-22,9.375
2019-02-25,-13.5714
2019-02-26,0.0
2019-02-28,0.0
2019-03-26,0.0
2019-04-05,0.0331
2019-04-16,0.0
2019-04-25,0.033
2019-05-07,-0.2313
2019-05-09,3.3045999999999998
2019-05-17,0.0064
2019-06-03,-3.1987
2019-06-21,-0.0066
2019-06-24,0.0
2019-06-25,0.6623
2019-07-01,0.0
2019-07-10,0.0
2019-07-22,2.649
2019-07-25,-1.2903
2019-08-05,0.0001
2019-08-21,-0.0001
2019-08-26,0.0
2019-11-21,3.9215999999999998
2019-11-27,-4.3962
2019-12-16,0.1908
2019-12-19,0.0
2020-01-27,1.4588999999999999
2020-02-10,-0.0065
2020-02-28,-4.5689
2020-03-16,-4.1096
2020-06-10,-7.1429
2020-06-12,6.9231
2020-06-26,0.7194
2020-07-27,-13.6691
