ticker,AXNX US Equity
2019-03-26,3.5667999999999997
2019-03-27,-3.6539
2019-03-28,3.3566
2019-03-29,1.0122
2019-04-01,-2.5887000000000002
2019-04-02,1.2859
2019-04-03,-1.9889999999999999
2019-04-04,-6.7358
2019-04-05,-0.3704
2019-04-08,-2.2305
2019-04-09,2.9943
2019-04-10,1.3383
2019-04-11,-4.9636
2019-04-12,-0.3354
2019-04-15,-3.4135
2019-04-16,-3.4345
2019-04-17,-4.433
2019-04-18,2.4272
2019-04-22,1.2638
2019-04-23,3.0161
2019-04-24,0.7824
2019-04-25,1.6278000000000001
2019-04-26,7.4914
2019-04-29,-3.668
2019-04-30,-3.8552999999999997
2019-05-01,6.0891
2019-05-02,2.0065
2019-05-03,2.882
2019-05-06,3.157
2019-05-07,1.7241
2019-05-08,2.7542
2019-05-09,19.4639
2019-05-10,3.3828
2019-05-13,-0.8347
2019-05-14,5.8586
2019-05-15,0.9224
2019-05-16,-4.9795
2019-05-17,0.2985
2019-05-20,2.4471
2019-05-21,0.9684
2019-05-22,-0.6714
2019-05-23,-2.5747999999999998
2019-05-24,4.3938
2019-05-28,6.3291
2019-05-29,-2.7976
2019-05-30,0.7961
2019-05-31,-0.1823
2019-06-03,0.3348
2019-06-04,0.5156
2019-06-05,-5.1901
2019-06-06,-0.7957
2019-06-07,1.2191
2019-06-10,2.6941
2019-06-11,-2.037
2019-06-12,0.189
2019-06-13,7.5786
2019-06-14,1.1400000000000001
2019-06-17,3.8439
2019-06-18,-1.5586
2019-06-19,1.8377
2019-06-20,2.6374
2019-06-21,2.5156
2019-06-24,-2.2691
2019-06-25,0.459
2019-06-26,-0.9944
2019-06-27,0.8415
2019-06-28,10.2826
2019-07-01,3.5148
2019-07-02,-3.7963
2019-07-03,0.4902
2019-07-05,-0.4878
2019-07-08,-1.9118
2019-07-09,0.2249
2019-07-10,-0.1995
2019-07-11,0.1499
2019-07-12,0.2494
2019-07-15,-0.0746
2019-07-16,-4.0837
2019-07-17,-0.2856
2019-07-18,0.2603
2019-07-19,-2.0254
2019-07-22,0.3976
2019-07-23,0.2904
2019-07-24,0.0
2019-07-25,-1.8426
2019-07-26,1.1799
2019-07-29,-0.0265
2019-07-30,-0.1591
2019-07-31,-2.5491
2019-08-01,1.8256000000000001
2019-08-02,-3.3717
2019-08-05,-6.4802
2019-08-06,-8.7356
2019-08-07,10.318
2019-08-08,-2.7353
2019-08-09,2.1167
2019-08-12,-2.4577999999999998
2019-08-13,6.7092
2019-08-14,-5.1494
2019-08-15,0.4799
2019-08-16,1.9403000000000001
2019-08-19,0.8199
2019-08-20,-0.3485
2019-08-21,1.7779
2019-08-22,-2.3482
2019-08-23,-2.8152
2019-08-26,3.4701
2019-08-27,-2.8871
2019-08-28,0.1802
2019-08-29,3.2974
2019-08-30,-3.4533
2019-09-03,0.1202
2019-09-04,-0.5704
2019-09-05,7.1256
2019-09-06,0.6483
2019-09-09,-6.9168
2019-09-10,-7.8219
2019-09-11,3.8838
2019-09-12,-1.0368
2019-09-13,-1.5238
2019-09-16,-2.4178
2019-09-17,5.517
2019-09-18,-1.6280999999999999
2019-09-19,-5.156
2019-09-20,4.5973
2019-09-23,-0.8662
2019-09-24,-2.7184
2019-09-25,-3.8922
2019-09-26,-5.5382
2019-09-27,1.649
2019-09-30,-2.956
2019-10-01,-4.8663
2019-10-02,-1.0543
2019-10-03,4.6961
2019-10-04,-3.7693
2019-10-07,-7.8927
2019-10-08,-7.8035
2019-10-09,-3.0904
2019-10-10,0.1904
2019-10-11,-4.6556
2019-10-14,0.6726
2019-10-15,2.4994
2019-10-16,-1.8349
2019-10-17,0.7378
2019-10-18,-0.1953
2019-10-21,1.8102
2019-10-22,-5.9587
2019-10-23,0.9709
2019-10-24,5.1113
2019-10-25,-0.4333
2019-10-28,6.8665
2019-10-29,6.1086
2019-10-30,0.2132
2019-10-31,5.1915
2019-11-01,1.5372
2019-11-04,-2.9084
2019-11-05,-4.0624
2019-11-06,-0.8982
2019-11-07,-7.8118
2019-11-08,4.9625
2019-11-11,6.7797
2019-11-12,4.2607
2019-11-13,2.1234
2019-11-14,13.613199999999999
2019-11-15,-7.6312
2019-11-18,-12.411200000000001
2019-11-19,-1.8779
2019-11-20,-4.8717
2019-11-21,1.1431
2019-11-22,0.0
2019-11-25,4.9729
2019-11-26,3.7037
2019-11-27,2.5332
2019-11-29,-1.2151
2019-12-02,-4.756
2019-12-03,1.5928
2019-12-04,1.9492
2019-12-05,4.1563
2019-12-06,1.8755
2019-12-09,-5.0137
2019-12-10,3.8763
2019-12-11,0.2779
2019-12-12,2.2169
2019-12-13,-1.2006000000000001
2019-12-16,1.3328
2019-12-17,-2.089
2019-12-18,4.2671
2019-12-19,1.8947
2019-12-20,-2.1569
2019-12-23,2.3185000000000002
2019-12-24,0.5572
2019-12-26,-0.3325
2019-12-27,-0.7784
2019-12-30,1.3448
2019-12-31,2.1379
2020-01-02,-0.6857
2020-01-03,-1.8532
2020-01-06,1.666
2020-01-07,-1.8572
2020-01-08,-0.0371
2020-01-09,20.8426
2020-01-10,-0.5376
2020-01-13,-6.1612
2020-01-14,1.7607
2020-01-15,-1.5524
2020-01-16,3.4823
2020-01-17,0.0
2020-01-21,1.0794
2020-01-22,-1.005
2020-01-23,-1.5228000000000002
2020-01-24,-1.4497
2020-01-27,-1.1115
2020-01-28,1.7189999999999999
2020-01-29,-1.365
2020-01-30,-1.7792
2020-01-31,-2.6166
2020-02-03,1.2745
2020-02-04,1.2925
2020-02-05,-2.4513
2020-02-06,3.4768
2020-02-07,0.499
2020-02-10,2.4495
2020-02-11,1.9386
2020-02-12,5.7052
2020-02-13,1.1694
2020-02-14,1.6301
2020-02-18,0.7582
2020-02-19,1.3314
2020-02-20,2.7135
2020-02-21,0.3615
2020-02-24,-1.8841999999999999
2020-02-25,1.4968
2020-02-26,1.6973
2020-02-27,-3.9672
2020-02-28,0.9829
2020-03-02,4.9231
2020-03-03,-2.2049
2020-03-04,3.7393
2020-03-05,-2.4914
2020-03-06,-2.3376
2020-03-09,-9.963799999999999
2020-03-10,-0.9892
2020-03-11,-5.651
2020-03-12,-10.0596
2020-03-13,-6.1074
2020-03-16,-21.0423
2020-03-17,0.5459
2020-03-18,-18.8549
2020-03-19,8.6375
2020-03-20,1.6797
2020-03-23,1.1564
2020-03-24,14.1535
2020-03-25,6.3901
2020-03-26,2.3308
2020-03-27,-0.9636
2020-03-30,5.0862
2020-03-31,6.9444
2020-04-01,-5.7064
2020-04-02,-3.7145
2020-04-03,-0.6935
2020-04-06,9.6901
2020-04-07,8.277
2020-04-08,2.1683
2020-04-09,1.9424000000000001
2020-04-13,-3.6344
2020-04-14,7.1036
2020-04-15,1.5726
2020-04-16,1.9522
2020-04-17,13.2717
2020-04-20,-2.798
2020-04-21,-5.4273
2020-04-22,6.8167
2020-04-23,4.0071
2020-04-24,-0.3425
2020-04-27,-0.1145
2020-04-28,-4.5872
2020-04-29,1.4423
2020-04-30,-4.5912
2020-05-01,-3.3064
2020-05-04,0.9793
2020-05-05,5.8187999999999995
2020-05-06,5.1983
2020-05-07,-0.2856
2020-05-08,0.6875
2020-05-11,-0.6543
2020-05-12,-0.9737
2020-05-13,0.8965
2020-05-14,1.7770000000000001
2020-05-15,0.8448
2020-05-18,6.8417
2020-05-19,4.0774
2020-05-20,-0.7032
2020-05-21,-2.2509
2020-05-22,0.4916
2020-05-26,-2.1627
2020-05-27,-2.2105
2020-05-28,-3.3638
2020-05-29,2.1164
2020-06-01,0.5727
2020-06-02,1.9523000000000001
2020-06-03,1.9415
2020-06-04,-2.1393
2020-06-05,5.3852
2020-06-08,-0.721
2020-06-09,-4.6248000000000005
2020-06-10,1.5228000000000002
2020-06-11,-6.6842
2020-06-12,1.4664
2020-06-15,6.2257
2020-06-16,3.7677
2020-06-17,0.4286
2020-06-18,-2.2596
2020-06-19,-3.1852
2020-06-22,-1.9634
2020-06-23,4.1678
2020-06-24,-8.7815
2020-06-25,-0.6266
2020-06-26,-5.5317
2020-06-29,4.6723
2020-06-30,1.7681
2020-07-01,3.7026
2020-07-02,4.0099
2020-07-06,3.644
2020-07-07,0.6115
2020-07-08,2.355
2020-07-09,2.1277
2020-07-10,-4.6996
2020-07-13,-4.1434
2020-07-14,-1.9358
2020-07-15,7.7069
2020-07-16,-0.4268
2020-07-17,0.8573
2020-07-20,-2.125
2020-07-21,4.2146
2020-07-22,-1.1029
2020-07-23,-1.1152
2020-07-24,-1.9298
2020-07-27,4.9067
2020-07-28,2.6309
2020-07-29,1.6141
2020-07-30,-1.0278
2020-07-31,-0.0236
