ticker,ROYE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-06,741.6667
2007-09-07,-90.099
2007-09-10,0.0
2007-09-11,0.0
2007-09-12,0.0
2007-09-13,-20.0
2007-09-17,87.5
2007-09-19,0.0
2007-09-25,33.3333
2007-10-01,-15.0
2007-10-02,0.0
2007-10-08,129.4118
2007-10-09,2.5641
2007-10-11,25.0
2007-10-15,0.0
2007-10-19,-20.0
2007-10-29,-57.5
2007-10-31,0.0
2007-11-01,-11.7647
2007-11-05,13.3333
2007-11-06,0.0
2007-11-08,-11.7647
2007-11-12,0.0
2007-11-14,6.6667
2007-11-16,0.0
2007-11-19,6.25
2007-11-21,0.0
2007-11-23,0.0
2007-11-27,0.0
2007-11-29,-11.7647
2007-12-04,0.0
2007-12-07,0.0
2007-12-10,-6.6667
2007-12-13,7.1429
2007-12-17,-6.6667
2007-12-20,7.1429
2007-12-21,0.0
2007-12-24,-6.6667
2007-12-28,0.0
2007-12-31,0.0
2008-01-02,0.0
2008-01-03,0.0
2008-01-04,0.0
2008-01-07,0.0
2008-01-15,0.0
2008-01-17,0.0
2008-01-18,0.0
2008-01-23,0.0
2008-01-29,0.0
2008-01-31,0.0
2008-02-05,7.1429
2008-02-07,0.0
2008-02-11,6.6667
2008-02-13,0.0
2008-02-15,0.0
2008-02-21,0.0
2008-02-25,0.0
2008-02-27,0.0
2008-03-06,0.0
2008-03-10,0.0
2008-03-12,0.0
2008-04-10,18.75
2008-04-11,0.0
2008-04-14,0.0
2008-04-16,26.3158
2008-04-17,0.0
2008-04-23,0.0
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,20.8333
2008-04-30,0.0
2008-05-01,0.0
2008-05-05,0.0
2008-05-06,3.4483
2008-05-07,0.0
2008-05-08,10.0
2008-05-09,6.0606
2008-05-12,8.5714
2008-05-13,-2.6316
2008-05-14,2.7027
2008-05-16,0.0
2008-05-20,0.0
2008-05-21,-5.2632
2008-05-22,0.0
2008-05-23,0.0
2008-05-27,11.1111
2008-05-28,-10.0
2008-05-29,0.0
2008-05-30,11.1111
2008-06-02,0.0
2008-06-03,-10.0
2008-06-04,11.1111
2008-06-05,-10.0
2008-06-06,0.0
2008-06-13,11.1111
2008-06-18,-10.0
2008-06-20,2.7778
2008-07-01,-2.7027
2008-07-03,0.0
2008-07-07,11.1111
2008-07-16,-10.0
2008-07-17,0.0
2008-07-28,25.0
2008-07-31,-15.5556
2008-08-04,18.4211
2008-08-05,0.0
2008-08-14,-20.0
