ticker,TEAH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-02,0.0
2009-12-03,2.5
2009-12-04,2.439
2009-12-11,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-18,2.3810000000000002
2009-12-21,0.0
2009-12-28,2.3256
2009-12-31,2.2727
2010-01-05,0.0
2010-01-11,0.0
2010-01-25,0.0
2010-01-26,6.6667
2010-01-27,4.1667
2010-01-29,2.0
2010-02-01,-1.9607999999999999
2010-02-02,10.0
2010-02-03,-5.0909
2010-02-04,-0.3831
2010-02-05,-3.8462
2010-02-08,-2.0
2010-02-10,4.0816
2010-02-11,13.7255
2010-02-12,3.4483
2010-02-16,-3.3333
2010-02-17,3.4483
2010-02-18,-13.3333
2010-02-24,1.9231
2010-02-25,-9.434
2010-02-26,4.1667
2010-03-02,-2.0
2010-03-04,0.0
2010-03-08,-2.0408
2010-03-09,-16.6667
2010-03-10,7.5
2010-03-11,0.0
2010-03-12,13.9535
2010-03-15,-6.1224
2010-03-16,13.0435
2010-03-17,5.7692
2010-03-18,36.3636
2010-03-19,20.0
2010-03-22,-11.1111
2010-03-23,0.0
2010-03-24,-6.25
2010-03-25,0.0
2010-03-29,6.6667
2010-03-30,0.0
2010-03-31,-5.0
2010-04-01,11.8421
2010-04-05,-2.3529
2010-04-06,2.4096
2010-04-07,0.0
2010-04-09,4.7059
2010-04-12,6.7416
2010-04-13,-5.2632
2010-04-14,-11.1111
2010-04-16,-12.5156
2010-04-19,7.162
2010-04-20,0.0
2010-04-21,-6.6667
2010-04-22,0.0
2010-04-26,7.1429
2010-04-27,0.0
2010-04-28,-13.3333
2010-04-29,0.0
2010-05-03,9.2308
2010-05-04,-14.0845
2010-05-05,8.1967
2010-05-06,-6.0606
2010-05-07,0.0
2010-05-10,-1.6129
2010-05-11,11.4754
2010-05-12,7.3529
2010-05-17,-6.8493
2010-05-20,10.2941
2010-05-25,4.0
2010-06-09,-16.6667
2010-06-10,-3.0769
2010-06-16,3.1746
2010-06-17,10.7692
2010-06-21,-13.8889
2010-06-23,0.0
2010-06-24,0.0
2010-06-28,6.4516
2010-06-29,-3.0303
2010-07-01,6.25
2010-07-07,-1.4706000000000001
2010-07-08,1.4925
2010-07-13,0.0
2010-07-15,1.4706000000000001
2010-07-16,1.4493
2010-07-19,21.4286
2010-07-23,-16.4706
2010-07-26,5.6338
2010-07-28,-6.6667
2010-07-30,-8.5714
2010-08-02,12.5
2010-08-03,-11.1111
2010-08-04,1.5625
2010-08-09,-3.0769
