ticker,EAF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-19,-3.6667
2018-04-20,7.2664
2018-04-23,4.5806000000000004
2018-04-24,-4.1949
2018-04-25,1.0947
2018-04-26,3.5032
2018-04-27,0.0615
2018-04-30,-1.722
2018-05-01,1.2516
2018-05-02,0.1236
2018-05-03,0.6173
2018-05-04,0.6748
2018-05-07,8.7142
2018-05-08,-0.3363
2018-05-09,-2.5309
2018-05-10,3.8084
2018-05-11,4.0022
2018-05-14,0.8017
2018-05-15,4.878
2018-05-16,-4.8027999999999995
2018-05-17,1.2215
2018-05-18,1.8363
2018-05-21,0.4637
2018-05-22,0.5128
2018-05-23,-0.7653
2018-05-24,-1.3881999999999999
2018-05-25,0.2607
2018-05-29,-3.5881
2018-05-30,0.24
2018-05-31,-0.9179
2018-06-01,-0.8719
2018-06-04,8.1363
2018-06-05,-1.6777
2018-06-06,0.6722
2018-06-07,-0.565
2018-06-08,2.1178
2018-06-11,1.8209
2018-06-12,0.4968
2018-06-13,0.0
2018-06-14,1.4828999999999999
2018-06-15,0.0
2018-06-18,-2.6303
2018-06-19,-3.6518
2018-06-20,-0.8307
2018-06-21,-2.9843
2018-06-22,0.054
2018-06-25,-5.6634
2018-06-26,-1.0863
2018-06-27,2.3121
2018-06-28,4.2938
2018-06-29,-2.5460000000000003
2018-07-02,0.1668
2018-07-03,-2.8302
2018-07-05,3.4266
2018-07-06,1.3805
2018-07-09,0.6536
2018-07-10,-1.8397999999999999
2018-07-11,-2.0948
2018-07-12,0.6757
2018-07-13,-2.2931
2018-07-16,-1.2593
2018-07-17,0.2319
2018-07-18,4.3956
2018-07-19,0.8864
2018-07-20,2.1417
2018-07-23,0.6989
2018-07-24,2.7229
2018-07-25,-1.2474
2018-07-26,3.0526
2018-07-27,0.2043
2018-07-30,1.9367999999999999
2018-07-31,6.0
2018-08-01,5.5189
2018-08-02,-2.101
2018-08-03,-3.9269
2018-08-06,4.4677
2018-08-07,-2.0928
2018-08-08,-0.79
2018-08-09,-8.6651
2018-08-10,-0.1538
2018-08-13,0.1541
2018-08-14,0.0
2018-08-15,-7.5897
2018-08-16,0.1665
2018-08-17,-2.7701000000000002
2018-08-20,1.9373
2018-08-21,0.3913
2018-08-22,2.2829
2018-08-23,0.0
2018-08-24,2.0686
2018-08-27,3.7866999999999997
2018-08-28,-3.5971
2018-08-29,-0.6397
2018-08-30,-1.7436
2018-08-31,1.3714
2018-09-04,0.2165
2018-09-05,-0.8099
2018-09-06,-1.3065
