ticker,LBTD US Equity
2016-12-06,-8.3333
2016-12-07,-17.9545
2016-12-08,10.8033
2016-12-09,-10.0
2016-12-12,-6.6667
2016-12-13,17.5595
2016-12-14,21.519
2016-12-15,-8.3333
2016-12-16,0.0
2016-12-19,5.4545
2016-12-20,-30.819
2016-12-21,-0.3115
2016-12-22,0.0
2016-12-23,25.0
2016-12-27,0.0
2016-12-28,-20.0
2016-12-29,-24.6875
2016-12-30,37.5519
2017-01-03,-27.3002
2017-01-04,6.639
2017-01-05,-6.0311
2017-01-06,55.2795
2017-01-09,2.4
2017-01-10,25.0
2017-01-11,-16.6667
2017-01-12,-9.75
2017-01-13,-22.1607
2017-01-17,13.879
2017-01-19,0.0
2017-01-20,0.0
2017-01-23,0.0
2017-01-25,-12.1875
2017-01-27,0.0
2017-01-30,0.1779
2017-01-31,-14.3872
2017-02-01,65.9751
2017-02-02,-39.625
2017-02-03,2.6915
2017-02-06,54.8387
2017-02-07,-27.0833
2017-02-09,0.0
2017-02-13,14.2857
2017-02-14,12.5
2017-02-15,-11.1111
2017-02-17,37.5
2017-02-21,0.0
2017-02-22,-27.2727
2017-02-23,0.0
2017-02-24,50.0
2017-02-27,0.0
2017-02-28,-41.6667
2017-03-01,0.0
2017-03-02,0.0
2017-03-06,28.5714
2017-03-07,0.0
2017-03-08,4.4444
2017-03-09,4.2553
2017-03-10,12.2449
2017-03-13,-21.8182
2017-03-14,16.2791
2017-03-15,20.0
2017-03-16,5.7292
2017-03-17,1.6749
2017-03-20,0.7752
2017-03-21,0.0
2017-03-22,11.538499999999999
2017-03-23,3.4483
2017-03-24,0.0
2017-03-27,46.6667
2017-03-28,19.6023
2017-03-29,-8.7886
2017-03-30,-16.0417
2017-03-31,38.9578
2017-04-03,-8.9286
2017-04-04,35.1471
2017-04-05,7.3631
2017-04-06,-8.1081
2017-04-07,5.8824
2017-04-10,-5.5556
2017-04-11,11.7647
2017-04-12,-10.526299999999999
2017-04-13,5.8824
2017-04-17,-5.5556
2017-04-18,-26.4706
2017-04-19,-4.0
2017-04-21,3.3333
2017-04-24,-3.2258
2017-04-27,0.0
2017-04-28,-25.0
2017-05-01,4.4444
2017-05-02,-4.2553
2017-05-03,0.0
2017-05-05,-5.5556
2017-05-08,0.0
2017-05-11,0.0
2017-05-12,-2.3529
2017-05-16,1.8824999999999998
2017-05-19,-16.0384
2017-05-23,9.419
2017-05-24,-8.6082
2017-05-25,19.7183
2017-06-01,-40.0
2017-06-06,-1.9607999999999999
2017-06-13,73.0
2017-06-14,-8.6705
2017-06-15,13.9241
2017-06-16,111.1111
2017-06-19,0.0
2017-06-20,-3.9474
2017-06-21,-9.589
2017-06-22,-24.2424
2017-06-29,-16.0
2017-06-30,14.2857
2017-07-03,-12.5
2017-07-05,42.8571
2017-07-06,6.6667
2017-07-07,0.0
2017-07-10,18.75
2017-07-13,-39.4737
2017-07-14,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,-30.4348
2017-07-24,13.625
2017-07-27,-21.8922
2017-07-31,-1.4085
2017-08-02,-14.2857
2017-08-03,0.0
2017-08-04,16.6667
2017-08-08,0.0
2017-08-09,71.4286
2017-08-10,0.0
2017-08-11,41.6667
2017-08-14,5.8824
2017-08-16,-44.4444
2017-08-17,-10.0
2017-08-18,-10.5556
2017-08-22,-13.0435
2017-08-25,0.0
2017-08-28,1.4285999999999999
2017-08-29,26.7606
2017-08-30,0.0
2017-08-31,11.1111
2017-09-01,0.0
2017-09-05,-16.0
2017-09-06,17.8571
2017-09-07,-25.4545
2017-09-08,2.6423
2017-09-11,22.5083
2017-09-12,-3.0172
2017-09-14,-2.2222
2017-09-15,-36.3636
2017-09-18,21.4286
2017-09-19,-26.4706
2017-09-20,20.0
2017-09-21,-29.1667
2017-09-22,-38.8235
2017-09-25,15.3846
2017-09-26,-63.3333
2017-09-27,64.5455
2017-09-28,4.9724
2017-09-29,-2.6316
2017-10-02,-27.027
2017-10-03,-11.1111
2017-10-04,25.0
2017-10-05,-13.3333
2017-10-06,-7.6923
2017-10-09,0.0
2017-10-10,-8.3333
2017-10-11,-11.9091
2017-10-12,8.3591
2017-10-13,-14.2857
2017-10-16,11.1111
2017-10-18,-10.0
2017-10-19,-4.4444
2017-10-20,42.4419
2017-10-23,-2.0408
2017-10-24,-16.6667
2017-10-26,9.5
2017-10-27,16.4384
2017-10-30,-17.647100000000002
2017-11-01,0.0
2017-11-02,14.2857
2017-11-03,-16.6667
2017-11-07,10.0
2017-11-08,-4.5455
2017-11-09,-4.7619
2017-11-10,30.0
2017-11-14,-23.0769
2017-11-16,-10.0
2017-11-20,14.4444
2017-11-21,-51.4563
2017-11-22,0.0
2017-11-24,10.0
2017-11-27,-25.4545
2017-11-28,58.5366
2017-11-29,-23.0769
2017-11-30,-20.0
2017-12-01,30.0
2017-12-07,-21.1538
2017-12-12,-21.9512
2017-12-13,43.75
2017-12-15,-1.087
2017-12-20,-25.2747
2017-12-21,194.1176
2017-12-22,280.0
2017-12-26,3.2895
2017-12-27,-18.4713
2017-12-28,-28.4375
2017-12-29,-12.6638
2018-01-02,10.0
2018-01-03,-20.4545
2018-01-04,100.0
2018-01-05,-42.8571
2018-01-08,37.5
2018-01-09,-27.2727
2018-01-10,50.0
2018-01-11,-33.3333
2018-01-12,-20.0
2018-01-16,0.625
2018-01-17,42.8571
2018-01-18,-16.7391
2018-01-19,14.8825
2018-01-22,0.0
2018-01-23,-25.9091
2018-01-24,34.9693
2018-01-25,-12.9545
2018-01-26,-19.5822
2018-01-29,-22.4026
2018-01-30,33.8912
2018-01-31,-19.375
2018-02-01,47.3643
2018-02-05,-23.4613
2018-02-07,-0.3436
2018-02-08,-17.2414
2018-02-09,66.6667
2018-02-12,-25.0
2018-02-13,-40.0
2018-02-14,11.1111
2018-02-15,0.0
2018-02-16,5.0
2018-02-20,-23.8095
2018-02-21,56.25
2018-02-23,0.0
2018-02-26,-36.0
2018-02-27,50.0
2018-02-28,-16.6667
2018-03-01,0.0
2018-03-05,-20.0
2018-03-06,47.5
2018-03-07,-0.339
2018-03-08,-31.9728
2018-03-09,47.5
2018-03-12,1.6949
2018-03-13,-10.4167
2018-03-14,25.1163
2018-03-15,4.0892
2018-03-19,20.2143
2018-03-21,-52.4658
2018-03-22,37.5
2018-03-23,-9.0909
2018-03-27,-10.0
2018-03-28,-11.1111
2018-03-29,0.0
2018-04-03,12.5
2018-04-09,11.1111
2018-04-10,-1.0
2018-04-13,1.0101
2018-04-16,-25.0
2018-04-17,0.0
2018-04-18,6.6667
2018-04-19,0.0
2018-04-20,22.5
2018-04-23,2.0408
2018-04-24,-15.0
2018-04-25,14.7059
2018-04-26,0.0
2018-04-27,0.0
2018-05-01,-17.9487
2018-05-02,-47.5
2018-05-04,45.2381
2018-05-07,0.0
2018-05-09,3.9016
2018-05-10,17.545
2018-05-11,-23.4899
2018-05-14,-12.2807
2018-05-15,98.0
2018-05-17,-44.4444
2018-05-18,78.1818
2018-05-21,-6.1224
2018-05-23,4.8913
2018-05-25,-40.829
2018-05-29,-1.9264000000000001
2018-05-30,-3.5714
2018-05-31,22.2222
2018-06-01,17.4242
2018-06-04,29.0323
2018-06-05,-22.0
2018-06-06,-8.3333
2018-06-07,-16.2517
2018-06-08,45.2906
2018-06-11,-34.4828
2018-06-12,49.1228
2018-06-13,-17.647100000000002
2018-06-14,7.1429
2018-06-20,-24.0
2018-06-27,35.3158
2018-06-29,-26.0988
2018-07-02,20.1754
2018-07-03,16.7883
2018-07-05,-33.75
2018-07-09,13.2075
2018-07-10,-11.6667
2018-07-13,-3.7736
2018-07-16,-1.9607999999999999
2018-07-23,-50.0
2018-07-24,16.0
2018-07-26,62.069
2018-07-31,-37.8723
2018-08-01,60.9589
2018-08-02,-36.1702
2018-08-06,16.6667
2018-08-14,-40.0
2018-08-21,0.0
2018-08-23,0.0
2018-08-27,4.7619
2018-08-28,0.0
2018-08-30,0.4545
2018-09-05,13.1222
2018-09-06,0.0
2018-09-13,-8.0
2018-09-20,34.7826
2018-09-25,12.9032
2018-10-09,-14.2857
2018-10-11,-16.6667
2018-10-12,-8.0
2018-10-17,4.3478
2018-10-29,4.1667
2018-11-02,40.0
2018-11-05,-34.2857
2018-11-06,16.3043
2018-11-07,30.8411
2018-11-08,0.0
2018-11-09,14.2857
2018-11-13,12.5
2018-11-14,-31.1111
2018-11-27,3.871
2018-11-29,37.5776
2018-12-04,-14.2212
2018-12-10,-18.4211
2018-12-11,0.0
2018-12-12,-22.5806
2018-12-13,29.1667
2018-12-17,-22.5806
2018-12-19,-41.6667
2018-12-20,32.1429
2018-12-26,-13.5135
2018-12-27,0.0
2018-12-28,12.5
2018-12-31,11.1111
2019-01-02,25.0
2019-01-10,-20.0
2019-01-28,0.0
2019-02-04,12.5
2019-02-05,11.1111
2019-02-25,8.0
2019-02-26,11.1111
2019-02-27,0.0
2019-03-04,-10.0
2019-03-08,0.0
2019-03-11,0.0
2019-03-20,-44.4444
2019-03-21,0.0
2019-03-26,33.3333
2019-04-08,50.0
2019-04-10,6.6667
2019-04-11,0.0
2019-04-15,0.0
2019-04-18,3.125
2019-04-24,-9.0909
2019-05-14,-43.3333
2019-05-15,135.2941
2019-06-06,-25.0
2019-06-07,-3.3333
2019-06-14,-31.0345
2019-06-17,0.0
2019-06-18,0.0
2019-06-27,0.0
2019-07-02,-39.5
2019-07-08,-0.8264
2019-07-10,0.0
2019-07-30,100.0
2019-08-07,-16.6667
2019-08-12,60.0
2019-08-14,-37.5
2019-08-16,75.0
2019-08-27,0.0
2019-09-09,-14.2857
2019-09-11,176.6667
2019-09-13,-57.8313
2019-09-17,0.0
2019-09-19,116.1143
2019-09-20,-47.065
2019-09-23,87.3127
2019-09-27,0.0
2019-10-04,-53.3333
2019-10-07,0.0
2019-10-09,-28.5714
2019-10-10,20.0
2019-10-16,136.6667
2019-10-21,-29.5775
2019-10-29,0.0
2019-10-31,-40.0
2019-11-07,0.0
2019-11-12,0.0
2019-11-18,0.0
2019-12-05,14.5
2019-12-06,-12.6638
2019-12-12,0.0
2019-12-16,7.2
2019-12-17,-6.7164
2019-12-19,57.8667
2019-12-23,-36.6554
2019-12-26,0.0
2019-12-27,11.2
2019-12-30,-31.0552
2020-01-02,0.0
2020-01-06,0.0
2020-01-09,30.4348
2020-01-10,56.6667
2020-01-23,0.0
2020-01-29,-36.1702
2020-01-30,0.0
2020-01-31,0.0
2020-02-20,-40.0
2020-02-27,0.0
2020-03-02,66.6667
2020-03-19,-33.3333
2020-03-23,0.0
2020-03-26,0.0
2020-03-27,50.5
2020-04-07,-40.1993
2020-04-14,0.0
2020-04-22,38.8889
2020-04-24,0.0
2020-04-29,-28.0
2020-05-12,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-06-02,66.6667
2020-06-05,28.3333
2020-06-16,48.0519
2020-06-30,-38.5965
2020-07-01,21.4286
2020-07-02,17.647100000000002
2020-07-06,-48.0
2020-07-14,0.0
2020-07-20,0.0
2020-07-23,0.0
2020-07-27,42.3077
2020-07-30,8.1081
2020-07-31,-25.0
