ticker,DUOT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-08-28,20.0
2008-09-02,-13.3333
2008-09-08,0.0
2008-09-15,-5.7692
2008-09-18,22.449
2008-09-22,16.6667
2008-09-29,11.4286
2008-09-30,2.5641
2008-10-06,20.0
2008-10-15,4.1667
2008-10-21,30.0
2008-10-22,13.8462
2008-10-27,0.0
2008-10-28,0.0
2008-10-31,5.4054
2008-11-04,0.0
2008-11-17,-3.8462
2008-11-20,0.0
2008-11-21,0.0
2008-11-26,0.0
2008-12-12,0.0
2008-12-15,0.0
2008-12-23,-13.3333
2009-01-12,-7.6923
2009-01-14,0.0
2009-01-21,25.0
2009-01-22,0.0
2009-01-23,-20.0
2009-01-29,-16.6667
2009-02-03,0.0
2009-02-12,-20.0
2009-02-13,-25.0
2009-02-23,-46.6667
2009-02-24,25.0
2009-02-25,0.0
2009-02-27,25.0
2009-03-11,100.0
2009-03-16,-40.0
2009-03-26,70.0
2009-03-31,27.451
2009-04-06,-61.5385
2009-04-07,140.0
2009-05-07,-58.3333
2009-05-08,-4.0
2009-05-18,-58.3333
2009-06-02,80.0
2009-06-03,66.6667
2009-06-05,50.0
2009-06-11,-11.1111
2009-08-27,-12.5
2009-09-01,-31.4286
2009-09-04,-16.6667
2009-09-08,35.0
2009-09-24,-11.1111
2009-09-30,29.1667
2009-10-01,0.0
2009-10-07,-3.2258
2009-10-08,0.0
2009-10-14,3.3333
2009-10-15,12.9032
2009-10-16,-14.2857
2009-10-19,0.0
2009-10-20,0.0
2009-10-26,0.0
2009-10-27,-16.6667
2009-10-30,0.0
2009-11-04,-20.0
2009-11-05,10.0
2009-11-11,9.0909
2009-11-12,4.1667
2009-11-17,-12.0
2009-11-18,-40.9091
2009-11-23,7.6923
2009-11-24,-7.1429
2009-11-25,30.7692
2009-11-27,-23.5294
2009-11-30,-7.6923
2009-12-02,0.0
2009-12-04,125.0
2009-12-08,-25.9259
2009-12-09,-20.0
2009-12-10,6.25
2009-12-15,-11.1765
2009-12-16,-0.6623
2009-12-17,-6.6667
2009-12-18,-13.5714
2009-12-23,-9.0909
2009-12-24,9.0909
2009-12-28,16.6667
2009-12-29,14.2857
2009-12-30,0.0
2009-12-31,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-07,-6.25
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-25,0.0
2010-01-29,-6.6667
