ticker,TDACU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-31,0.2552
2018-06-01,0.3421
2018-06-04,0.0991
2018-06-05,-0.3941
2018-06-06,0.3956
2018-06-07,-0.099
2018-06-08,-0.2973
2018-06-11,0.1988
2018-06-12,0.3472
2018-06-13,-0.346
2018-06-14,-0.0992
2018-06-15,-0.0993
2018-06-18,0.2982
2018-06-20,-0.0991
2018-06-21,0.0992
2018-06-25,-0.2973
2018-06-26,-0.2982
2018-06-27,0.0
2018-06-29,0.4985
2018-07-02,-0.3968
2018-07-03,0.0
2018-07-05,0.0498
2018-07-06,0.3484
2018-07-09,-0.2976
2018-07-10,0.2716
2018-07-12,-0.6678
2018-07-13,0.1998
2018-07-17,0.0
2018-07-19,0.0
2018-07-20,0.4985
2018-07-23,-0.2421
2018-07-27,-0.0557
2018-07-30,0.2985
2018-07-31,-0.496
2018-08-01,0.3978
2018-08-02,0.001
2018-08-06,-0.4965
2018-08-08,-0.0998
2018-08-09,0.4995
2018-08-15,0.0994
2018-08-20,-0.4965
2018-08-21,0.6986
2018-08-31,-0.1982
2018-09-04,0.2979
2018-09-14,-0.396
2018-09-17,-0.3976
2018-09-19,1.7964
2018-09-20,-0.7422
2018-09-21,-0.8327
2018-09-24,1.2948
2018-09-25,-0.4916
2018-09-27,0.0
2018-10-02,-0.0543
2018-10-03,-0.1434
2018-10-04,0.0
2018-10-05,-0.099
2018-10-08,0.0991
2018-10-15,-0.099
2018-10-16,-0.0991
2018-10-17,0.0992
2018-10-23,0.0991
2018-10-24,0.0
2018-10-26,0.0
2018-11-01,0.0
2018-11-06,0.0
2018-11-13,0.9901
2018-11-14,0.0
2018-11-15,0.1961
2018-11-16,-0.1957
2018-11-19,0.0
2018-11-20,0.098
2018-11-23,0.3918
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,-0.0976
2018-11-29,-1.2695
2018-11-30,-0.0989
2018-12-03,0.495
2018-12-04,0.4926
2018-12-06,0.0
2018-12-12,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,-0.098
2018-12-19,0.0981
2018-12-20,-0.098
2018-12-26,0.0
2019-01-04,0.0981
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,0.098
2019-01-10,0.0
2019-01-11,0.3918
2019-01-18,-0.3902
2019-01-22,-0.1959
2019-01-23,0.0981
2019-01-24,-0.098
2019-01-29,0.3925
2019-01-30,0.1955
2019-02-01,0.2927
2019-02-04,0.0
2019-02-06,0.0
2019-02-11,0.0
2019-02-13,0.0
2019-02-14,0.1946
2019-02-22,0.0
2019-02-26,0.0
2019-02-27,0.2913
2019-03-01,0.1936
2019-03-04,-0.2899
2019-03-12,0.0
2019-03-13,0.0969
2019-03-15,-0.2904
2019-03-18,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.0971
2019-03-25,0.0
2019-03-28,0.0
2019-03-29,-0.097
2019-04-02,0.3883
2019-04-03,0.0967
2019-04-04,0.1865
2019-04-09,0.0068
2019-04-11,-0.1929
2019-04-18,0.0
2019-04-22,0.0
2019-04-25,0.5787
2019-04-26,0.097
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.096
2019-05-15,0.0
2019-05-17,-0.1918
2019-05-23,0.0
2019-05-29,-0.0961
2019-05-31,0.226
2019-06-03,-0.0336
2019-06-04,0.2879
2019-06-06,0.4785
2019-06-19,0.0
2019-07-02,0.0
2019-07-18,0.2476
2019-07-19,0.1064
2019-07-24,0.1215
2019-07-25,0.3791
2019-08-06,0.0
2019-08-09,0.0944
2019-08-14,-0.0943
2019-08-15,0.5666
2019-08-16,-0.5634
2019-08-22,0.0
2019-08-23,-0.0944
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,-0.6342
2019-09-03,0.2578
2019-09-04,0.9488
2019-09-05,0.0
2019-09-06,0.5639
2019-09-09,-0.9346
2019-09-10,-1.4151
2019-09-11,1.4354
2019-09-17,0.6604
2019-09-18,0.0
2019-09-19,-0.1874
2019-09-23,-0.6141
2019-09-30,-0.0435
2019-10-04,-0.2836
2019-10-07,-0.0948
2019-10-08,0.0949
2019-10-11,0.6635
2019-10-18,-0.7533
2019-10-31,0.0949
2019-11-01,-0.0948
2019-11-11,0.0
2019-11-12,0.0
2019-11-20,0.9905
2019-11-22,-0.3307
2019-11-29,2.2697
2019-12-05,0.3687
2019-12-13,0.551
2019-12-18,-1.9178
2019-12-23,-1.3035
2020-02-24,-0.2226
2020-03-31,0.0
2020-05-28,-0.9682
2020-07-01,21.0139
2020-07-09,19.0556
2020-07-27,-28.2983
