ticker,ARST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-11-10,-3.125
2011-11-11,61.2903
2011-11-14,200.0
2011-11-15,-6.6667
2011-11-18,44.2857
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,0.9901
2011-11-25,22.549
2011-12-07,-51.2
2011-12-09,22.9508
2011-12-23,40.0
2011-12-28,66.6667
2011-12-30,0.0
2012-01-11,2.8571
2012-01-12,25.0
2012-01-13,4.4444
2012-01-18,-4.2553
2012-01-19,22.2222
2012-01-20,9.0909
2012-01-23,0.0
2012-01-24,0.0
2012-01-25,0.0
2012-01-26,0.0
2012-01-27,8.3333
2012-01-30,-7.6923
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,8.3333
2012-02-03,0.0
2012-02-06,0.0
2012-02-07,0.0
2012-02-08,0.0
2012-02-10,0.0
2012-02-13,0.0
2012-02-14,0.0
2012-02-15,3.0769
2012-02-16,0.0
2012-02-17,4.4776
2012-02-21,14.2857
2012-02-22,0.0
2012-02-23,6.25
2012-02-24,0.0
2012-02-27,11.7647
2012-02-28,3.1579
2012-02-29,2.0408
2012-03-01,0.0
2012-03-02,2.0
2012-03-05,1.9607999999999999
2012-03-06,0.0
2012-03-07,-3.8462
2012-03-08,3.0
2012-03-09,1.9417
2012-03-12,0.0
2012-03-13,-0.1905
2012-03-14,0.1908
2012-03-15,0.0
2012-03-16,4.7619
2012-03-19,0.0
2012-03-20,0.0
2012-04-09,-2.0
2012-04-19,-2.5974
2012-04-20,0.0
2012-04-23,-4.7619
2012-04-24,-20.0
2012-04-25,18.75
2012-04-26,0.0
2012-06-07,0.0
2012-06-13,-31.5789
2012-06-27,1.5385
2012-07-05,6.0606
2012-07-13,-20.8571
2012-07-17,2.8881
2012-07-19,5.2632
2012-07-23,3.3333
2012-07-24,-8.0645
2012-07-25,5.2632
2012-07-26,-8.3333
2012-07-27,12.7273
2012-08-02,-3.2258
2012-08-10,5.0
2012-08-29,-4.7619
2012-12-17,-31.6667
2013-01-24,-2.439
2013-04-04,-50.0
2013-04-11,-25.0
2013-09-04,-46.6667
2013-09-11,0.0
2013-10-11,-37.5
2013-11-15,120.0
2013-11-18,81.8182
2013-12-06,-10.0
2013-12-10,11.1111
2013-12-12,45.0
2013-12-16,0.0
2013-12-20,0.0
2013-12-23,0.0
2013-12-26,10.3448
2013-12-30,9.375
2013-12-31,8.5714
2014-01-08,0.0
2014-01-09,0.0
2014-03-25,4.7368
2014-03-27,0.0
2014-04-23,25.6281
