ticker,ARST US Equity
2014-04-30,10.0
2014-05-01,0.0
2014-05-07,7.2727
2014-05-12,0.0
2014-05-14,0.0
2014-05-15,1.6949
2014-05-22,8.3333
2014-05-23,0.0
2014-06-11,-3.0769
2014-10-15,-1.5873
2014-10-31,-3.2258
2014-11-04,-8.3333
2014-11-06,-9.0909
2014-11-11,0.0
2014-11-13,20.0
2014-12-09,-16.6667
2014-12-11,0.0
2014-12-30,0.0
2015-01-30,-6.0
2015-03-03,-14.8936
2015-03-27,0.0
2015-04-07,0.0
2015-06-16,-10.0
2015-06-17,10.5556
2015-09-10,-12.0603
2015-09-14,-14.2857
2015-10-13,-6.6667
2015-11-23,-10.7143
2015-12-03,-20.0
2015-12-04,-20.0
2015-12-09,-25.0
2015-12-16,-33.3333
2015-12-17,-17.5
2015-12-18,0.0
2015-12-31,-24.2424
2016-01-04,0.0
2016-03-15,-28.0
2016-04-05,38.8889
2016-04-11,80.0
2016-06-02,-37.7361
2016-06-06,-3.636
2016-07-20,-7.4074
2016-07-25,0.0
2016-08-02,-20.0
2016-08-03,25.0
2016-10-26,104.0
2016-11-01,0.0
2016-11-22,-50.9804
2016-11-23,0.0
2016-11-25,20.0
2016-12-07,-33.3333
2017-01-31,50.0
2017-02-21,16.6667
2017-02-27,-28.5714
2017-03-01,0.0
2017-03-10,0.0
2017-03-17,60.0
2017-03-20,-25.0
2017-03-21,6.6667
2017-03-27,-18.75
2017-03-31,0.0
2017-04-07,0.0
2017-04-12,-3.8462
2017-04-26,40.0
2017-05-01,-31.4286
2017-05-04,-16.6667
2017-05-11,-8.9063
2017-05-23,-17.6672
2017-06-15,-13.3333
2017-06-16,38.4615
2017-06-23,-38.8889
2017-09-29,-27.2727
2017-10-12,-24.75
2017-11-13,-18.2019
2017-12-21,53.8462
2018-02-16,50.0
2018-02-20,16.6667
2018-02-23,-37.1429
2018-02-27,4.5455
2018-03-08,4.3478
2018-03-14,0.0
2018-03-19,25.8333
2018-03-29,-27.1523
2018-04-17,-9.0909
2018-05-24,25.0
2018-06-11,-10.4
2018-06-26,29.4643
2018-06-28,10.3448
2018-06-29,-6.25
2018-07-10,6.6667
2018-07-26,-18.75
2018-07-31,7.6923
2018-08-02,-7.1429
2018-08-09,-3.8462
2018-08-16,16.0
2018-08-17,-2.069
2018-08-20,-2.1127
2018-08-27,0.7194
2018-08-29,3.5714
2018-09-06,-3.4483
2018-09-11,3.5714
2018-09-12,0.0
2018-09-28,-3.4483
2018-10-16,0.0
2018-11-06,-3.5714
2018-11-07,0.0
2018-11-09,0.0
2018-11-12,0.0
2018-11-14,-3.7037
2018-11-15,0.0
2018-11-19,0.0
2018-11-26,0.0
2018-11-29,-11.538499999999999
2018-11-30,0.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,13.0435
2018-12-11,-11.538499999999999
2018-12-12,2.6087
2018-12-13,0.0
2018-12-14,0.0
2018-12-19,-6.7797
2018-12-28,0.0
2019-01-02,4.5455
2019-01-03,-4.3478
2019-01-04,0.0
2019-01-18,4.5455
2019-01-25,0.0
2019-01-29,4.3478
2019-02-05,3.3333
2019-02-06,0.8065
2019-02-12,8.0
2019-02-15,9.6296
2019-02-19,-1.3514
2019-02-20,-7.5342
2019-02-22,-3.7037
2019-02-26,-23.0769
2019-03-06,40.0
2019-03-07,-7.1429
2019-03-11,0.0
2019-03-12,-30.0
2019-03-14,9.8901
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,-25.0
2019-03-21,60.0
2019-03-26,-16.6667
2019-03-28,-30.0
2019-03-29,0.0
2019-04-01,-10.7143
2019-04-03,-28.0
2019-04-05,-22.2222
2019-04-08,-14.2857
2019-04-10,-16.6667
2019-04-11,-20.0
2019-05-06,-25.0
2019-05-07,-33.3333
2019-05-09,-30.0
2019-06-17,328.5714
2019-06-18,66.6667
2019-06-19,-20.0
2019-06-20,-25.0
2019-06-21,50.0
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,-55.5556
2019-06-27,0.0
2019-06-28,-25.0
2019-07-01,-23.3333
2019-07-05,21.7391
2019-07-10,-35.7143
2019-07-12,-11.1111
2019-07-17,0.0
2019-07-18,-25.0
2019-07-19,16.6667
2019-07-23,-21.4286
2019-07-25,0.0
2019-07-26,-27.2727
2019-07-29,75.0
2019-07-31,14.2857
2019-08-05,-25.0
2019-08-06,-33.3333
2019-08-07,25.0
2019-08-08,-30.0
2019-08-09,117.1429
2019-08-12,-14.473700000000001
2019-08-14,-23.0769
2019-08-15,0.0
2019-08-20,0.0
2019-08-26,-40.0
2019-08-27,-17.0
2019-08-28,13.4538
2019-09-03,112.3894
2019-09-04,-16.6667
2019-09-05,-20.0
2019-09-06,-12.5
2019-09-09,-14.2857
2019-09-10,-16.6667
2019-09-11,20.0
2019-09-13,0.0
2019-09-16,-10.0
2019-09-17,-7.4074
2019-09-19,-24.0
2019-09-20,5.2632
2019-09-27,95.0
2019-09-30,-23.0769
2019-10-01,-16.6667
2019-10-02,-4.0
2019-10-03,-20.8333
2019-10-04,26.3158
2019-10-07,4.1667
2019-10-08,-28.0
2019-10-09,-0.5556
2019-10-10,-24.581
2019-10-11,-30.2222
2019-10-14,-10.828
2019-10-15,11.9048
2019-10-16,0.0
2019-10-17,-21.2766
2019-10-18,-17.5676
2019-10-21,60.6557
2019-10-22,-13.2653
2019-10-23,-23.5294
2019-10-24,19.3846
2019-10-25,14.6907
2019-10-28,-26.9663
2019-10-29,-6.1538
2019-10-30,-31.1475
2019-10-31,42.8571
2019-11-01,0.0
2019-11-04,-33.3333
2019-11-05,-12.5
2019-11-06,54.2857
2019-11-07,-31.4815
2019-11-08,-13.5135
2019-11-11,6.25
2019-11-12,-24.7059
2019-11-13,-21.875
2019-11-14,35.0
2019-11-15,-25.9259
2019-11-18,40.0
2019-11-19,-20.7143
2019-11-20,-9.9099
2019-11-21,-15.0
2019-11-22,11.7647
2019-11-25,0.0
2019-11-26,-5.2632
2019-11-27,5.5556
2019-11-29,-7.8947
2019-12-02,12.0
2019-12-03,2.0408
2019-12-04,15.0
2019-12-05,30.4348
2019-12-06,-40.0
2019-12-09,16.6667
2019-12-10,-21.4286
2019-12-11,-6.0606
2019-12-12,-12.9032
2019-12-13,-7.4074
2019-12-16,16.0
2019-12-17,10.3448
2019-12-18,-12.5
2019-12-19,-7.1429
2019-12-20,0.0
2019-12-23,-15.3846
2019-12-24,0.0
2019-12-26,9.0909
2019-12-27,16.6667
2019-12-30,14.2857
2019-12-31,-6.25
2020-01-02,-13.3333
2020-01-03,-7.6923
2020-01-06,0.0
2020-01-07,-25.0
2020-01-08,-16.6667
2020-01-09,20.0
2020-01-10,-11.1111
2020-01-13,0.0
2020-01-14,-12.5
2020-01-15,-28.5714
2020-01-16,0.0
2020-01-17,20.0
2020-01-21,0.0
2020-01-22,-16.6667
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,20.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,8.3333
2020-02-03,-7.6923
2020-02-04,-8.3333
2020-02-05,-9.0909
2020-02-06,-10.0
2020-02-07,-33.3333
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,-16.6667
2020-02-13,20.0
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,-16.6667
2020-02-20,20.0
2020-02-21,0.0
2020-02-24,0.0
2020-02-25,-33.3333
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,-50.0
2020-03-02,0.0
2020-03-03,100.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-09,0.0
2020-03-10,-50.0
2020-03-11,100.0
2020-03-12,0.0
2020-03-13,-50.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,100.0
2020-03-20,-50.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,100.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,-50.0
2020-04-14,100.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,-50.0
2020-05-08,100.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-21,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,25.0
2020-06-19,20.0
2020-06-22,66.6667
2020-06-23,-20.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,25.0
2020-06-29,0.0
2020-06-30,-20.0
2020-07-01,25.0
2020-07-02,20.0
2020-07-06,-16.6667
2020-07-07,-20.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,25.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,-20.0
2020-07-17,0.0
2020-07-20,25.0
2020-07-21,0.0
2020-07-22,-10.0
2020-07-23,11.1111
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,-20.0
2020-07-29,-25.0
2020-07-30,33.3333
2020-07-31,0.0
