ticker,SABK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-24,4.3478
2016-02-05,2.0833
2016-02-08,0.0
2016-02-10,0.0
2016-03-07,-10.2041
2016-03-14,-4.5455
2016-03-23,0.0
2016-04-06,0.0
2016-04-12,-3.8095
2016-04-13,8.9109
2016-04-25,-2.2727
2016-04-28,-0.4651
2016-06-01,0.4673
2016-06-13,-6.8837
2016-07-15,-0.0999
2016-07-18,0.0
2016-07-19,0.0
2016-07-21,0.0
2016-07-25,5.0
2016-07-28,-2.3810000000000002
2016-08-02,2.439
2016-08-03,-0.2857
2016-08-08,-0.0955
2016-08-12,0.3824
2016-08-16,0.0
2016-08-29,-4.7619
2016-09-15,4.0
2016-09-27,0.9615
2016-10-03,-4.1905
2016-10-17,1.3917
2016-10-25,5.3922
2016-10-26,2.3244
2016-10-27,0.0011
2016-10-28,2.2727
2016-11-01,5.6
2016-11-08,16.9192
2016-11-29,-2.8078
2016-12-02,0.0
2016-12-08,2.8889
2016-12-09,2.5918
2016-12-12,3.5088
2016-12-13,5.0847
2016-12-16,1.6129
2016-12-19,1.5873
2016-12-20,0.0
2016-12-28,0.0
2017-01-17,0.0
2017-01-18,2.5
2017-01-19,-13.1098
2017-01-20,5.2632
2017-01-24,20.0
2017-02-09,-13.8889
2017-02-13,4.8387
2017-02-14,0.0
2017-02-15,-4.6154
2017-02-16,0.0
2017-02-17,3.2258
2017-02-22,1.5625
2017-02-27,10.7692
2017-02-28,-0.5556
2017-03-01,-13.4078
2017-03-02,3.225
2017-03-03,0.0008
2017-03-08,0.0
2017-03-09,1.5625
2017-03-14,1.5385
2017-03-15,-3.0303
2017-03-16,0.0
2017-03-20,-3.125
2017-03-22,-0.0645
2017-03-23,0.0646
2017-03-27,-3.2258
2017-03-29,0.0
2017-04-03,3.2667
2017-04-04,-3.1633
2017-04-10,-13.3333
2017-04-17,10.538499999999999
2017-05-01,4.1754
2017-05-02,0.2004
2017-05-17,0.0
2017-05-18,0.0
2017-05-24,3.3333
2017-06-02,3.1612999999999998
2017-06-07,-10.8818
2017-06-13,4.0
2017-06-15,1.2146
2017-06-20,3.3333
2017-06-21,0.0
2017-06-26,3.2258
2017-06-27,0.0
2017-07-20,0.0
2017-07-27,-1.5625
2017-07-28,0.0
2017-08-02,-6.6667
2017-08-04,3.7415000000000003
2017-08-07,0.3279
2017-08-10,-1.634
2017-08-16,0.0
2017-08-17,1.5947
2017-08-22,-0.9156
2017-08-25,0.0
2017-08-28,0.396
