ticker,SABK US Equity
2017-08-29,0.263
2017-08-31,1.6393
2017-09-05,0.0
2017-09-06,0.0
2017-09-11,0.3226
2017-09-12,0.0
2017-09-13,1.2862
2017-09-14,-0.3175
2017-09-18,0.0
2017-09-22,0.1592
2017-09-26,0.0318
2017-09-28,1.3986
2017-09-29,0.3135
2017-10-02,3.125
2017-10-03,3.0303
2017-10-04,1.4706000000000001
2017-10-06,-1.4493
2017-10-12,0.0
2017-10-13,1.4706000000000001
2017-10-18,-5.0435
2017-10-20,0.4274
2017-10-23,0.304
2017-10-24,0.0
2017-10-25,0.303
2017-10-30,1.2085
2017-10-31,1.4925
2017-11-02,-0.8824
2017-11-07,0.0
2017-11-08,0.0
2017-11-10,10.0
2017-11-20,-2.3739
2017-12-05,-2.7356
2017-12-08,0.0625
2017-12-12,0.5621
2017-12-13,-0.3106
2017-12-14,0.9346
2017-12-15,-0.9877
2017-12-18,0.9975
2017-12-19,0.4568
2017-12-20,0.1598
2017-12-21,0.0
2017-12-26,0.3067
2018-01-02,0.6116
2018-01-08,-0.304
2018-01-10,-2.439
2018-01-12,1.5625
2018-01-17,-2.7692
2018-01-18,0.0
2018-01-19,-0.3165
2018-01-22,-0.254
2018-01-23,-0.7002
2018-01-25,1.0897000000000001
2018-01-26,0.0
2018-01-29,0.0
2018-01-30,0.8244
2018-01-31,0.0
2018-02-02,-0.2516
2018-02-05,-0.2522
2018-02-08,0.3793
2018-02-09,0.1259
2018-02-12,-0.3145
2018-02-14,0.3155
2018-02-15,-0.5031
2018-02-21,1.1378
2018-02-26,0.0
2018-03-01,-1.25
2018-03-05,-6.8354
2018-03-06,1.9701
2018-03-08,2.5983
2018-03-09,0.0
2018-03-20,0.3247
2018-03-21,-0.8414
2018-03-22,0.9138
2018-03-23,0.9056
2018-03-26,0.641
2018-03-27,0.0
2018-03-28,0.0
2018-04-02,-2.8662
2018-04-03,1.6393
2018-04-09,-1.5484
2018-04-12,-0.0655
2018-04-18,0.6557
2018-04-19,0.3257
2018-04-20,0.3247
2018-04-23,-0.6472
2018-04-24,0.6515
2018-04-25,0.0
2018-04-26,-0.6472
2018-04-27,0.0
2018-04-30,-0.9772
2018-05-01,0.9211
2018-05-02,-1.5645
2018-05-07,0.0
2018-05-10,-0.3311
2018-05-15,0.9967
2018-05-18,-0.9868
2018-05-22,-0.3322
2018-05-30,0.666
2018-05-31,0.0007
2018-06-01,-0.6623
2018-06-04,0.0
2018-06-05,-0.4
2018-06-06,-2.6104000000000003
2018-06-07,0.0
2018-06-08,-1.0309
2018-06-11,-0.6944
2018-06-12,-0.3497
2018-06-13,0.0
2018-06-14,-0.7018
2018-06-15,0.0
2018-06-18,0.7067
2018-06-19,0.0
2018-06-20,0.0
2018-06-21,0.7018
2018-06-22,-0.6969
2018-06-25,-0.1404
2018-06-26,1.8974
2018-06-27,0.3448
2018-06-28,-1.3746
2018-06-29,0.0
2018-07-03,1.3937
2018-07-05,0.0
2018-07-09,0.0
2018-07-10,-1.3746
2018-07-11,-0.6899
2018-07-12,-0.007
2018-07-13,0.0
2018-07-16,-1.2631999999999999
2018-07-17,0.2132
2018-07-23,0.0142
2018-07-24,-0.0142
2018-07-25,-0.3546
2018-07-26,-0.2135
2018-07-27,1.2839
2018-07-30,-0.9155
2018-07-31,0.924
2018-08-01,-1.2676
2018-08-02,1.2839
2018-08-03,-1.0563
2018-08-06,1.0676
2018-08-07,-0.3521
2018-08-10,0.3534
2018-08-14,-0.3521
2018-08-16,0.0
2018-08-17,0.3534
2018-08-21,-0.3521
2018-08-22,-0.212
2018-08-23,0.9207
2018-08-24,-0.7018
2018-08-27,0.7067
2018-08-29,-0.7018
2018-08-31,0.0
2018-09-05,0.7067
2018-09-10,0.3509
2018-09-11,-0.6993
2018-09-12,0.0704
2018-09-13,0.0
2018-09-19,0.0
2018-09-21,0.0
2018-09-26,0.2815
2018-09-27,-0.3509
2018-09-28,0.0
2018-10-03,0.0
2018-10-10,-0.7042
2018-10-11,-0.3546
2018-10-15,0.9253
2018-10-17,-0.2116
2018-10-24,-0.3534
2018-10-25,-0.7092
2018-10-29,-1.4285999999999999
2018-10-30,-0.3623
2018-11-02,-0.7273
2018-11-05,0.7326
2018-11-06,0.0
2018-11-07,0.0
2018-11-14,-0.3636
2018-11-15,0.0
2018-11-21,0.0
2018-11-26,-0.5839
2018-11-27,0.9545
2018-11-28,-0.3636
2018-11-30,0.0
2018-12-03,-0.5839
2018-12-06,-0.514
2018-12-07,-0.9594
2018-12-10,-0.8197
2018-12-11,0.4508
2018-12-12,-2.3934
2018-12-17,-1.9157
2018-12-18,-9.218
2018-12-19,-0.9475
2018-12-20,4.1703
2018-12-21,-4.0033
2018-12-26,-1.8245
2018-12-27,1.7699
2018-12-28,-3.4783
2018-12-31,-0.6306
2019-01-02,0.0
2019-01-03,-1.1786
2019-01-04,0.0
2019-01-07,0.0917
2019-01-08,-0.0917
2019-01-09,0.4587
2019-01-10,-0.1826
2019-01-11,-0.4575
2019-01-14,-2.0221
2019-01-15,1.3133
2019-01-16,-0.8333
2019-01-17,0.0
2019-01-18,1.0271
2019-01-22,-0.5545
2019-01-23,2.2305
2019-01-24,2.0909
2019-01-25,6.3224
2019-01-28,0.4188
2019-01-29,2.0851
2019-01-30,3.3497
2019-01-31,-1.1858
2019-02-01,2.0
2019-02-04,-2.6667
2019-02-05,3.1426
2019-02-07,-2.7344
2019-02-12,0.4016
2019-02-20,-0.32
2019-02-22,0.0
2019-02-25,2.0867
2019-02-26,-1.7296
2019-02-27,0.0
2019-02-28,0.0
2019-03-07,0.0
2019-03-08,-0.32
2019-03-14,0.0803
2019-03-20,0.0
2019-03-21,1.8444
2019-03-22,-2.7559
2019-03-25,-0.8907
2019-03-27,-0.3268
2019-03-28,0.0
2019-03-29,-0.3279
2019-04-01,0.2467
2019-04-02,-0.082
2019-04-03,0.0
2019-04-04,0.0
2019-04-08,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-15,-0.1642
2019-04-16,0.2467
2019-04-23,2.5431
2019-04-24,-1.6
2019-04-25,2.439
2019-04-26,0.0
2019-04-29,0.3175
2019-04-30,0.0791
2019-05-01,-1.8182
2019-05-02,0.6441
2019-05-03,0.0
2019-05-09,-0.4
2019-05-15,0.241
2019-05-16,0.0
2019-05-17,0.0
2019-05-22,0.0801
2019-05-23,-0.0801
2019-05-29,-0.1603
2019-05-31,-0.0803
2019-06-03,0.4016
2019-06-05,-0.32
2019-06-07,0.0
2019-06-10,0.0803
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,-0.401
2019-06-14,0.0
2019-06-17,0.2415
2019-06-20,0.0
2019-06-21,0.4016
2019-06-24,0.0
2019-06-26,-0.24
2019-06-27,-0.3208
2019-07-01,-0.2414
2019-07-02,0.8065
2019-07-08,0.0
2019-07-11,0.0
2019-07-15,0.0
2019-07-16,0.8
2019-07-17,-0.7937
2019-07-19,2.0
2019-07-22,1.1764999999999999
2019-07-23,-0.3876
2019-07-24,-0.3891
2019-07-30,-0.3906
2019-08-02,-0.3137
2019-08-07,-0.3934
2019-08-09,0.0
2019-08-15,-0.316
2019-08-16,0.0
2019-08-21,-0.3962
2019-08-26,0.0
2019-08-27,-0.397
2019-08-29,0.2388
2019-08-30,-0.3187
2019-09-03,-0.3997
2019-09-05,0.321
2019-09-06,-0.56
2019-09-10,0.0
2019-09-13,0.5632
2019-09-17,-0.4
2019-09-18,0.0
2019-09-19,-0.3205
2019-09-23,-0.0008
2019-10-02,0.0806
2019-10-07,-0.0805
2019-10-08,-0.0798
2019-10-10,-0.2427
2019-10-15,-0.3234
2019-10-17,0.7299
2019-10-18,-0.7246
2019-10-21,-0.2433
2019-10-22,0.0813
2019-10-24,-0.0812
2019-10-25,-0.2439
2019-10-30,0.0
2019-11-05,-0.163
2019-11-06,0.0
2019-11-08,-0.3265
2019-11-11,0.0819
2019-11-15,0.3273
2019-11-18,-0.3263
2019-11-21,0.0818
2019-11-25,0.0
2019-11-26,-0.1635
2019-12-02,0.0
2019-12-04,0.0
2019-12-05,0.0819
2019-12-10,0.3273
2019-12-11,0.0
2019-12-13,-0.0816
2019-12-16,0.5714
2019-12-17,-0.0812
2019-12-19,1.5434999999999999
2019-12-20,0.0
2019-12-23,0.8
2019-12-24,-1.3492
2019-12-26,1.3677000000000001
2019-12-27,0.0
2019-12-30,-0.7937
2019-12-31,0.8
2020-01-02,0.0
2020-01-03,-1.0317
2020-01-06,1.0425
2020-01-07,0.0
2020-01-14,0.7937
2020-01-17,-0.7087
2020-01-22,0.7137
2020-01-23,0.0
2020-01-24,0.0
2020-01-30,-0.6299
2020-01-31,-0.7924
2020-02-03,-1.5974
2020-02-04,-0.4058
2020-02-06,0.0
2020-02-18,1.0594999999999999
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,0.0
2020-02-27,-1.8548
2020-02-28,-0.986
2020-03-02,-0.4149
2020-03-03,-0.4167
2020-03-04,0.0
2020-03-05,0.2092
2020-03-06,-0.9603
2020-03-09,-3.0354
2020-03-11,-8.6957
2020-03-12,-4.7619
2020-03-13,-20.0
2020-03-16,12.625
2020-03-18,-6.7703
2020-03-19,3.5714
2020-03-20,2.8736
2020-03-23,-16.2011
2020-03-24,0.0
2020-03-25,7.3333
2020-03-26,-0.6211
2020-03-27,3.125
2020-03-30,-3.0303
2020-03-31,9.875
2020-04-01,-8.9875
2020-04-02,-1.125
2020-04-03,-8.3439
2020-04-07,17.2414
2020-04-13,0.0
2020-04-14,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-22,0.5882
2020-04-23,5.1462
2020-04-24,-2.8921
2020-04-27,-5.4983
2020-04-28,-0.6061
2020-04-29,3.6585
2020-04-30,-2.7058999999999997
2020-05-05,2.7811
2020-05-13,0.1176
2020-05-26,-0.1175
2020-05-28,0.0
2020-05-29,2.9412000000000003
2020-06-04,-2.8571
2020-06-05,2.9412000000000003
2020-06-08,-0.5714
2020-06-09,3.4483
2020-06-11,0.0
2020-06-12,-1.1111
2020-06-15,1.1236
2020-06-18,-0.2222
2020-06-24,0.0
2020-06-25,0.0
2020-06-29,0.0
2020-07-06,-2.0045
2020-07-07,0.0
2020-07-08,-0.1136
2020-07-10,-0.4551
2020-07-13,0.0
2020-07-14,-1.1429
2020-07-15,-1.1561
2020-07-16,-0.5848
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.5882
2020-07-22,-0.5848
2020-07-23,2.9412000000000003
2020-07-24,0.0
2020-07-27,-0.1143
2020-07-28,-0.4577
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
