ticker,EMHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-29,25.0
2007-04-02,6.6667
2007-04-23,32.5
2007-04-25,3.7736
2007-04-26,0.0
2007-04-27,-3.6364
2007-04-30,-0.9434
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,9.5238
2007-05-04,-12.1739
2007-05-10,13.8614
2007-05-11,0.0
2007-05-14,-13.0435
2007-05-16,1.0
2007-05-18,-20.7921
2007-05-22,0.0
2007-05-23,-56.25
2007-05-29,0.0
2007-05-30,-37.1429
2007-06-05,22.7273
2007-06-20,-44.4444
2007-06-22,-26.6667
2007-06-25,27.2727
2007-06-29,-57.1429
2007-07-05,50.0
2007-07-25,-77.7778
2007-07-27,-25.0
2007-07-31,-33.3333
2007-08-09,150.0
2007-08-13,0.0
2007-08-16,0.0
2007-08-17,-12.0
2007-08-21,13.6364
2007-08-28,-40.0
2007-09-12,100.0
2007-09-28,0.0
2007-10-09,0.0
2007-10-16,0.0
2007-11-26,-50.0
2007-11-28,0.0
2007-11-29,0.0
2007-12-04,33.3333
2008-01-02,-25.0
2008-01-18,0.0
2008-02-05,0.0
2008-02-27,-20.0
2008-02-28,-33.3333
2009-12-18,-99.775
2010-01-07,-44.4444
2010-01-08,900.0
2010-01-13,160.0
2010-01-14,-50.0
2010-01-15,15.3846
2010-01-19,33.3333
2010-01-27,75.0
2010-01-28,-14.2857
2010-01-29,66.6667
2010-02-02,102.0
2010-02-03,0.0
2010-02-04,28.7129
2010-02-05,0.0
2010-02-10,-42.3077
2010-02-17,193.3333
2010-02-23,-69.0909
2010-02-24,-41.1765
2010-03-02,27.5
2010-03-03,27.451
2010-03-04,1.5385
2010-03-09,-7.5758
2010-03-11,-16.3934
2010-03-12,7.8431
2010-03-16,10.9091
2010-03-17,-4.918
2010-03-18,-22.4138
2010-03-19,-33.3333
2010-03-22,76.6667
2010-03-24,-16.9811
2010-03-25,-27.2727
2010-03-26,24.6875
2010-03-29,0.2193
2010-03-31,-2.4695
2010-04-01,-10.2564
2010-04-07,0.0
2010-04-08,-2.8929
2010-04-09,-17.6168
2010-04-13,7.1429
2010-04-15,0.0
2010-04-16,16.6667
2010-04-23,0.0
2010-04-26,14.2857
2010-04-27,-12.5
2010-04-28,45.7143
2010-04-30,-43.1373
2010-05-03,3.4483
2010-05-04,0.0
2010-05-05,-6.6667
2010-05-06,13.9286
2010-05-10,3.4483
2010-05-12,-9.0909
2010-05-13,6.3333
2010-05-17,0.3135
2010-05-18,-10.9375
