ticker,EMHI US Equity
2010-05-19,0.0
2010-05-21,5.2632
2010-05-24,6.3333
2010-05-26,-5.9561
2010-05-27,6.6667
2010-05-28,28.125
2010-06-01,19.5122
2010-06-02,-2.0408
2010-06-03,-31.25
2010-06-04,-3.0303
2010-06-07,2.8125
2010-06-09,24.6201
2010-06-10,-7.3171
2010-06-11,10.2632
2010-06-15,-2.3866
2010-06-16,-21.7604
2010-06-18,40.625
2010-06-21,2.2222
2010-06-22,0.0
2010-06-23,19.5652
2010-06-24,90.9091
2010-06-25,14.2857
2010-06-28,9.1667
2010-06-29,0.0
2010-06-30,3.0534
2010-07-01,0.0
2010-07-02,2.2222
2010-07-06,-2.1739
2010-07-07,-10.3704
2010-07-08,-13.2231
2010-07-09,0.0
2010-07-12,0.0
2010-07-14,-4.7619
2010-07-16,4.0
2010-07-19,0.0
2010-07-21,5.7692
2010-07-23,-36.3636
2010-07-26,44.2857
2010-07-27,-6.9307
2010-07-28,-5.3191
2010-07-29,-15.7303
2010-07-30,5.3333
2010-08-02,-11.3924
2010-08-04,-14.2857
2010-08-05,50.0
2010-08-06,0.0
2010-08-12,-23.3333
2010-08-13,15.942
2010-08-16,-18.75
2010-08-18,12.3077
2010-08-19,-10.9589
2010-08-23,-10.7692
2010-08-24,17.2414
2010-08-25,-11.7647
2010-08-27,-16.6667
2010-08-30,-14.0
2010-09-01,16.2791
2010-09-02,-12.0
2010-09-03,-9.0909
2010-09-10,-5.0
2010-09-13,7.8947
2010-09-14,-2.439
2010-09-15,22.5
2010-09-16,6.1224
2010-09-20,-7.6923
2010-09-21,6.25
2010-09-23,-1.9607999999999999
2010-09-28,0.0
2010-10-05,-10.0
2010-10-06,0.0
2010-10-08,-4.4444
2010-10-11,-13.9535
2010-10-12,-2.7027
2010-10-13,-16.6667
2010-10-14,33.3333
2010-10-15,0.0
2010-10-21,-2.5
2010-10-25,-23.0769
2010-10-26,-3.3333
2010-10-27,27.5862
2010-11-01,-24.3243
2010-11-02,-7.1429
2010-11-03,7.6923
2010-11-04,17.8571
2010-11-08,-18.1818
2010-11-12,-7.4074
2010-11-15,20.0
2010-11-17,0.0
2010-12-03,-16.6667
2010-12-07,32.0
2010-12-08,-24.2424
2010-12-09,28.0
2010-12-10,-21.875
2010-12-15,0.0
2010-12-17,0.0
2010-12-22,-20.0
2010-12-27,0.0
2010-12-28,20.0
2010-12-31,-12.5
2011-01-03,-4.7619
2011-01-04,19.5
2011-01-05,-16.318
2011-01-11,30.0
2011-01-14,11.538499999999999
2011-01-19,-31.0345
2011-01-20,42.5
2011-01-21,-1.7544
2011-02-01,-7.1429
2011-02-07,-23.0769
2011-02-08,25.0
2011-02-09,-20.0
2011-02-14,15.0
2011-02-16,-2.1739
2011-02-17,-2.2222
2011-03-02,2.2727
2011-03-04,6.6667
2011-03-07,-4.1667
2011-03-11,-10.8696
2011-03-14,-2.439
2011-03-15,4.5
2011-03-16,-4.3062000000000005
2011-03-17,-5.0
2011-03-21,0.0
2011-03-22,5.1974
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,-4.9406
2011-03-28,-5.2632
2011-03-30,5.5556
2011-03-31,5.1974
2011-04-01,0.0
2011-04-04,0.0625
2011-04-05,0.0
2011-04-06,15.0
2011-04-07,0.0
2011-04-14,4.3478
2011-04-15,25.0
2011-04-18,-16.6667
2011-04-21,-4.0
2011-04-25,0.0
2011-04-27,-4.1667
2011-04-28,4.2935
2011-04-29,20.8963
2011-05-04,3.1034
2011-05-05,-16.388
2011-05-06,-8.4
2011-05-09,-12.6638
2011-05-12,7.5
2011-05-16,1.1628
2011-05-24,1.092
2011-05-27,-9.0392
2011-06-01,0.0
2011-06-10,0.0
2011-06-13,-16.0
2011-06-14,0.0
2011-06-15,7.1429
2011-06-17,0.0
2011-06-20,0.0
2011-06-21,5.5556
2011-06-24,0.0
2011-06-29,-5.2632
2011-06-30,0.0
2011-07-08,5.5556
2011-07-28,-5.2632
2011-07-29,0.0
2011-08-05,11.1111
2011-08-17,-35.0
2011-08-18,23.0769
2011-08-19,6.25
2011-08-22,-23.5294
2011-08-23,15.3846
2011-08-24,6.6667
2011-08-25,12.5
2011-09-01,-16.6667
2011-09-20,3.3333
2011-09-22,-16.129
2011-09-27,-7.6923
2011-09-28,16.6667
2011-10-04,28.5714
2011-10-11,-11.1111
2011-10-18,-9.375
2011-10-19,3.4483
2011-10-20,0.0
2011-10-24,0.0
2011-10-25,-20.0
2011-10-27,-25.0
2011-10-31,100.0
2011-11-14,-33.3333
2011-11-17,-16.6667
2011-11-23,-10.0
2011-11-28,33.3333
2011-12-30,-16.6667
2012-01-03,0.0
2012-01-09,0.0
2012-01-27,-10.0
2012-02-03,0.0
2012-02-07,-11.1111
2012-02-10,0.0
2012-03-01,12.5
2012-03-02,11.1111
2012-03-07,0.0
2012-03-09,0.0
2012-03-14,0.0
2012-03-19,0.0
2012-03-21,0.0
2012-04-02,-20.0
2012-04-10,0.0
2012-04-12,25.0
2012-04-23,0.0
2012-04-26,-0.125
2012-05-02,0.1252
2012-05-03,20.0
2012-05-08,25.0
2012-05-09,100.0
2012-05-10,16.6667
2012-05-11,40.0
2012-05-14,-8.1633
2012-05-15,-11.1111
2012-05-16,0.0
2012-05-17,0.0
2012-05-18,-12.5
2012-05-21,14.2857
2012-05-24,-25.0
2012-05-25,-16.6667
2012-05-29,-20.0
2012-05-30,50.0
2012-05-31,-16.6667
2012-06-01,40.0
2012-06-05,-28.4286
2012-06-06,39.7206
2012-06-08,-20.1429
2012-06-15,0.1789
2012-07-17,-25.0
2012-07-18,9.5238
2012-07-19,0.0
2012-07-24,0.0
2012-07-30,0.0
2012-08-07,-13.0435
2012-08-08,25.0
2012-08-09,20.0
2012-08-10,16.6667
2012-08-13,14.2857
2012-08-14,0.0
2012-08-15,12.5
2012-08-16,0.0
2012-08-17,6.6667
2012-08-20,4.1667
2012-08-21,16.0
2012-08-22,6.8966
2012-08-23,3.2258
2012-08-24,9.375
2012-08-27,7.1429
2012-08-28,6.6667
2012-08-29,-1.25
2012-08-30,-8.8608
2012-08-31,4.1667
2012-09-04,0.0
2012-09-05,0.0
2012-09-06,2.6667
2012-09-07,-22.0779
2012-09-10,-8.3333
2012-09-11,5.4545
2012-09-12,3.4483
2012-09-14,-1.6667
2012-09-17,-6.7797
2012-09-18,-8.9091
2012-09-19,-0.1996
2012-09-20,-4.0
2012-09-21,0.0
2012-09-24,1.875
2012-09-25,20.6544
2012-09-26,5.9322
2012-09-28,-4.0
2012-10-01,4.1667
2012-10-02,-4.0
2012-10-03,-8.3333
2012-10-04,9.0909
2012-10-05,-8.3333
2012-10-08,-25.2727
2012-10-09,50.8516
2012-10-10,-1.6129
2012-10-16,-1.6393
2012-10-17,-3.3333
2012-10-18,3.4483
2012-10-19,0.0
2012-10-22,-30.0
2012-10-23,47.619
2012-11-08,0.0
2012-11-12,12.0968
2012-11-14,0.0
2012-11-29,-29.4964
2012-11-30,-18.3673
2012-12-03,24.75
2012-12-04,34.2685
2012-12-05,-8.9552
2012-12-17,-26.2295
2012-12-19,-11.1111
2012-12-27,-2.75
2012-12-28,-17.7378
2012-12-31,0.0
2013-01-08,0.0
2013-01-14,15.625
2013-01-23,-29.7297
2013-01-24,26.9231
2013-01-29,6.0606
2013-01-30,-2.8571
2013-02-14,0.0
2013-02-19,2.9412000000000003
2013-02-22,0.0
2013-02-25,0.0
2013-03-14,-11.4286
2013-03-21,6.4516
2013-03-26,-21.2121
2013-03-27,11.538499999999999
2013-04-03,0.0
2013-04-04,-20.6897
2013-04-08,0.0
2013-04-11,21.7391
2013-04-15,-17.8571
2013-04-22,0.0
2013-04-23,-4.3478
2013-05-06,0.0
2013-05-10,4.5455
2013-05-13,-4.3478
2013-05-14,4.5455
2013-05-24,-6.5217
2013-05-28,0.0
2013-05-29,-27.907
2013-05-30,10.3226
2013-06-14,11.1111
2013-06-18,0.0
2013-06-27,-21.0526
2013-07-08,-13.3333
2013-07-10,-3.8462
2013-07-11,4.0
2013-07-16,53.8462
2013-07-18,0.0
2013-07-25,-11.0
2013-08-16,12.3596
2013-08-22,-35.0
2013-08-26,-38.4615
2013-08-29,-37.5
2013-09-03,280.0
2013-10-04,-47.3684
2013-10-09,0.0
2013-10-14,-10.0
2013-10-21,0.0
2013-10-24,0.0
2013-11-05,0.0
2013-11-06,-5.5556
2013-11-13,51.6176
2013-11-14,8.6324
2013-11-20,0.0
2013-11-21,0.0
2013-12-03,-14.2857
2013-12-11,-41.5625
2013-12-13,28.3422
2013-12-23,-16.6667
2013-12-31,-27.3333
2014-01-02,65.1376
2014-02-06,0.0
2014-02-07,0.0
2014-02-19,16.6667
2014-03-03,0.0
2014-03-12,-23.8095
2014-04-09,0.0
2014-05-08,0.0
2014-06-24,6.25
2014-07-07,0.0
2014-08-11,-41.1765
2014-08-14,-10.0
2014-08-15,11.1111
2014-08-25,0.0
2014-09-19,-20.0
2014-09-26,0.0
2014-10-20,2.5
2014-10-29,0.0
2014-10-31,0.0
2014-11-25,0.0
2014-12-08,14.6341
2014-12-10,-12.766
2014-12-31,0.0
2015-01-14,0.0
2015-01-22,70.7317
2015-03-02,-42.8571
2015-03-03,-12.5
2015-03-19,-42.8571
2015-03-20,50.0
2015-03-26,16.6667
2015-04-30,93.9286
2015-05-13,-41.0681
2015-05-20,0.0
2015-06-09,75.0
2015-07-24,-28.5714
2015-09-18,60.0
2015-10-15,-25.0
2015-11-02,0.0
2015-11-03,0.2083
2015-11-12,-0.2079
2015-12-03,0.0
2015-12-04,0.0
2015-12-23,-16.6667
2015-12-28,0.0
2016-01-29,0.0
2016-03-09,0.0
2016-03-23,0.0
2016-04-22,0.0
2016-05-13,0.0
2016-06-02,0.0
2016-07-05,0.0
2016-07-19,0.0
2016-08-18,0.0
2016-10-04,0.0
2017-01-05,0.0
2017-02-02,0.0
2017-03-15,0.0
2017-05-26,0.0
2017-05-30,18.0
2017-06-07,-15.2542
2017-07-17,0.0
2017-09-06,-20.0
2017-09-12,25.0
2017-09-19,0.0
2017-12-06,-15.4
2017-12-07,-5.4374
2017-12-20,0.0
2017-12-27,0.0
2017-12-29,0.0
2018-01-03,25.0
2018-01-08,-40.0
2018-01-19,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,-33.0
2018-02-02,-0.4975
2018-02-23,50.0
2018-03-01,0.0
2018-03-09,0.0
2018-03-19,-33.3333
2018-04-05,0.0
2018-04-11,-70.0
2018-05-04,66.6667
2018-05-09,100.0
2018-05-15,-25.0
2018-05-22,0.0
2018-06-05,-3.3333
2018-06-06,-31.0345
2018-06-12,50.0
2018-06-18,0.0
2018-07-06,0.0
2018-07-16,0.0
2018-07-20,0.0
2018-08-03,0.0
2018-08-07,-33.3333
2018-08-21,0.0
2018-09-19,50.0
2018-09-20,0.0
2018-10-09,-33.3333
2018-10-10,0.0
2018-10-25,0.0
2018-11-05,0.0
2018-11-06,-30.0
2018-11-09,114.2857
2018-11-12,0.0
2018-11-16,-48.0
2018-12-11,-7.6923
2018-12-13,-16.6667
2018-12-17,66.6667
2018-12-21,-20.0
2018-12-24,0.0
2018-12-26,-25.0
2018-12-31,0.0
2019-01-11,16.6667
2019-01-24,-14.2857
2019-02-11,8.3333
2019-02-25,92.3077
2019-03-01,0.0
2019-03-06,-68.0
2019-03-11,75.0
2019-04-30,-50.0
2019-05-14,0.0
2019-05-15,-14.2857
2019-05-17,0.0
2019-05-20,-63.3333
2019-08-23,172.7273
2019-09-30,3.3333
2019-10-10,-3.2258
2019-10-18,-66.6667
2019-10-24,45.0
2019-10-30,-24.1379
2019-11-06,354.5455
2019-12-06,0.0
2019-12-20,0.0
2019-12-26,0.0
2020-01-03,20.0
2020-01-24,-16.6667
2020-01-31,-76.0
2020-02-24,1150.0
2020-02-25,112.0
2020-02-26,32.0755
2020-02-27,-52.381
2020-02-28,-20.0
2020-03-02,0.0
2020-03-03,-36.875
2020-03-11,0.0
2020-03-13,98.0198
2020-03-20,-49.5
2020-04-27,98.0198
2020-04-30,0.0
2020-05-01,-70.0
2020-05-07,0.0
2020-05-15,66.6667
2020-05-20,-50.0
2020-05-22,98.0
2020-06-02,1.0101
2020-06-17,-20.0
2020-06-29,0.0
2020-07-08,25.0
2020-07-15,39.5
2020-07-20,21.3262
2020-07-21,17.5775
