ticker,LHCG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-09,22.1429
2005-06-10,-0.5848
2005-06-13,-0.7647
2005-06-14,0.7706
2005-06-15,0.0
2005-06-16,0.4118
2005-06-17,3.6907
2005-06-20,-2.2599
2005-06-21,-0.289
2005-06-22,-0.8696
2005-06-23,-0.2339
2005-06-24,0.1172
2005-06-27,1.815
2005-06-28,-0.8626
2005-06-29,2.9582
2005-06-30,2.4225
2005-07-01,-0.8251
2005-07-05,2.0521
2005-07-06,-0.2717
2005-07-07,-0.9809
2005-07-08,-0.7155
2005-07-11,6.153
2005-07-12,0.8355
2005-07-13,2.6929
2005-07-14,2.9753
2005-07-15,0.7346
2005-07-18,1.4584
2005-07-19,-2.252
2005-07-20,-2.0588
2005-07-21,-5.4054
2005-07-22,2.9101
2005-07-25,-0.7712
2005-07-26,-1.399
2005-07-27,-1.2086000000000001
2005-07-28,-3.4574
2005-07-29,-3.0303
2005-08-01,6.3068
2005-08-02,2.5655
2005-08-03,2.9182
2005-08-04,-2.0759
2005-08-05,0.2585
2005-08-08,-2.7849
2005-08-09,-4.7745
2005-08-10,7.7437000000000005
2005-08-11,-1.758
2005-08-12,1.2105
2005-08-15,3.3801
2005-08-16,-0.6539
2005-08-17,1.5190000000000001
2005-08-18,-0.2494
2005-08-19,-0.45
2005-08-22,0.2009
2005-08-23,-1.7043
2005-08-24,-3.9776
2005-08-25,1.8587
2005-08-26,1.147
2005-08-29,-1.1856
2005-08-30,0.3652
2005-08-31,-2.2869
2005-09-01,1.383
2005-09-02,-0.3148
2005-09-06,0.7895
2005-09-07,-2.2454
2005-09-08,0.9615
2005-09-09,-3.1746
2005-09-12,-1.8578999999999999
2005-09-13,0.2227
2005-09-14,0.0
2005-09-15,-0.2778
2005-09-16,0.7242
2005-09-19,0.0
2005-09-20,-0.6637
2005-09-21,-0.3341
2005-09-22,0.3911
2005-09-23,-4.0067
2005-09-26,0.0
2005-09-27,3.1304
2005-09-28,-6.6892
2005-09-29,-3.6145
2005-09-30,-3.4375
2005-10-03,2.9126
2005-10-04,-0.8176
2005-10-05,0.0
2005-10-06,2.156
2005-10-07,-0.3724
2005-10-10,0.0
2005-10-11,-0.6231
2005-10-12,0.3762
2005-10-13,0.3123
2005-10-14,1.3075999999999999
2005-10-17,-1.1063
2005-10-18,1.5537999999999998
2005-10-19,0.9792
2005-10-20,-0.4242
2005-10-21,-1.3999
2005-10-24,2.0987999999999998
2005-10-25,-1.7532999999999999
