ticker,FTDR US Equity
2019-02-05,0.9266
2019-02-06,-2.7542
2019-02-07,0.3147
2019-02-08,-3.7992
2019-02-11,-2.1377
2019-02-12,3.3321
2019-02-13,0.3583
2019-02-14,1.1424
2019-02-15,0.4942
2019-02-19,0.5269
2019-02-20,0.8386
2019-02-21,-0.2426
2019-02-22,0.3821
2019-02-25,-0.346
2019-02-26,-2.1875
2019-02-27,12.1761
2019-02-28,1.2658
2019-03-01,11.25
2019-03-04,-0.927
2019-03-05,1.2475
2019-03-06,1.5962
2019-03-07,0.7718
2019-03-08,-1.2035
2019-03-11,1.1351
2019-03-12,1.4782
2019-03-13,-3.6418
2019-03-14,0.224
2019-03-15,0.2514
2019-03-18,-0.1393
2019-03-19,-4.269
2019-03-20,-6.587
2019-03-21,1.1544
2019-03-22,0.8637
2019-03-25,-2.1713
2019-03-26,1.2817
2019-03-27,1.1111
2019-03-28,5.2503
2019-03-29,-0.174
2019-04-01,-0.3196
2019-04-02,-0.6995
2019-04-03,-0.0294
2019-04-04,-1.2918
2019-04-05,5.6217
2019-04-08,-2.4219
2019-04-09,-0.6638
2019-04-10,0.1743
2019-04-11,1.7691
2019-04-12,-1.3679000000000001
2019-04-15,-0.2023
2019-04-16,0.2027
2019-04-17,-1.0979
2019-04-18,-0.6427
2019-04-22,-1.3819
2019-04-23,0.2385
2019-04-24,1.9630999999999998
2019-04-25,2.0712
2019-04-26,-0.2572
2019-04-29,0.8309
2019-04-30,0.1421
2019-05-01,0.4824
2019-05-02,0.2824
2019-05-03,-0.9575
2019-05-06,-0.4834
2019-05-07,-1.8571
2019-05-08,13.1004
2019-05-09,-1.0296
2019-05-10,1.2484
2019-05-13,-1.1559
2019-05-14,0.2859
2019-05-15,5.701
2019-05-16,1.3729
2019-05-17,2.3942
2019-05-20,0.9211
2019-05-21,-2.3169
2019-05-22,-0.1198
2019-05-23,-0.024
2019-05-24,-0.7678
2019-05-28,-1.088
2019-05-29,-0.2444
2019-05-30,0.3431
2019-05-31,-1.8071000000000002
2019-06-03,-2.9595000000000002
2019-06-04,2.3834
2019-06-05,1.4768
2019-06-06,-1.184
2019-06-07,0.8238
2019-06-10,2.5501
2019-06-11,1.2313
2019-06-12,0.1192
2019-06-13,-0.1667
2019-06-14,-1.1692
2019-06-17,0.8209
2019-06-18,0.3113
2019-06-19,-0.3342
2019-06-20,0.1916
2019-06-21,1.5777999999999999
2019-06-24,-2.024
2019-06-25,-2.1859
2019-06-26,3.9047
2019-06-27,2.4344
2019-06-28,0.4845
2019-07-01,0.6429
2019-07-02,1.8709
2019-07-03,-1.0526
2019-07-05,0.3395
2019-07-08,-1.8046
2019-07-09,1.3324
2019-07-10,0.1814
2019-07-11,-0.43
2019-07-12,3.0
2019-07-15,-0.2207
2019-07-16,1.3932
2019-07-17,-0.5453
2019-07-18,0.8333
2019-07-19,0.1522
2019-07-22,0.5646
2019-07-23,-1.6411
2019-07-24,-2.5906000000000002
2019-07-25,3.0877
2019-07-26,2.2081
2019-07-29,1.1979
2019-07-30,-0.4016
2019-07-31,-3.1409
2019-08-01,-0.9202
2019-08-02,-1.548
2019-08-05,-4.3801
2019-08-06,1.7618
2019-08-07,1.362
2019-08-08,14.9169
2019-08-09,-1.0503
2019-08-12,-0.3004
2019-08-13,1.3258
2019-08-14,-1.0309
2019-08-15,-1.4623
2019-08-16,2.3582
2019-08-19,0.8342
2019-08-20,0.3545
2019-08-21,1.2169
2019-08-22,0.3103
2019-08-23,-2.1844
2019-08-26,-1.581
2019-08-27,-0.502
2019-08-28,0.888
2019-08-29,1.8404
2019-08-30,0.8446
2019-09-03,-1.9673
2019-09-04,2.3445
2019-09-05,2.1549
2019-09-06,-3.2877
2019-09-09,-1.5917
2019-09-10,-2.8554
2019-09-11,3.6999
2019-09-12,1.6452
2019-09-13,0.3315
2019-09-16,-0.9135
2019-09-17,1.1377
2019-09-18,-0.1939
2019-09-19,1.4186
2019-09-20,-0.1533
2019-09-23,-1.0937999999999999
2019-09-24,-0.097
2019-09-25,1.0293
2019-09-26,-0.8266
2019-09-27,-8.9358
2019-09-30,3.3844
2019-10-01,-0.7206
2019-10-02,-0.6429
2019-10-03,1.6280999999999999
2019-10-04,1.6636
2019-10-07,0.6465
2019-10-08,-0.4215
2019-10-09,2.8825
2019-10-10,0.627
2019-10-11,-0.3699
2019-10-14,-0.8599
2019-10-15,1.4981
2019-10-16,-0.4078
2019-10-17,-0.9945
2019-10-18,-0.8273
2019-10-21,-0.3476
2019-10-22,-5.3712
2019-10-23,-0.9056
2019-10-24,1.1902
2019-10-25,0.9452
2019-10-28,0.8947
2019-10-29,-2.0417
2019-10-30,0.5895
2019-10-31,0.9418
2019-11-01,0.7464
2019-11-04,-2.943
2019-11-05,-7.1459
2019-11-06,1.9411
2019-11-07,-0.8737
2019-11-08,1.5367
2019-11-11,-4.0062
2019-11-12,-0.9042
2019-11-13,0.9593
2019-11-14,0.7648
2019-11-15,1.7479
2019-11-18,0.3165
2019-11-19,2.8391
2019-11-20,0.0219
2019-11-21,-4.2935
2019-11-22,1.5335
2019-11-25,2.7953
2019-11-26,0.1096
2019-11-27,-0.1314
2019-11-29,-0.7238
2019-12-02,-1.5024
2019-12-03,0.6057
2019-12-04,0.5574
2019-12-05,0.4878
2019-12-06,1.4342
2019-12-09,-5.1338
2019-12-10,4.1734
2019-12-11,4.1382
2019-12-12,-3.1917
2019-12-13,2.9257999999999997
2019-12-16,-3.2457
2019-12-17,0.0219
2019-12-18,-0.7891
2019-12-19,1.7013
2019-12-20,2.2377
2019-12-23,0.0212
2019-12-24,0.7223
2019-12-26,-0.8648
2019-12-27,0.5319
2019-12-30,-0.6772
2019-12-31,1.0441
2020-01-02,-0.1054
2020-01-03,-0.0844
2020-01-06,2.1973
2020-01-07,-1.9020000000000001
2020-01-08,-0.274
2020-01-09,-0.5072
2020-01-10,-0.7222
2020-01-13,0.5563
2020-01-14,1.4894
2020-01-15,0.2516
2020-01-16,1.0038
2020-01-17,-0.4348
2020-01-21,0.0
2020-01-22,-4.2005
2020-01-23,-1.6931
2020-01-24,-1.2806
2020-01-27,-1.4314
2020-01-28,-0.1361
2020-01-29,-1.4997
2020-01-30,0.4614
2020-01-31,-2.2273
2020-02-03,1.5853000000000002
2020-02-04,0.7282
2020-02-05,-0.9869
2020-02-06,-0.255
2020-02-07,-1.5803
2020-02-10,1.5348000000000002
2020-02-11,0.3721
2020-02-12,1.9346999999999999
2020-02-13,-0.466
2020-02-14,-0.0457
2020-02-18,2.7416
2020-02-19,1.3342
2020-02-20,2.1066
2020-02-21,0.3654
2020-02-24,-2.3983
2020-02-25,-2.3695
2020-02-26,2.9438
2020-02-27,-4.9334
2020-02-28,-2.6406
2020-03-02,5.9434000000000005
2020-03-03,-0.3117
2020-03-04,2.2555
2020-03-05,-5.962
2020-03-06,0.5806
2020-03-09,-10.0208
2020-03-10,2.7714
2020-03-11,-5.8177
2020-03-12,-3.1283
2020-03-13,1.8062
2020-03-16,-1.6129
2020-03-17,-4.3169
2020-03-18,-4.8829
2020-03-19,4.8334
2020-03-20,-3.3219
2020-03-23,-5.5095
2020-03-24,7.8056
2020-03-25,1.7738
2020-03-26,1.4
2020-03-27,0.1972
2020-03-30,-0.5062
2020-03-31,-1.6959
2020-04-01,-5.8367
2020-04-02,-1.5573000000000001
2020-04-03,-5.397
2020-04-06,4.623
2020-04-07,1.1595
2020-04-08,6.4746
2020-04-09,5.2661999999999995
2020-04-13,-0.8845
2020-04-14,3.4858000000000002
2020-04-15,-6.4403
2020-04-16,-3.1106
2020-04-17,5.648
2020-04-20,-1.4913
2020-04-21,-0.5713
2020-04-22,1.5226
2020-04-23,1.6978
2020-04-24,-0.2643
2020-04-27,4.4218
2020-04-28,0.1336
2020-04-29,4.0555
2020-04-30,-0.7436
2020-05-01,-2.4025
2020-05-04,1.8793
2020-05-05,3.0657
2020-05-06,2.2435
2020-05-07,3.1558
2020-05-08,0.9321
2020-05-11,-0.2605
2020-05-12,0.095
2020-05-13,-1.9924
2020-05-14,0.7986
2020-05-15,1.6566999999999998
2020-05-18,2.0784
2020-05-19,-0.3239
2020-05-20,1.4624
2020-05-21,-0.2745
2020-05-22,-0.6423
2020-05-26,3.0016
2020-05-27,0.1569
2020-05-28,2.4172000000000002
2020-05-29,-0.2404
2020-06-01,1.4677
2020-06-02,-0.7988
2020-06-03,-0.7182
2020-06-04,-5.0416
2020-06-05,3.024
2020-06-08,1.1427
2020-06-09,0.3323
2020-06-10,-0.9053
2020-06-11,-5.4813
2020-06-12,3.3239
2020-06-15,1.4602
2020-06-16,2.8783
2020-06-17,-0.4153
2020-06-18,-0.5707
2020-06-19,-1.5894
2020-06-22,-1.5029
2020-06-23,2.6418
2020-06-24,-0.2663
2020-06-25,0.2447
2020-06-26,-1.1984
2020-06-29,1.2354
2020-06-30,-1.6419000000000001
2020-07-01,-1.0151
2020-07-02,-2.2561999999999998
2020-07-06,0.2332
2020-07-07,-2.047
2020-07-08,2.1373
2020-07-09,2.8598
2020-07-10,4.0009
2020-07-13,-3.0863
2020-07-14,0.8522
2020-07-15,1.2008
2020-07-16,-1.1646
2020-07-17,1.4896
2020-07-20,-0.3286
2020-07-21,-1.4945
2020-07-22,0.4462
2020-07-23,-2.2879
2020-07-24,-4.5238
2020-07-27,0.5
2020-07-28,-1.2793
2020-07-29,-1.5119
2020-07-30,-0.8285
2020-07-31,3.1818
