ticker,PDER US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,0.0
2000-01-28,-5.4945
2000-02-25,0.0
2000-02-28,0.0
2000-04-12,4.6512
2000-07-27,-6.1111
2000-08-08,6.5089
2000-08-21,-4.4444
2000-09-11,-1.7442
2000-09-14,0.8876
2000-09-29,0.8798
2000-10-03,2.907
2000-10-13,-3.9548
2000-10-16,1.1764999999999999
2000-10-17,-1.1628
2000-10-19,1.1764999999999999
2000-10-24,-1.1628
2000-10-26,1.1764999999999999
2000-11-02,2.3256
2000-11-03,-2.2727
2000-11-09,-2.3256
2000-11-10,1.1905000000000001
2000-11-15,5.8824
2000-12-14,-2.2222
2000-12-27,-2.2727
2001-02-08,4.6512
2001-02-13,2.2222
2001-03-01,4.3478
2001-03-13,-7.2917
2001-03-15,-0.5618
2001-04-04,0.0
2001-04-20,2.2599
2001-05-01,2.7624
2001-05-08,1.0753
2001-05-16,-1.8617
2001-05-21,8.4011
2001-05-22,4.0
2001-07-17,1.9231
2001-08-16,0.0
2001-09-07,1.8868
2001-09-25,-3.7037
2001-09-27,0.0
2001-10-17,5.7692
2001-11-21,0.0
2001-11-27,0.9091
2001-12-13,6.3063
2002-02-06,2.5423999999999998
2002-03-15,0.0
2002-03-19,0.8264
2002-03-22,-2.459
2002-04-30,-0.4202
2002-05-01,0.9283
2002-05-06,-1.3378
2002-05-07,0.8475
2002-05-09,-2.521
2002-05-23,0.0
2002-07-26,-3.0172
2002-08-07,0.0
2002-08-27,4.0
2002-08-28,0.0
2002-08-29,0.0
2002-09-03,0.1709
2002-09-25,-0.1706
2002-09-27,3.4188
2002-10-14,-5.7851
2002-10-15,0.0
2002-10-21,0.0
2002-10-24,1.7544
2002-11-01,-2.5862
2002-11-04,0.177
2002-11-07,0.0
2002-11-08,1.5901
2002-11-18,0.8696
2002-12-05,-2.2241
2002-12-11,0.0705
2002-12-13,0.0
2002-12-17,5.2687
2002-12-31,2.9461
2003-01-03,-7.462
2003-01-23,5.6152
2003-05-06,1.6667
2003-05-16,1.6393
2003-05-28,0.8065
2003-06-05,4.0
2003-06-06,1.5385
2003-07-07,3.4091
2003-08-27,1.4652
2003-09-11,0.722
2003-11-25,2.509
2004-04-28,9.0909
2004-05-13,8.0128
2004-05-28,1.4837
2004-06-14,-0.5848
2004-06-15,0.0
2004-06-28,5.2941
2004-06-30,0.5587
2004-07-01,0.0
2004-07-06,-1.1111
2004-07-12,1.1236
2004-08-16,2.2222
2004-08-19,0.0
