ticker,ATAR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-11,10.0
2011-03-29,-40.9091
2011-03-30,0.0
2011-03-31,3.0769
2011-04-01,26.8657
2011-04-04,-5.8824
2011-04-05,-10.0
2011-04-06,4.1667
2011-04-07,0.0
2011-04-08,6.6667
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,-5.0
2011-04-14,1.3158
2011-04-15,3.8961
2011-04-18,0.0
2011-04-19,30.625
2011-04-20,24.4019
2011-04-21,-2.3077
2011-04-25,14.1732
2011-04-26,-12.4138
2011-04-27,10.2362
2011-04-28,-11.4286
2011-04-29,-8.871
2011-05-02,-7.0796
2011-05-03,-14.2857
2011-05-04,13.3333
2011-05-05,8.8235
2011-05-06,3.6036
2011-05-09,-19.1304
2011-05-10,3.2258
2011-05-11,-5.2083
2011-05-12,1.0989
2011-05-13,2.1739
2011-05-16,-2.1277
2011-05-17,2.0652
2011-05-18,4.3663
2011-05-19,2.0408
2011-05-20,5.0
2011-05-23,-3.8095
2011-05-24,-1.9802
2011-05-25,-15.1515
2011-05-26,-0.5952
2011-05-27,-5.3892
2011-05-31,-17.7215
2011-06-01,-4.6154
2011-06-02,4.8387
2011-06-03,-5.3846
2011-06-06,2.439
2011-06-07,0.0
2011-06-08,-7.1429
2011-06-09,-19.6581
2011-06-10,-14.8936
2011-06-13,-12.5
2011-06-14,-11.4286
2011-06-15,-12.9032
2011-06-16,3.7037
2011-06-17,7.1429
2011-06-20,0.0
2011-06-21,0.0
2011-06-22,-10.0
2011-06-23,-3.7037
2011-06-24,3.8462
2011-06-27,-3.7037
2011-06-28,3.8462
2011-06-29,0.0
2011-06-30,0.0
2011-07-01,7.4074
2011-07-05,0.0
2011-07-06,3.4483
2011-07-07,16.6667
2011-07-08,-11.4286
2011-07-11,5.8065
2011-07-12,-2.439
2011-07-13,0.0
2011-07-14,0.0
2011-07-15,0.0
2011-07-18,0.0
2011-07-19,0.0
2011-07-20,0.0
2011-07-21,0.0
2011-07-22,0.0
2011-07-25,0.0
2011-07-26,0.0
2011-07-27,9.375
2011-07-28,-8.5714
2011-07-29,0.0
2011-08-01,0.0
2011-08-02,12.5
2011-08-03,0.0
2011-08-04,0.0
2011-08-05,2.7778
2011-08-08,2.7027
2011-08-09,2.6316
2011-08-10,-7.6923
2011-08-11,-2.7778
2011-08-12,-2.8571
2011-08-15,0.0
2011-08-16,-11.7647
2011-08-17,20.0
2011-08-18,-16.6667
2011-08-19,0.0
2011-08-22,0.0
