ticker,KNOP US Equity
2013-08-27,-0.2489
2013-08-28,2.4948
2013-08-29,-1.7850000000000001
2013-08-30,-0.6609
2013-09-03,0.2495
2013-09-04,-0.4148
2013-09-05,0.9579
2013-09-06,-0.3713
2013-09-09,0.6625
2013-09-10,-1.2752
2013-09-11,1.0417
2013-09-12,0.0
2013-09-13,-0.8247
2013-09-16,2.2869
2013-09-17,-1.8699
2013-09-18,0.0414
2013-09-19,1.8634
2013-09-20,1.626
2013-09-23,-0.04
2013-09-24,1.0404
2013-09-25,-0.0792
2013-09-26,-4.3599
2013-09-27,0.4973
2013-09-30,-0.8247
2013-10-01,0.6237
2013-10-02,-0.7438
2013-10-03,0.2082
2013-10-04,0.0415
2013-10-07,0.4568
2013-10-08,-0.0827
2013-10-09,-0.4137
2013-10-10,-0.4155
2013-10-11,0.2086
2013-10-14,1.9983
2013-10-15,0.7755
2013-10-16,-3.1187
2013-10-17,-0.5853
2013-10-18,0.9251
2013-10-21,2.6667
2013-10-22,2.0698
2013-10-23,0.0047
2013-10-24,0.5917
2013-10-25,-0.1186
2013-10-28,2.0182
2013-10-29,-1.45
2013-10-30,0.7629
2013-10-31,1.0742
2013-11-01,-0.1086
2013-11-04,0.3448
2013-11-05,0.3534
2013-11-06,0.2731
2013-11-07,0.7015
2013-11-08,0.4644
2013-11-11,-0.7319
2013-11-12,0.3497
2013-11-13,0.5022
2013-11-14,0.2313
2013-11-15,1.9189
2013-11-18,-0.9416
2013-11-19,2.6616
2013-11-20,-2.8148
2013-11-21,1.1038000000000001
2013-11-22,-0.7902
2013-11-25,2.5836
2013-11-26,-0.5926
2013-11-27,2.1982
2013-11-29,2.2603
2013-12-02,-0.9982
2013-12-03,-0.108
2013-12-04,0.3965
2013-12-05,-3.0521
2013-12-06,-1.8519
2013-12-09,-1.2075
2013-12-10,-1.8717000000000001
2013-12-11,-0.6228
2013-12-12,0.3917
2013-12-13,-0.7803
2013-12-16,1.219
2013-12-17,0.1554
2013-12-18,0.8534
2013-12-19,0.1923
2013-12-20,5.5278
2013-12-23,1.8552
2013-12-24,-1.1071
2013-12-26,4.6948
2013-12-27,-2.1387
2013-12-30,-2.1502
2013-12-31,1.2248
2014-01-02,-1.8860999999999999
2014-01-03,-1.6684999999999999
2014-01-06,1.4386
2014-01-07,-0.9091
2014-01-08,-0.1101
2014-01-09,-3.0492
2014-01-10,-1.4778
2014-01-13,-0.4615
2014-01-14,1.5842
2014-01-15,-0.8749
2014-01-16,0.9977
2014-01-17,-0.6839
2014-01-21,-0.0383
2014-01-22,-0.1914
2014-01-23,-0.5752
2014-01-24,0.3471
2014-01-27,0.3843
2014-01-28,-0.3828
2014-01-29,0.1922
2014-01-30,1.4576
2014-01-31,2.9679
2014-02-03,0.7463
2014-02-04,-0.5556
2014-02-05,0.3352
2014-02-06,0.1856
2014-02-07,-1.7043
2014-02-10,-0.5277
2014-02-11,-1.2694
2014-02-12,3.5886
2014-02-13,-0.6454
2014-02-14,0.6123
2014-02-18,-0.8525
2014-02-19,0.3364
2014-02-20,4.6572
2014-02-21,1.2104
2014-02-24,0.598
2014-02-25,-0.3497
2014-02-26,-1.0702
2014-02-27,1.7911000000000001
2014-02-28,0.1568
2014-03-03,-0.3653
2014-03-04,0.9777
2014-03-05,-0.242
2014-03-06,-0.5199
2014-03-07,-0.3484
2014-03-10,0.1748
2014-03-11,0.349
2014-03-12,-0.7304
2014-03-13,1.1913
2014-03-14,0.0693
2014-03-17,-0.519
2014-03-18,0.1043
2014-03-19,-1.1118999999999999
2014-03-20,0.105
2014-03-21,-1.0526
2014-03-24,-0.0355
2014-03-25,-0.6388
2014-03-26,-0.4821
2014-03-27,1.92
2014-03-28,-0.3169
2014-03-31,1.0244
2014-04-01,-0.3497
2014-04-02,0.0
2014-04-03,-1.0526
2014-04-04,0.01
2014-04-07,-2.3856
2014-04-08,-0.9982
2014-04-09,0.4763
2014-04-10,0.9677
2014-04-11,-1.1935
2014-04-14,0.6589
2014-04-15,-0.6909
2014-04-16,3.8447
2014-04-17,-1.4662
2014-04-21,1.0586
2014-04-22,-0.0354
2014-04-23,-0.4959
2014-04-24,-1.0146
2014-04-25,1.061
2014-04-28,0.0
2014-04-29,3.2028
2014-04-30,-3.2069
2014-05-01,-1.4784
2014-05-02,0.9019
2014-05-05,-1.2579
2014-05-06,-1.4748999999999999
2014-05-07,0.4865
2014-05-08,0.149
2014-05-09,0.9669
2014-05-12,-1.8416000000000001
2014-05-13,-0.1876
2014-05-14,1.5038
2014-05-15,2.0741
2014-05-16,-0.3991
2014-05-19,-0.5647
2014-05-20,-1.7402
2014-05-21,-0.3356
2014-05-22,0.0748
2014-05-23,-0.486
2014-05-27,2.5545
2014-05-28,0.2564
2014-05-29,0.0913
2014-05-30,0.3468
2014-06-02,1.8552
2014-06-03,-0.5357
2014-06-04,-1.2926
2014-06-05,-2.6191
2014-06-06,0.0
2014-06-09,1.6063
2014-06-10,-0.6985
2014-06-11,0.4443
2014-06-12,-0.4792
2014-06-13,0.4074
2014-06-16,3.246
2014-06-17,-1.9293
2014-06-18,3.0965
2014-06-19,0.3534
2014-06-20,1.662
2014-06-23,3.5259
2014-06-24,-4.8846
2014-06-25,-0.9497
2014-06-26,0.142
2014-06-27,0.4965
2014-06-30,-0.1411
2014-07-01,-0.3887
2014-07-02,0.6031
2014-07-03,-0.9168
2014-07-07,0.0
2014-07-08,-0.2491
2014-07-09,0.6422
2014-07-10,-0.4608
2014-07-11,-0.3561
2014-07-14,0.8578
2014-07-15,0.4607
2014-07-16,0.2469
2014-07-17,0.2111
2014-07-18,-0.2633
2014-07-21,0.7921
2014-07-22,-0.1048
2014-07-23,0.2098
2014-07-24,-0.4885
2014-07-25,-1.683
2014-07-28,0.4993
2014-07-29,0.071
2014-07-30,-1.1348
2014-07-31,-2.6363
2014-08-01,-0.9734
2014-08-04,0.9452
2014-08-05,-1.6854
2014-08-06,-1.5238
2014-08-07,-0.9284
2014-08-08,0.4295
2014-08-11,1.4386
2014-08-12,-1.169
2014-08-13,0.5623
2014-08-14,3.1238
2014-08-15,1.7577
2014-08-18,2.7196
2014-08-19,-0.5009
2014-08-20,-0.036
2014-08-21,0.7914
2014-08-22,-0.1071
2014-08-25,0.0357
2014-08-26,0.1786
2014-08-27,0.0
2014-08-28,0.3209
2014-08-29,-0.3198
2014-09-02,0.5348
2014-09-03,-0.2837
2014-09-04,-1.3158
2014-09-05,0.1081
2014-09-08,-0.036
2014-09-09,0.6122
2014-09-10,0.1002
2014-09-11,-1.5661
2014-09-12,-3.9593
2014-09-15,0.0
2014-09-16,-0.416
2014-09-17,-0.076
2014-09-18,-0.7678
2014-09-19,0.9652
2014-09-22,-2.1624
2014-09-23,-2.9081
2014-09-24,0.2796
2014-09-25,-0.1274
2014-09-26,0.008
2014-09-29,-0.0797
2014-09-30,-0.3591
2014-10-01,0.3204
2014-10-02,0.0
2014-10-03,-0.3992
2014-10-06,0.3206
2014-10-07,-0.2397
2014-10-08,-1.8422
2014-10-09,-6.2016
2014-10-10,-2.0879
2014-10-13,-3.9093999999999998
2014-10-14,-7.8595
2014-10-15,8.3793
2014-10-16,5.9259
2014-10-17,8.8287
2014-10-20,1.1245
2014-10-21,-5.9968
2014-10-22,2.0701
2014-10-23,4.0149
2014-10-24,3.5018000000000002
2014-10-27,-1.0765
2014-10-28,0.0
2014-10-29,-3.7311
2014-10-30,-1.2515
2014-10-31,0.4088
2014-11-03,-3.9053
2014-11-04,-2.3346
2014-11-05,-1.0181
2014-11-06,-3.3095
2014-11-07,7.123
2014-11-10,-3.4974
2014-11-11,1.6555
2014-11-12,-0.6602
2014-11-13,-0.6203
2014-11-14,-0.2229
2014-11-17,-0.5362
2014-11-18,3.0548
2014-11-19,-4.5336
2014-11-20,5.6621
2014-11-21,-0.0864
2014-11-24,-3.3737
2014-11-25,-0.4029
2014-11-26,3.8651999999999997
2014-11-28,-4.2839
2014-12-01,-5.0181
2014-12-02,0.1428
2014-12-03,5.3707
2014-12-04,-2.3906
2014-12-05,-2.3105
2014-12-08,-4.9669
2014-12-09,-0.5475
2014-12-10,-0.6006
2014-12-11,5.9416
2014-12-12,-2.1863
2014-12-15,-1.9922
2014-12-16,-4.8091
2014-12-17,4.4792
2014-12-18,2.1436
2014-12-19,4.3436
2014-12-22,2.9935
2014-12-23,1.0899
2014-12-24,-0.2246
2014-12-26,-4.1423
2014-12-29,10.1926
2014-12-30,-6.1381
2014-12-31,0.9991
2015-01-02,4.3615
2015-01-05,-2.4128
2015-01-06,-4.6799
2015-01-07,2.1306
2015-01-08,0.9977
2015-01-09,1.1226
2015-01-12,-4.2185
2015-01-13,-5.8414
2015-01-14,-5.2191
2015-01-15,0.987
2015-01-16,7.3045
2015-01-20,4.65
2015-01-21,2.2904
2015-01-22,-2.1944
2015-01-23,3.2967
2015-01-26,-1.9060000000000001
2015-01-27,0.3615
2015-01-28,-4.8176
2015-01-29,0.6623
2015-01-30,2.2086
2015-02-02,0.1411
2015-02-03,3.1
2015-02-04,0.0456
2015-02-05,2.459
2015-02-06,3.5111
2015-02-09,3.2632
2015-02-10,-5.0728
2015-02-11,2.1901
2015-02-12,0.8573
2015-02-13,-0.085
2015-02-17,-0.2552
2015-02-18,0.8102
2015-02-19,-2.4958
2015-02-20,0.7809
2015-02-23,-1.3345
2015-02-24,-1.4398
2015-02-25,2.0362999999999998
2015-02-26,-2.039
2015-02-27,-0.5757
2015-03-02,-1.0245
2015-03-03,0.7201
2015-03-04,-3.5746
2015-03-05,5.0046
2015-03-06,-4.9426
2015-03-09,-0.9285
2015-03-10,1.4058
2015-03-11,-0.6932
2015-03-12,1.4891
2015-03-13,-2.7052
2015-03-16,-2.4505
2015-03-17,6.1836
2015-03-18,2.9116999999999997
2015-03-19,0.7515
2015-03-20,-0.5265
2015-03-23,2.3379
2015-03-24,2.8879
2015-03-25,0.7541
2015-03-26,1.0395
2015-03-27,3.0453
2015-03-30,-1.7971
2015-03-31,-0.366
2015-04-01,0.0
2015-04-02,-1.1837
2015-04-06,1.1565
2015-04-07,-1.3883
2015-04-08,2.0704
2015-04-09,0.6491
2015-04-10,-0.0403
2015-04-13,0.9677
2015-04-14,-0.4393
2015-04-15,1.2435
2015-04-16,-2.1395
2015-04-17,1.2146
2015-04-20,0.96
2015-04-21,-0.1189
2015-04-22,0.1587
2015-04-23,3.0495
2015-04-24,1.5373
2015-04-27,-1.7410999999999999
2015-04-28,-1.5794000000000001
2015-04-29,-3.7965
2015-04-30,2.1562
2015-05-01,-2.1951
2015-05-04,-2.3691
2015-05-05,-0.3831
2015-05-06,-2.7778
2015-05-07,-4.1319
2015-05-08,10.3622
2015-05-11,-2.4927
2015-05-12,-1.2782
2015-05-13,-1.4674
2015-05-14,3.767
2015-05-15,1.984
2015-05-18,6.4983
2015-05-19,-2.0599
2015-05-20,-0.7937
2015-05-21,1.16
2015-05-22,1.5817
2015-05-26,-3.3476
2015-05-27,-0.2819
2015-05-28,-4.0388
2015-05-29,-0.6734
2015-06-01,-0.4237
2015-06-02,0.0
2015-06-03,0.2553
2015-06-04,-0.5518
2015-06-05,-1.195
2015-06-08,-0.3456
2015-06-09,0.3034
2015-06-10,-0.605
2015-06-11,0.0
2015-06-12,0.4348
2015-06-15,0.4762
2015-06-16,0.1723
2015-06-17,2.1935000000000002
2015-06-18,-3.2828
2015-06-19,2.2193
2015-06-22,-0.298
2015-06-23,-1.6652
2015-06-24,-2.475
2015-06-25,-3.3838
2015-06-26,-4.5622
2015-06-29,-3.8629
2015-06-30,-3.9679
2015-07-01,0.7845
2015-07-02,1.972
2015-07-06,-4.3257
2015-07-07,-0.7979
2015-07-08,1.2869
2015-07-09,1.1117
2015-07-10,1.5183
2015-07-13,-2.5271
2015-07-14,0.7937
2015-07-15,-5.1969
2015-07-16,-1.7719
2015-07-17,-5.5806000000000004
2015-07-20,-1.0149
2015-07-21,3.7998
2015-07-22,-0.8716
2015-07-23,-3.1067
2015-07-24,-1.9964
2015-07-27,-1.2955
2015-07-28,0.2494
2015-07-29,7.5483
2015-07-30,-3.3063000000000002
2015-07-31,-3.4035
2015-08-03,-5.7015
2015-08-04,-6.5897
2015-08-05,-4.0
2015-08-06,8.5606
2015-08-07,4.6754999999999995
2015-08-10,0.9333
2015-08-11,-7.1334
2015-08-12,4.7653
2015-08-13,3.7339
2015-08-14,6.0209
2015-08-17,-0.3704
2015-08-18,-3.7175000000000002
2015-08-19,5.2767
2015-08-20,1.5892
2015-08-21,-3.3093
2015-08-24,5.8494
2015-08-25,2.8807
2015-08-26,-2.3429
2015-08-27,5.8514
2015-08-28,0.7186
2015-08-31,0.5763
2015-09-01,-0.1364
2015-09-02,0.4372
2015-09-03,1.0337
2015-09-04,-0.2154
2015-09-08,3.8316
2015-09-09,-0.7796
2015-09-10,-2.8811
2015-09-11,-2.9666
2015-09-14,-3.7799
2015-09-15,1.6753
2015-09-16,0.7386
2015-09-17,0.846
2015-09-18,3.5794
2015-09-21,0.6479
2015-09-22,-0.4828
2015-09-23,-5.283
2015-09-24,-2.4474
2015-09-25,-1.5753
2015-09-28,-5.0978
2015-09-29,-9.8064
2015-09-30,2.4931
2015-10-01,4.7973
2015-10-02,-1.0316
2015-10-05,15.6352
2015-10-06,1.3521
2015-10-07,-1.3341
2015-10-08,0.6761
2015-10-09,-0.1679
2015-10-12,-0.1682
2015-10-13,-1.2913999999999999
2015-10-14,0.3982
2015-10-15,0.7365
2015-10-16,0.5062
2015-10-19,-0.6715
2015-10-20,1.2394
2015-10-21,-1.8364
2015-10-22,0.6803
2015-10-23,-1.6892
2015-10-26,-1.7755
2015-10-27,-2.1574
2015-10-28,1.6686999999999999
2015-10-29,-2.4032999999999998
2015-10-30,1.1159
2015-11-02,0.7357
2015-11-03,0.3652
2015-11-04,-1.5161
2015-11-05,-0.9852
2015-11-06,0.3109
2015-11-09,-0.744
2015-11-10,-4.1224
2015-11-11,-3.1922
2015-11-12,-2.6917999999999997
2015-11-13,6.1549
2015-11-16,-0.0651
2015-11-17,-1.369
2015-11-18,-2.6438
2015-11-19,-3.2587
2015-11-20,-1.8947
2015-11-23,6.0086
2015-11-24,5.4656
2015-11-25,2.7511
2015-11-27,0.0
2015-11-30,-0.9963
2015-12-01,-1.0692
2015-12-02,0.1271
2015-12-03,-5.4603
2015-12-04,-3.4923
2015-12-07,-3.6186
2015-12-08,-0.7942
2015-12-09,4.1485
2015-12-10,-3.5639
2015-12-11,-1.3768
2015-12-14,-7.421
2015-12-15,-3.0159
2015-12-16,4.5008
2015-12-17,-10.3367
2015-12-18,-0.0873
2015-12-21,-3.5839
2015-12-22,-0.544
2015-12-23,18.7785
2015-12-24,2.9931
2015-12-28,-3.1297
2015-12-29,0.9231
2015-12-30,2.0579
2015-12-31,0.7468
2016-01-04,5.0408
2016-01-05,0.7057
2016-01-06,-2.5228
2016-01-07,-6.3264
2016-01-08,6.5234
2016-01-11,-6.0519
2016-01-12,-9.9693
2016-01-13,-7.155
2016-01-14,2.844
2016-01-15,-2.8546
2016-01-19,-1.0101
2016-01-20,-4.4527
2016-01-21,6.699
2016-01-22,9.4631
2016-01-25,3.325
2016-01-26,4.6661
2016-01-27,2.0753
2016-01-28,1.2048
2016-01-29,4.8363
2016-02-01,0.8517
2016-02-02,-2.9218
2016-02-03,2.8593
2016-02-04,-2.9993
2016-02-05,0.8296
2016-02-08,-5.1608
2016-02-09,-7.4132
2016-02-10,-5.1107
2016-02-11,1.7056
2016-02-12,6.5313
2016-02-16,6.0481
2016-02-17,3.6719
2016-02-18,2.4115
2016-02-19,10.0074
2016-02-22,7.8261
2016-02-23,-3.7841
2016-02-24,2.8369
2016-02-25,-0.3135
2016-02-26,1.3208
2016-02-29,-1.6139000000000001
2016-03-01,3.0284
2016-03-02,2.0208
2016-03-03,2.581
2016-03-04,-5.7929
2016-03-07,6.4596
2016-03-08,-6.0677
2016-03-09,0.1863
2016-03-10,-1.8599
2016-03-11,0.1895
2016-03-14,2.8373
2016-03-15,2.6364
2016-03-16,1.4934
2016-03-17,2.7075
2016-03-18,-2.6934
2016-03-21,-0.9423
2016-03-22,-0.1189
2016-03-23,-4.4643
2016-03-24,1.9938
2016-03-28,-1.3439
2016-03-29,3.7771
2016-03-30,-0.2387
2016-03-31,-1.9139
2016-04-01,1.7683
2016-04-04,-1.7974999999999999
2016-04-05,-0.5491
2016-04-06,1.227
2016-04-07,0.6667
2016-04-08,0.8429
2016-04-11,1.3731
2016-04-12,0.0
2016-04-13,0.4711
2016-04-14,-1.6999
2016-04-15,-1.1926
2016-04-18,8.0266
2016-04-19,4.4693
2016-04-20,1.2299
2016-04-21,1.1094
2016-04-22,-0.209
2016-04-25,1.5707
2016-04-26,0.7216
2016-04-27,1.74
2016-04-28,-0.503
2016-04-29,-2.9323
2016-05-02,0.2604
2016-05-03,-0.267
2016-05-04,-2.7837
2016-05-05,-5.2863
2016-05-06,2.6744
2016-05-09,-2.4349
2016-05-10,4.9913
2016-05-11,0.8292
2016-05-12,-0.7675
2016-05-13,-0.4972
2016-05-16,1.055
2016-05-17,2.4176
2016-05-18,-1.8239999999999998
2016-05-19,0.2186
2016-05-20,0.1636
2016-05-23,-0.4899
2016-05-24,3.337
2016-05-25,-2.541
2016-05-26,0.163
2016-05-27,0.4881
2016-05-31,-0.054
2016-06-01,0.378
2016-06-02,0.3228
2016-06-03,-0.1609
2016-06-06,2.0408
2016-06-07,1.8420999999999998
2016-06-08,-1.7570999999999999
2016-06-09,-2.4198
2016-06-10,-1.8329
2016-06-13,-2.9654
2016-06-14,-3.1692
2016-06-15,2.9223
2016-06-16,1.5332
2016-06-17,-1.2304
2016-06-20,1.1325
2016-06-21,2.4636
2016-06-22,-0.4918
2016-06-23,-0.6041
2016-06-24,-0.884
2016-06-27,-2.5641
2016-06-28,3.2609
2016-06-29,1.9945
2016-06-30,0.8148
2016-07-01,1.8319
2016-07-05,-2.963
2016-07-06,1.5267
2016-07-07,-1.0741
2016-07-08,-1.3029
2016-07-11,0.22
2016-07-12,2.9638
2016-07-13,0.0
2016-07-14,-1.8657
2016-07-15,0.4345
2016-07-18,1.2439
2016-07-19,0.1603
2016-07-20,0.9067
2016-07-21,0.3171
2016-07-22,1.4752
2016-07-25,-0.6231
2016-07-26,0.7837
2016-07-27,0.2074
2016-07-28,0.3621
2016-07-29,1.5979
2016-08-01,-2.9934
2016-08-02,-0.6989
2016-08-03,1.0287
2016-08-04,1.1254
2016-08-05,-1.0599
2016-08-08,0.8034
2016-08-09,-1.2221
2016-08-10,0.3228
2016-08-11,2.252
2016-08-12,1.4683
2016-08-15,1.8088
2016-08-16,-2.0305
2016-08-17,-0.7254
2016-08-18,0.0522
2016-08-19,-2.2953
2016-08-22,-1.1212
2016-08-23,3.4017
2016-08-24,-2.9765
2016-08-25,-0.6997
2016-08-26,-0.8672
2016-08-29,0.2734
2016-08-30,0.9269
2016-08-31,0.5943
2016-09-01,2.3093
2016-09-02,0.6824
2016-09-06,0.8342
2016-09-07,1.8096999999999999
2016-09-08,1.0665
2016-09-09,-4.7739
2016-09-12,1.2665
2016-09-13,-1.0422
2016-09-14,-1.3165
2016-09-15,1.8677000000000001
2016-09-16,-0.4715
2016-09-19,-2.3684
2016-09-20,0.4852
2016-09-21,1.2876
2016-09-22,2.4364
2016-09-23,0.3619
2016-09-26,5.4611
2016-09-27,-1.5633
2016-09-28,3.7717
2016-09-29,-0.9565
2016-09-30,0.8691
2016-10-03,-2.9679
2016-10-04,0.592
2016-10-05,0.5885
2016-10-06,0.7314
2016-10-07,-0.726
2016-10-10,1.1214
2016-10-11,0.2411
2016-10-12,-0.8177
2016-10-13,-1.3094000000000001
2016-10-14,3.2432
2016-10-17,-0.5236
2016-10-18,-2.3923
2016-10-19,2.2059
2016-10-20,-0.4796
2016-10-21,-2.1687
2016-10-24,2.4631
2016-10-25,0.9615
2016-10-26,-2.6189999999999998
2016-10-27,1.467
2016-10-28,-2.0723
2016-10-31,-1.0101
2016-11-01,-3.0612
2016-11-02,2.1053
2016-11-03,1.0309
2016-11-04,1.0204
2016-11-07,3.7879
2016-11-08,1.9465
2016-11-09,4.2959
2016-11-10,-3.4325
2016-11-11,0.7109
2016-11-14,1.1764999999999999
2016-11-15,0.0
2016-11-16,-0.2326
2016-11-17,-0.4662
2016-11-18,1.171
2016-11-21,1.3889
2016-11-22,-0.2283
2016-11-23,0.6865
2016-11-25,1.1364
2016-11-28,-2.6966
2016-11-29,1.1547
2016-11-30,-0.4566
2016-12-01,-2.2936
2016-12-02,4.9296
2016-12-05,1.3423
2016-12-06,-1.1038000000000001
2016-12-07,2.0089
2016-12-08,-3.5011
2016-12-09,-0.6803
2016-12-12,-0.6849
2016-12-13,0.9195
2016-12-14,0.2278
2016-12-15,0.4545
2016-12-16,-1.1312
2016-12-19,0.9153
2016-12-20,1.1338
2016-12-21,1.5695000000000001
2016-12-22,1.766
2016-12-23,0.0
2016-12-27,1.5184
2016-12-28,0.0
2016-12-29,1.4957
2016-12-30,-0.6316
2017-01-03,3.8136
2017-01-04,-1.2245
2017-01-05,-8.6777
2017-01-06,0.905
2017-01-09,-0.2242
2017-01-10,-0.2247
2017-01-11,-0.2252
2017-01-12,0.0
2017-01-13,0.4515
2017-01-17,-0.4494
2017-01-18,-0.6772
2017-01-19,1.1364
2017-01-20,-0.4494
2017-01-23,0.0
2017-01-24,0.6772
2017-01-25,0.2242
2017-01-26,0.2237
2017-01-27,0.2232
2017-01-30,-0.2227
2017-01-31,-0.3571
2017-02-01,1.3761
2017-02-02,0.0
2017-02-03,-1.3575
2017-02-06,-1.6055000000000001
2017-02-07,-0.4662
2017-02-08,-0.4684
2017-02-09,0.0
2017-02-10,0.7059
2017-02-13,0.0
2017-02-14,1.6355
2017-02-15,2.069
2017-02-16,0.9009
2017-02-17,-1.3393
2017-02-21,2.4887
2017-02-22,-0.2208
2017-02-23,0.2212
2017-02-24,-0.883
2017-02-27,-0.2227
2017-02-28,-1.5625
2017-03-01,1.8141
2017-03-02,1.1136
2017-03-03,0.0
2017-03-06,-0.2203
2017-03-07,-1.3245
2017-03-08,0.6711
2017-03-09,-1.7778
2017-03-10,-0.4525
2017-03-13,-0.6818
2017-03-14,0.2288
2017-03-15,0.0
2017-03-16,-0.2283
2017-03-17,0.2288
2017-03-20,1.3699
2017-03-21,-0.6757
2017-03-22,-0.2268
2017-03-23,1.5909
2017-03-24,-0.6711
2017-03-27,-0.6757
2017-03-28,2.0408
2017-03-29,0.2222
2017-03-30,0.2217
2017-03-31,3.0973
2017-04-03,-1.7167
2017-04-04,-1.31
2017-04-05,0.0
2017-04-06,0.2212
2017-04-07,1.1038000000000001
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,-0.655
2017-04-13,-0.8791
2017-04-17,0.6652
2017-04-18,0.2203
2017-04-19,0.6593
2017-04-20,1.0917
2017-04-21,0.0
2017-04-24,3.2397
2017-04-25,0.2092
2017-04-26,1.6701000000000001
2017-04-27,-1.4374
2017-04-28,1.9583
2017-05-01,-0.6263
2017-05-02,-1.4706000000000001
2017-05-03,-1.3859
2017-05-04,-2.9189
2017-05-05,1.5590000000000002
2017-05-08,-0.2193
2017-05-09,-0.2198
2017-05-10,-1.1013
2017-05-11,1.1136
2017-05-12,-0.6608
2017-05-15,-0.8869
2017-05-16,2.6846
2017-05-17,-2.3965
2017-05-18,-0.4464
2017-05-19,0.8969
2017-05-22,1.5556
2017-05-23,-1.5316999999999998
2017-05-24,-0.6667
2017-05-25,1.7896999999999998
2017-05-26,-1.5385
2017-05-30,-1.5625
2017-05-31,-3.8548999999999998
2017-06-01,2.5943
2017-06-02,-1.3793
2017-06-05,1.1655
2017-06-06,0.6912
2017-06-07,-0.9153
2017-06-08,-0.4619
2017-06-09,0.6961
2017-06-12,7.6037
2017-06-13,1.2848
2017-06-14,-0.4228
2017-06-15,-2.3355
2017-06-16,2.8261
2017-06-19,-2.7484
2017-06-20,-1.087
2017-06-21,-1.7582
2017-06-22,1.1186
2017-06-23,0.6637
2017-06-26,0.0
2017-06-27,-0.4396
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,1.3245
2017-07-03,-0.2179
2017-07-05,-0.8734
2017-07-06,-0.4405
2017-07-07,0.0
2017-07-10,-0.4425
2017-07-11,0.8889
2017-07-12,1.5419
2017-07-13,-0.4338
2017-07-14,0.0
2017-07-17,0.4357
2017-07-18,1.9523000000000001
2017-07-19,-0.6383
2017-07-20,0.0
2017-07-21,0.0
2017-07-24,0.2141
2017-07-25,1.4957
2017-07-26,-0.6316
2017-07-27,-0.6356
2017-07-28,0.6397
2017-07-31,-0.339
2017-08-01,0.2174
2017-08-02,-1.0846
2017-08-03,-2.193
2017-08-04,1.5695000000000001
2017-08-07,-0.2208
2017-08-08,0.2212
2017-08-09,1.1038000000000001
2017-08-10,1.5284
2017-08-11,-1.2903
2017-08-14,0.8715
2017-08-15,-1.0799
2017-08-16,0.2183
2017-08-17,-1.9607999999999999
2017-08-18,0.2222
2017-08-21,0.4435
2017-08-22,0.4415
2017-08-23,2.1978
2017-08-24,-0.8602
2017-08-25,1.5184
2017-08-28,0.4274
2017-08-29,0.0
2017-08-30,-1.7021
