ticker,EVLO US Equity
2018-09-25,-0.4082
2018-09-26,-2.2131
2018-09-27,2.5147
2018-09-28,-0.4088
2018-10-01,-3.6946
2018-10-02,-1.6198000000000001
2018-10-03,-3.5529
2018-10-04,10.5121
2018-10-05,-4.7966999999999995
2018-10-08,-1.7079
2018-10-09,-1.3901
2018-10-10,-11.3656
2018-10-11,7.0577
2018-10-12,-1.9499
2018-10-15,-8.1439
2018-10-16,-0.5155
2018-10-17,1.658
2018-10-18,1.8349
2018-10-19,-3.8038
2018-10-22,0.9365
2018-10-23,-6.0825
2018-10-24,-0.6586
2018-10-25,-4.6409
2018-10-26,-1.5064
2018-10-29,5.6471
2018-10-30,3.8975999999999997
2018-10-31,-2.358
2018-11-01,5.0494
2018-11-02,1.6719
2018-11-05,-1.4388
2018-11-06,2.5026
2018-11-07,0.7121
2018-11-08,-6.8687000000000005
2018-11-09,-12.7983
2018-11-12,-4.4776
2018-11-13,0.7813
2018-11-14,-5.2972
2018-11-15,-0.5457
2018-11-16,13.7174
2018-11-19,5.4282
2018-11-20,5.3776
2018-11-21,-2.2801
2018-11-23,0.1111
2018-11-26,7.2142
2018-11-27,0.0
2018-11-28,8.5921
2018-11-29,-5.6244
2018-11-30,0.202
2018-12-03,5.3427
2018-12-04,4.2105
2018-12-06,-0.7346
2018-12-07,-15.4487
2018-12-10,14.8796
2018-12-11,-4.8571
2018-12-12,-0.5005
2018-12-13,3.8228999999999997
2018-12-14,10.3682
2018-12-17,2.7217000000000002
2018-12-18,0.1709
2018-12-19,-5.7167
2018-12-20,-5.4299
2018-12-21,8.2297
2018-12-24,4.8629999999999995
2018-12-26,2.0236
2018-12-27,-6.8595
2018-12-28,10.0266
2018-12-31,4.9193999999999996
2019-01-02,3.382
2019-01-03,0.223
2019-01-04,13.5757
2019-01-07,-3.2005
2019-01-08,-5.6005
2019-01-09,0.0715
2019-01-10,-2.8571
2019-01-11,-0.6618
2019-01-14,1.4804
2019-01-15,-3.2093
2019-01-16,-2.0347
2019-01-17,-7.6923
2019-01-18,-16.1667
2019-01-22,-3.9760999999999997
2019-01-23,-8.5921
2019-01-24,-4.3035
2019-01-25,2.0118
2019-01-28,2.4362
2019-01-29,2.0385
2019-01-30,2.4417
2019-01-31,-2.7086
2019-02-01,0.3341
2019-02-04,-0.111
2019-02-05,2.6667
2019-02-06,-0.8658
2019-02-07,-1.4192
2019-02-08,0.9967
2019-02-11,-2.193
2019-02-12,0.3363
2019-02-13,-2.3464
2019-02-14,9.7254
2019-02-15,-4.171
2019-02-19,5.6583
2019-02-20,1.7508
2019-02-21,-2.7328
2019-02-22,0.5203
2019-02-25,-0.4141
2019-02-26,1.6632
2019-02-27,-3.5787
2019-02-28,-6.7869
2019-03-01,0.3413
2019-03-04,0.3401
2019-03-05,1.1299
2019-03-06,-1.6760000000000002
2019-03-07,-0.6818
2019-03-08,5.1487
2019-03-11,3.9173
2019-03-12,2.4084
2019-03-13,0.2045
2019-03-14,-11.8367
2019-03-15,3.3565
2019-03-18,-2.9115
2019-03-19,-3.1142
2019-03-20,0.5952
2019-03-21,1.8935
2019-03-22,-6.8525
2019-03-25,4.9875
2019-03-26,-10.9264
2019-03-27,1.6
2019-03-28,3.6745
2019-03-29,1.2658
2019-04-01,0.375
2019-04-02,4.2341
2019-04-03,6.4516
2019-04-04,-2.5814
2019-04-05,3.1106
2019-04-08,-1.5642
2019-04-09,-0.681
2019-04-10,0.4571
2019-04-11,-2.1615
2019-04-12,-1.5116
2019-04-15,-1.9481000000000002
2019-04-16,-1.8662999999999998
2019-04-17,0.6135
2019-04-18,1.2195
2019-04-22,0.6024
2019-04-23,1.6766
2019-04-24,-2.9446
2019-04-25,3.1553
2019-04-26,-3.4118
2019-04-29,2.8015
2019-04-30,-0.6517
2019-05-01,1.3715
2019-05-02,-0.2353
2019-05-03,1.1792
2019-05-06,-0.3497
2019-05-07,-0.5848
2019-05-08,-1.7647
2019-05-09,0.5988
2019-05-10,-2.7381
2019-05-13,-4.0392
2019-05-14,4.8469
2019-05-15,-3.8929
2019-05-16,-2.5316
2019-05-17,-2.8571
2019-05-20,5.7487
2019-05-21,6.7004
2019-05-22,-9.1232
2019-05-23,-4.0417
2019-05-24,3.8043
2019-05-28,-3.0105
2019-05-29,4.5884
2019-05-30,0.6452
2019-05-31,-4.1026
2019-06-03,0.4011
2019-06-04,-10.6525
2019-06-05,-2.8316
2019-06-06,2.3006
2019-06-07,2.099
2019-06-10,-0.4405
2019-06-11,-0.1475
2019-06-12,4.4313
2019-06-13,3.2532
2019-06-14,-3.8356
2019-06-17,6.9801
2019-06-18,8.2557
2019-06-19,7.9951
2019-06-20,-6.2642
2019-06-21,14.4593
2019-06-24,-8.2803
2019-06-25,0.5787
2019-06-26,-0.2301
2019-06-27,3.6909
2019-06-28,-0.1112
2019-07-01,-2.0045
2019-07-02,-12.6136
2019-07-03,11.1834
2019-07-05,-5.9649
2019-07-08,-0.995
2019-07-09,2.8894
2019-07-10,-3.2967
2019-07-11,1.0101
2019-07-12,-6.75
2019-07-15,2.1448
2019-07-16,0.3937
2019-07-17,12.6797
2019-07-18,-3.9443
2019-07-19,-5.0725
2019-07-22,-4.5802
2019-07-23,0.1333
2019-07-24,0.0
2019-07-25,-5.4594
2019-07-26,-2.8169
2019-07-29,-2.6087
2019-07-30,0.0
2019-07-31,-9.0774
2019-08-01,2.6187
2019-08-02,-5.7416
2019-08-05,-5.753
2019-08-06,5.9246
2019-08-07,-1.8643999999999998
2019-08-08,1.3817
2019-08-09,-7.155
2019-08-12,11.5596
2019-08-13,-1.6447
2019-08-14,-2.8428
2019-08-15,-0.6885
2019-08-16,5.8925
2019-08-19,4.5827
2019-08-20,5.1643
2019-08-21,3.2738
2019-08-22,-2.5937
2019-08-23,-7.5443999999999996
2019-08-26,0.0
2019-08-27,-6.08
2019-08-28,-2.8961
2019-08-29,0.0
2019-08-30,-3.6842
2019-09-03,3.4608
2019-09-04,4.0493
2019-09-05,0.846
2019-09-06,-0.6711
2019-09-09,10.3041
2019-09-10,-0.7657
2019-09-11,4.1667
2019-09-12,16.8889
2019-09-13,0.507
2019-09-16,1.8916
2019-09-17,3.9604
2019-09-18,3.8095
2019-09-19,-6.422
2019-09-20,-3.5539
2019-09-23,-9.4028
2019-09-24,-8.2749
2019-09-25,-4.1284
2019-09-26,-3.5088
2019-09-27,3.1405
2019-09-30,-2.2436
2019-10-01,-2.2951
2019-10-02,1.0067
2019-10-03,-0.1661
2019-10-04,0.4992
2019-10-07,-1.9868000000000001
2019-10-08,-1.0135
2019-10-09,-1.5358
2019-10-10,2.0797
2019-10-11,2.0374
2019-10-14,1.1647
2019-10-15,5.4276
2019-10-16,4.3682
2019-10-17,0.0
2019-10-18,-2.3916
2019-10-21,5.3599
2019-10-22,2.6163
2019-10-23,5.5241
2019-10-24,-4.698
2019-10-25,2.2535
2019-10-28,-2.6170999999999998
2019-10-29,-3.5361000000000002
2019-10-30,-3.0792
2019-10-31,-1.2103
2019-11-01,5.9724
2019-11-04,1.3006
2019-11-05,-3.709
2019-11-06,0.4444
2019-11-07,-1.3274
2019-11-08,-1.6442
2019-11-11,-2.8875
2019-11-12,2.1909
2019-11-13,-3.0628
2019-11-14,-2.8436
2019-11-15,-0.6504
2019-11-18,-0.1637
2019-11-19,-7.541
2019-11-20,-1.5957
2019-11-21,-1.8018
2019-11-22,-5.3211
2019-11-25,-5.0388
2019-11-26,1.0204
2019-11-27,-0.8081
2019-11-29,-8.1466
2019-12-02,-0.9978
2019-12-03,-3.0235
2019-12-04,2.5404
2019-12-05,1.2387
2019-12-06,-7.0078
2019-12-09,-1.6745999999999999
2019-12-10,1.9465
2019-12-11,4.7733
2019-12-12,0.9112
2019-12-13,-1.1287
2019-12-16,-0.6849
2019-12-17,-8.046
2019-12-18,-4.75
2019-12-19,8.9239
2019-12-20,0.4819
2019-12-23,7.1942
2019-12-24,-0.6711
2019-12-26,0.9009
2019-12-27,-0.8929
2019-12-30,-5.1802
2019-12-31,-3.5629
2020-01-02,-8.3744
2020-01-03,-1.3441
2020-01-06,1.9074
2020-01-07,-3.2086
2020-01-08,3.8674
2020-01-09,10.9043
2020-01-10,1.199
2020-01-13,0.7109
2020-01-14,0.0
2020-01-15,-1.6471
2020-01-16,1.4354
2020-01-17,2.3585
2020-01-21,6.4516
2020-01-22,16.2338
2020-01-23,11.9181
2020-01-24,0.0
2020-01-27,12.812
2020-01-28,4.1298
2020-01-29,-0.1416
2020-01-30,-4.3972
2020-01-31,-12.908
2020-02-03,-18.0579
2020-02-04,3.9501
2020-02-05,-0.2
2020-02-06,0.8016
2020-02-07,-4.5725999999999996
2020-02-10,-2.0833
2020-02-11,-8.7234
2020-02-12,14.9184
2020-02-13,-10.9533
2020-02-14,14.3508
2020-02-18,10.1594
2020-02-19,17.9024
2020-02-20,-8.1288
2020-02-21,-1.8364
2020-02-24,-12.585
2020-02-25,-1.5564
2020-02-26,1.7787
2020-02-27,-3.6893000000000002
2020-02-28,2.0161
2020-03-02,-2.1739
2020-03-03,15.9596
2020-03-04,-2.7875
2020-03-05,-7.3477
2020-03-06,-3.675
2020-03-09,-4.6185
2020-03-10,-1.2631999999999999
2020-03-11,-6.823
2020-03-12,-1.1442
2020-03-13,-18.287
2020-03-16,-9.0652
2020-03-17,10.5919
2020-03-18,-2.2535
2020-03-19,31.1239
2020-03-20,-24.8352
2020-03-23,4.0936
2020-03-24,12.6404
2020-03-25,-2.7431
2020-03-26,17.6923
2020-03-27,-6.9717
2020-03-30,-9.8361
2020-03-31,-2.4675000000000002
2020-04-01,-5.992
2020-04-02,4.8159
2020-04-03,-3.7838000000000003
2020-04-06,8.9888
2020-04-07,-9.0206
2020-04-08,5.3824
2020-04-09,4.8387
2020-04-13,1.5385
2020-04-14,-0.2525
2020-04-15,-4.557
2020-04-16,-2.122
2020-04-17,9.4851
2020-04-20,-5.4455
2020-04-21,3.1414
2020-04-22,6.0914
2020-04-23,0.7177
2020-04-24,23.0404
2020-04-27,6.3707
2020-04-28,3.4483
2020-04-29,7.3684
2020-04-30,-9.4771
2020-05-01,-3.4295999999999998
2020-05-04,-8.972
2020-05-05,-0.4107
2020-05-06,-1.2371
2020-05-07,2.714
2020-05-08,3.252
2020-05-11,7.874
2020-05-12,-12.5912
2020-05-13,-0.8351
2020-05-14,-5.2632
2020-05-15,-2.8889
2020-05-18,2.0595
2020-05-19,-3.1390000000000002
2020-05-20,-0.9259
2020-05-21,-1.1682
2020-05-22,1.4184
2020-05-26,14.6853
2020-05-27,1.4228
2020-05-28,-10.4208
2020-05-29,-2.2371
2020-06-01,-0.4577
2020-06-02,-2.9885
2020-06-03,-0.237
2020-06-04,-2.3753
2020-06-05,-1.9465
2020-06-08,5.9553
2020-06-09,-5.1522
2020-06-10,-0.7407
2020-06-11,-6.4677
2020-06-12,2.6596
2020-06-15,-0.7772
2020-06-16,4.1775
2020-06-17,-10.0251
2020-06-18,0.0
2020-06-19,4.039
2020-06-22,18.0723
2020-06-23,-5.4422
2020-06-24,-3.8369
2020-06-25,22.1945
2020-06-26,1.6327
2020-06-29,3.6145
2020-06-30,-5.0388
2020-07-01,1.0204
2020-07-02,1.6162
2020-07-06,-10.9344
2020-07-07,-1.1161
2020-07-08,1.5800999999999998
2020-07-09,-2.2222
2020-07-10,-4.5455
2020-07-13,-1.1905000000000001
2020-07-14,-3.6145
2020-07-15,2.25
2020-07-16,-1.2225
2020-07-17,0.9901
2020-07-20,3.1863
2020-07-21,4.038
2020-07-22,1.3699
2020-07-23,-6.3063
2020-07-24,-3.3654
2020-07-27,5.7214
2020-07-28,-4.7059
2020-07-29,-4.4444
2020-07-30,2.8424
2020-07-31,-4.2714
