ticker,IPDN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-05,-4.125
2013-03-06,-6.1278
2013-03-07,0.2778
2013-03-08,-0.4172
2013-03-11,0.0017
2013-03-12,-0.6954
2013-03-13,-0.07
2013-03-14,-4.4149
2013-03-15,2.7859
2013-03-18,-4.8359
2013-03-19,0.2848
2013-03-20,0.1495
2013-03-21,-2.8358
2013-03-22,4.9155
2013-03-25,-2.6353999999999997
2013-03-26,-0.4511
2013-03-27,1.2085
2013-03-28,0.597
2013-04-01,0.0
2013-04-02,-0.5935
2013-04-03,-8.9552
2013-04-04,1.8033000000000001
2013-04-05,4.0258
2013-04-08,-6.3467
2013-04-09,-0.8264
2013-04-10,-3.6667
2013-04-11,0.519
2013-04-12,-1.7212
2013-04-15,-6.3047
2013-04-16,2.8037
2013-04-17,-8.9091
2013-04-18,1.5968
2013-04-19,-1.9646
2013-04-22,0.6012
2013-04-23,-7.1713000000000005
2013-04-24,-3.4335
2013-04-25,-10.0
2013-04-26,-2.4691
2013-04-29,15.1899
2013-04-30,-1.0989
2013-05-01,-1.7778
2013-05-02,-0.2262
2013-05-03,2.2676
2013-05-06,6.6519
2013-05-07,4.3659
2013-05-08,-2.1912
2013-05-09,-0.2037
2013-05-10,1.2245
2013-05-13,-7.2581
2013-05-14,-1.9565000000000001
2013-05-15,9.7561
2013-05-16,-9.0909
2013-05-17,1.1111
2013-05-20,10.989
2013-05-21,4.9505
2013-05-22,0.3774
2013-05-23,1.5038
2013-05-24,-3.5185
2013-05-28,6.5235
2013-05-29,-5.9437999999999995
2013-05-30,-4.2146
2013-05-31,-2.0
2013-06-03,1.6327
2013-06-04,-9.311
2013-06-05,-3.6825
2013-06-06,4.5977
2013-06-10,2.6374
2013-06-11,1.9272
2013-06-12,-5.6723
2013-06-13,5.5679
2013-06-14,0.6329
2013-06-17,-3.5639
2013-06-18,-2.1739
2013-06-19,-1.1111
2013-06-20,-3.8202
2013-06-21,-1.6355
2013-06-24,-4.2755
2013-06-25,-3.2258
2013-06-26,4.6154
2013-06-27,-0.7353
2013-06-28,3.4537
2013-07-01,-0.4744
2013-07-02,-0.9592
2013-07-03,-0.7264
2013-07-05,0.0
2013-07-08,0.0
2013-07-09,-1.9512
2013-07-10,5.9701
2013-07-11,5.6338
2013-07-12,2.9778000000000002
2013-07-15,2.5032
2013-07-16,-2.1053
2013-07-17,-1.0726
2013-07-23,-2.1766
2013-07-24,-4.4444
2013-07-25,-1.1628
2013-07-26,10.3529
