ticker,NSCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-10,0.5102
2017-10-11,-0.5076
2017-10-12,0.0
2017-10-13,-0.2041
2017-10-16,0.0
2017-10-17,-0.2045
2017-10-18,0.1025
2017-10-19,-0.1024
2017-10-20,-0.3074
2017-10-23,0.1028
2017-10-24,0.0
2017-10-25,0.4107
2017-10-26,-0.2045
2017-10-27,0.3074
2017-11-02,-0.1021
2017-11-03,-0.3067
2017-11-06,0.0
2017-11-09,-0.3077
2017-11-24,-0.5144
2017-11-28,0.0
2017-11-29,0.0
2017-12-01,0.8273
2017-12-04,0.0
2017-12-06,-0.7179
2017-12-07,0.1033
2017-12-13,-0.3096
2017-12-19,-0.1035
2017-12-26,0.3109
2018-01-08,-0.2066
2018-01-09,0.0
2018-01-10,0.3313
2018-01-11,0.031
2018-01-12,0.0516
2018-01-16,-0.3093
2018-01-17,0.2068
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,-0.2064
2018-01-30,0.2068
2018-02-01,-0.1032
2018-02-02,0.5165
2018-02-05,-0.1696
2018-02-06,-0.2419
2018-02-07,0.1032
2018-02-14,0.1031
2018-02-15,-0.4119
2018-02-16,0.8273
2018-02-20,-0.2051
2018-02-21,-0.5139
2018-02-22,0.0
2018-02-28,-0.1033
2018-03-01,0.0
2018-03-09,0.1034
2018-03-13,-0.1033
2018-03-16,0.1034
2018-03-22,0.2066
2018-03-23,-0.3093
2018-04-06,0.2068
2018-04-12,-0.2064
2018-04-23,0.8273
2018-04-24,0.2051
2018-04-25,0.3071
2018-04-26,-0.4082
2018-04-27,0.3074
2018-04-30,0.0
2018-05-07,0.1021
2018-05-08,0.0
2018-05-16,0.0
2018-05-18,0.0
2018-05-21,-0.102
2018-05-22,0.3064
2018-05-23,-0.2037
2018-05-30,0.0
2018-06-04,0.0
2018-06-05,-0.4082
2018-06-06,0.0
2018-06-12,0.2049
2018-06-15,0.1022
2018-06-18,0.1021
2018-06-19,0.102
2018-06-20,-0.1019
2018-06-21,0.5102
2018-06-25,0.1015
2018-06-26,-0.1014
2018-06-27,0.0
2018-06-28,0.203
2018-07-02,-0.1003
2018-07-03,0.4047
2018-07-06,0.0
2018-07-09,-0.303
2018-07-12,0.0
2018-07-13,-0.1013
2018-07-17,0.0
2018-07-18,0.4057
2018-07-19,-0.5051
2018-07-24,-0.203
2018-07-25,0.2035
2018-07-26,-0.0102
2018-08-01,0.0102
2018-08-02,0.203
2018-08-03,0.0
2018-08-06,0.0
