ticker,GRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-20,1.2195
2007-06-25,3.6145
2007-06-26,1.1628
2007-06-27,-2.2989
2007-06-28,-2.9412000000000003
2007-06-29,-3.6364
2007-07-02,0.0
2007-07-03,11.195
2007-07-05,1.9231
2007-07-06,1.8868
2007-07-09,-4.1394
2007-07-10,3.0682
2007-07-11,0.6615
2007-07-12,0.7667
2007-07-13,0.5435
2007-07-16,1.7297
2007-07-17,-0.7439
2007-07-18,0.3212
2007-07-19,9.7118
2007-07-20,6.0311
2007-07-23,3.0275
2007-07-24,-3.5619
2007-07-25,-4.4321
2007-07-26,-7.6329
2007-07-27,11.9247
2007-07-30,-7.1963
2007-07-31,-3.2226
2007-08-01,-1.0406
2007-08-02,1.4721
2007-08-03,-2.487
2007-08-06,-2.1254
2007-08-07,-0.9772
2007-08-08,-1.3158
2007-08-09,-0.4778
2007-08-10,1.0383
2007-08-13,1.768
2007-08-14,-2.2801
2007-08-15,-1.4444
2007-08-16,-6.5389
2007-08-17,7.3583
2007-08-20,-2.4718999999999998
2007-08-21,1.3825
2007-08-22,-1.9297
2007-08-23,2.547
2007-08-24,-0.452
2007-08-27,1.3620999999999999
2007-08-28,-1.3437999999999999
2007-08-29,-1.2486
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,-1.0345
2007-09-05,0.4646
2007-09-06,-0.9249
2007-09-07,-0.2334
2007-09-10,-3.5088
2007-09-11,0.1212
2007-09-12,2.4168
2007-09-13,-1.8869
2007-09-14,0.3614
2007-09-17,-0.12
2007-09-18,-1.5625
2007-09-19,-1.9536
2007-09-20,0.1245
2007-09-21,1.7412999999999998
2007-09-24,0.2445
2007-09-25,-1.8293
2007-09-26,0.7453
2007-09-27,-0.7398
2007-09-28,-0.2484
2007-10-01,0.8717
2007-10-02,0.3704
2007-10-03,-1.599
2007-10-04,0.0
2007-10-05,0.25
2007-10-08,0.0
2007-10-09,0.0
2007-10-10,-0.2494
2007-10-11,-1.875
2007-10-12,0.0
2007-10-15,-0.3822
2007-10-16,1.1509
2007-10-17,1.3906
2007-10-18,-2.2444
2007-10-19,-0.6378
2007-10-22,-0.2567
2007-10-23,-0.2574
2007-10-24,0.129
2007-10-25,-0.1289
2007-10-26,0.129
2007-10-29,1.8041
2007-10-30,-2.4051
2007-10-31,-0.1297
2007-11-01,-2.987
2007-11-02,-0.9371
2007-11-05,0.0
2007-11-06,1.6216
2007-11-07,-1.5957
2007-11-08,-9.4595
2007-11-09,3.5821
