ticker,PACW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-06-06,-5.3571
2000-06-07,-1.8868
2000-06-08,0.0
2000-06-09,2.8846
2000-06-12,1.8692
2000-06-13,-0.9174
2000-06-14,0.0
2000-06-15,2.7778
2000-06-16,1.8018
2000-06-19,-3.5398
2000-06-21,0.9174
2000-06-26,-1.8182
2000-06-27,-0.9259
2000-07-06,3.7382999999999997
2000-07-12,2.2523
2000-07-13,0.4405
2000-07-14,0.8772
2000-07-17,0.8696
2000-07-20,1.7241
2000-07-21,1.2711999999999999
2000-07-24,-0.4184
2000-07-25,-0.8403
2000-07-26,-1.6949
2000-07-28,-2.5862
2000-07-31,2.6549
2000-08-01,3.4483
2000-08-03,-2.0833
2000-08-08,0.0
2000-08-09,-0.4255
2000-08-10,0.4274
2000-08-14,0.0
2000-08-15,2.1277
2000-08-16,-0.8333
2000-08-18,-1.2605
2000-08-21,4.2553
2000-08-22,-2.0408
2000-08-23,0.0
2000-08-24,0.0
2000-08-25,-1.6667
2000-08-28,4.2373
2000-08-30,-4.065
2000-08-31,4.2373
2000-09-01,0.0
2000-09-05,-3.252
2000-09-07,1.6806999999999999
2000-09-11,1.6529
2000-09-12,-2.439
2000-09-13,0.0
2000-09-14,0.0
2000-09-15,1.25
2000-09-19,-1.2346
2000-09-20,0.0
2000-09-22,0.0
2000-09-25,0.8333
2000-09-29,2.0661
2000-10-03,-2.4291
2000-10-06,0.4149
2000-10-13,-0.8264
2000-10-16,0.4167
2000-10-18,-2.0747
2000-10-24,1.2711999999999999
2000-10-25,-0.8368
2000-10-27,1.2658
2000-10-31,-0.4167
2000-11-01,-0.8368
2000-11-02,0.8439
2000-11-06,0.4184
2000-11-08,-0.4167
2000-11-13,1.2551999999999999
2000-11-16,-1.0642
2000-11-17,-0.4202
2000-11-22,0.0
2000-11-27,0.8439
2000-11-28,-0.8368
2000-11-29,0.8439
2000-11-30,-0.4184
2000-12-01,0.0
2000-12-11,0.0
2000-12-12,-0.4202
2000-12-13,0.0
2000-12-14,0.0
2000-12-15,0.0
2000-12-18,0.4219
2000-12-19,-0.4202
2000-12-20,0.0
2000-12-22,0.0
2000-12-26,0.4219
2000-12-27,1.6806999999999999
2000-12-28,-2.0661
2001-01-03,0.0
2001-01-04,0.4219
2001-01-05,-0.4202
2001-01-08,0.4219
2001-01-09,0.0
2001-01-10,0.0
2001-01-11,0.8403
2001-01-12,-1.25
2001-01-16,2.1097
2001-01-17,-1.6529
2001-01-18,3.3613
