ticker,BSCA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-30,6.25
2005-01-03,1.1764999999999999
2005-01-05,0.7752
2005-01-10,7.6923
2005-01-11,1.7856999999999998
2005-01-12,-1.7544
2005-01-14,14.2857
2005-01-31,0.0
2005-03-23,12.5
2005-05-04,38.8889
2005-05-05,2.25
2005-05-06,2.6895
2005-05-09,9.5238
2005-05-10,-20.6522
2005-05-12,6.8493
2005-05-16,-1.2821
2005-05-18,6.4935
2005-05-20,2.439
2005-05-23,0.0
2005-05-24,0.0
2005-05-25,0.0
2005-05-26,4.7619
2005-05-31,2.2727
2005-06-01,-2.2222
2005-06-02,0.0
2005-06-03,2.2727
2005-06-06,-2.2222
2005-06-08,0.0
2005-06-09,4.5455
2005-06-14,-0.8696
2005-06-15,-2.4123
2005-06-16,2.6966
2005-06-21,0.0
2005-06-22,-7.0022
2005-06-27,3.5294
2005-06-28,0.0
2005-07-06,0.0
2005-07-07,-3.4091
2005-07-11,-5.8824
2005-07-12,0.0
2005-07-14,-4.75
2005-07-29,0.0
2005-08-01,-5.5118
2005-08-17,-5.5556
2005-08-24,0.0
2005-08-26,1.4706000000000001
2005-08-29,1.4493
2005-09-06,5.7143
2005-09-16,2.7027
2005-09-19,-1.3158
2005-09-20,-1.3333
2005-09-21,2.7027
2005-09-23,-1.3158
2005-09-30,-4.0
2005-10-10,16.6667
2005-10-11,-9.5238
2005-10-12,0.0
2005-10-14,-3.9474
2005-10-18,4.1096
2005-10-20,5.2632
2005-10-21,0.0
2005-10-24,-3.75
2005-10-25,-1.2987
2005-10-26,0.5263
2005-10-27,-5.2356
2005-10-31,2.2099
2005-11-04,0.0
2005-11-08,-8.1081
2005-11-15,-0.5882
2005-11-17,-0.8876
2005-11-18,1.4925
2005-11-21,-4.4118
2005-11-22,16.8615
2005-11-23,-10.4792
2005-11-25,2.9412000000000003
2005-11-28,0.0
2005-11-29,1.1429
2005-11-30,1.6949
2005-12-01,1.3889
2005-12-02,1.0959
2005-12-06,-1.355
2005-12-07,0.5495
2005-12-08,0.0
2005-12-09,0.0
2005-12-12,0.0
2005-12-13,0.0
2005-12-14,0.5464
2005-12-15,-0.8152
2005-12-20,1.3699
2005-12-22,2.4324
2005-12-23,0.7916
2005-12-27,-4.1885
2005-12-28,3.8251
2005-12-29,0.0
2005-12-30,0.5263
2006-01-03,4.712
2006-01-05,0.0
2006-01-06,-5.0
2006-01-09,0.2632
2006-01-10,-3.9370000000000003
2006-01-11,1.0929
